Unnamed: 0,ID,2012,2013,2014,2015,2016,2017,2018,start_year
13,7401970635,12,12,12,12,12,12,12,2012
24,36634548900,4,9,9,9,9,9,9,2012
45,7003494205,4,4,4,4,4,4,4,2012
57,6602726745,3,3,3,3,3,3,3,2012
60,54581742800,5,5,5,5,5,5,5,2012
65,35226280500,3,3,3,3,3,3,3,2012
87,55639540400,3,3,3,3,5,5,5,2012
132,7007166540,9,9,9,9,9,9,9,2012
134,55146647600,4,4,11,11,13,13,13,2012
135,56340131200,56,62,71,71,71,71,71,2012
165,55684446500,2,2,2,2,2,2,2,2012
197,12902713100,1,1,1,1,1,1,1,2012
206,6701714180,59,69,69,69,69,69,69,2012
212,56016849700,3,3,3,3,3,3,3,2012
228,35501435900,7,7,7,7,7,7,7,2012
249,54407250400,3,4,4,6,6,6,6,2012
255,6603196991,8,8,8,8,8,8,8,2012
261,55390131000,2,2,2,2,2,2,2,2012
262,55782145400,22,22,22,22,22,22,22,2012
276,56396941400,2,2,2,2,2,2,2,2012
281,55352471100,1,1,1,1,1,1,1,2012
290,8915683900,4,4,4,4,4,4,4,2012
303,55811800700,4,4,4,4,4,4,4,2012
316,16027501900,23,23,23,23,23,23,23,2012
327,56937806800,7,7,7,7,7,7,7,2012
373,7004632677,4,4,20,23,24,24,24,2012
400,24335475600,7,10,10,10,10,15,15,2012
435,44061145500,7,7,7,7,7,7,7,2012
460,9436849500,3,3,24,24,29,29,29,2012
479,57199066122,39,39,72,72,72,72,72,2012
496,23005317000,7,7,7,7,7,7,7,2012
499,55995655700,2,2,2,3,3,7,17,2012
514,6603838207,7,16,16,16,16,16,16,2012
560,55336597100,2,2,2,4,4,4,4,2012
594,12242450800,2,3,3,3,7,7,7,2012
601,6604021227,4,4,4,4,4,4,4,2012
603,8937681800,6,6,6,6,7,7,7,2012
615,26644135200,5,5,5,5,5,5,5,2012
619,7004022711,26,32,32,32,32,32,32,2012
633,26031071400,4,4,4,4,4,4,4,2012
639,55053435400,1,1,1,1,2,2,2,2012
663,26430697600,8,8,8,8,8,8,8,2012
693,35226710600,5,5,5,5,5,5,5,2012
698,24329996300,7,7,7,7,7,7,7,2012
734,8972649800,3,3,3,3,3,3,3,2012
737,55485940200,4,4,6,6,6,6,6,2012
795,23476362800,4,4,4,4,4,9,9,2012
825,57201517140,4,4,4,4,4,4,4,2012
840,57199531976,6,6,6,6,6,6,6,2012
893,55371568400,2,2,3,4,4,4,4,2012
896,57196881113,3,3,3,3,3,3,3,2012
993,55547464700,3,4,4,4,4,4,4,2012
994,6602654044,11,11,11,26,33,33,33,2012
1004,36190330500,4,4,4,4,4,4,4,2012
1045,55552789100,27,27,27,27,27,27,27,2012
1055,57147796200,4,4,4,4,4,4,4,2012
1057,54396240700,2,2,2,23,23,23,23,2012
1066,7004736287,14,17,17,17,43,43,43,2012
1132,53877668500,2,2,3,3,3,3,3,2012
1136,55387308700,4,4,4,4,4,4,4,2012
1142,14044821700,3,3,3,8,11,14,14,2012
1146,55553679000,7,7,7,7,7,7,7,2012
1160,35423489200,3,3,3,3,3,3,3,2012
1172,56603526600,6,6,6,6,6,6,6,2012
1183,35750932500,4,4,4,4,4,4,4,2012
1191,7004889724,16,16,16,16,64,64,89,2012
1195,57203105218,5,5,5,5,5,7,7,2012
1214,57202654476,6,6,7,7,7,7,9,2012
1230,55372565100,4,4,4,4,4,4,4,2012
1284,6602823587,6,6,6,6,6,7,7,2012
1309,35769262000,12,12,12,12,12,12,12,2012
1321,6504271292,2,2,2,2,2,2,2,2012
1341,9740792600,6,6,8,31,34,38,38,2012
1362,55566867200,2,2,2,2,2,2,2,2012
1380,35366144000,4,4,4,4,4,4,4,2012
1381,55628527677,6,6,6,6,6,6,6,2012
1404,24468168900,3,3,3,3,3,3,3,2012
1456,56981854100,7,7,7,7,7,7,7,2012
1501,7403530725,42,42,42,42,42,42,42,2012
1536,23019496400,3,3,3,3,3,3,3,2012
1537,7006457163,3,3,4,4,4,4,4,2012
1552,53265204800,2,2,2,2,2,2,2,2012
1582,55545451400,2,2,2,2,2,4,6,2012
1584,6506961099,7,7,7,7,7,7,7,2012
1595,55509195900,3,3,3,5,5,5,11,2012
1615,24335297300,7,7,7,7,7,7,7,2012
1626,55522702200,3,3,3,3,3,3,3,2012
1630,55498650000,4,5,5,5,5,5,5,2012
1681,13406989600,10,10,10,10,10,10,10,2012
1735,55355619500,2,3,4,4,4,5,7,2012
1802,55360370700,4,4,4,4,4,4,4,2012
1811,55279330500,4,4,4,4,4,4,4,2012
1873,7003595432,34,34,63,63,63,63,83,2012
1885,7004053328,12,22,31,46,46,46,46,2012
1919,36766802500,6,6,6,7,7,7,7,2012
1933,56226169900,4,4,4,4,4,4,4,2012
1958,55248308500,1,1,3,3,4,4,4,2012
1961,36570451600,2,2,7,7,7,7,7,2012
1975,56177745300,17,17,17,17,17,17,17,2012
1982,6507491363,5,5,5,6,6,10,10,2012
1985,25948283000,2,2,2,2,2,2,2,2012
2042,55332834100,3,3,4,4,4,4,4,2012
2047,22951839000,6,9,9,9,9,9,9,2012
2098,6506196218,8,8,8,8,8,8,8,2012
2101,7004391933,6,6,6,6,6,6,6,2012
2151,56023454200,3,3,3,3,3,3,3,2012
2189,55705504500,6,6,6,6,6,6,6,2012
2193,55001822400,10,10,10,10,10,10,10,2012
2199,7004464530,46,63,63,63,63,63,63,2012
2220,55575856300,23,23,23,23,23,23,23,2012
2230,57192812164,5,5,5,5,5,5,5,2012
2241,55227857800,2,2,2,2,2,2,2,2012
2255,36666791400,26,26,26,29,36,36,36,2012
2262,7005984473,54,54,125,125,125,125,125,2012
2264,24725611200,2,2,5,5,6,6,10,2012
2278,57200513432,3,3,7,7,7,7,7,2012
2333,56731825000,2,2,2,4,4,4,4,2012
2352,36682161100,5,5,5,5,5,5,5,2012
2442,14017585800,11,11,11,11,11,11,11,2012
2445,55440105200,1,1,1,1,1,1,1,2012
2448,35770021700,7,23,23,23,23,23,23,2012
2459,35725963200,8,10,10,10,10,10,10,2012
2474,55154973900,4,4,4,4,4,4,4,2012
2545,55368773500,6,6,6,6,6,6,6,2012
2577,36938648000,14,14,14,14,14,14,14,2012
2596,55806758200,2,5,14,14,14,14,14,2012
2606,55897204500,4,7,7,7,11,14,30,2012
2607,6602845173,12,12,12,12,12,12,12,2012
2621,6506812427,7,7,7,10,12,15,15,2012
2630,6603142946,8,11,16,16,16,16,33,2012
2642,36674219200,30,30,30,30,30,30,30,2012
2690,55460991000,3,3,3,3,3,3,3,2012
2697,55598321100,3,3,3,3,3,3,3,2012
2706,6603360689,4,4,4,4,4,4,4,2012
2781,9232973200,2,2,5,5,17,21,21,2012
2787,54968739700,5,5,6,6,6,6,6,2012
2801,6505812107,2,2,2,2,4,4,4,2012
2809,6701896819,9,10,10,10,10,10,10,2012
2811,36786475300,6,6,6,6,6,6,6,2012
2839,56441548900,6,8,8,8,8,8,8,2012
2879,55937215200,6,6,6,6,6,6,6,2012
2882,56526691400,8,11,11,11,11,11,11,2012
2931,15072104100,5,5,5,5,5,5,5,2012
2939,46161352900,13,13,13,13,13,13,13,2012
2944,55496409100,5,5,5,5,5,5,5,2012
2945,55207330400,2,4,4,4,18,18,18,2012
2953,55960307400,5,5,5,5,5,5,5,2012
2971,8568874300,1,1,1,3,3,3,3,2012
2981,7103118811,5,5,8,8,8,8,8,2012
2983,35303978600,4,4,4,4,4,4,4,2012
2995,55444174100,3,3,3,3,3,3,3,2012
2997,7403240913,31,31,31,31,31,31,31,2012
3043,55365446500,3,3,3,3,3,3,3,2012
3053,6603868770,8,8,8,8,8,8,8,2012
3056,56246174400,5,5,5,7,7,7,7,2012
3088,15076854500,24,29,29,29,29,29,29,2012
3104,8977652000,4,4,4,4,4,4,4,2012
3127,7005125652,17,17,17,17,17,17,17,2012
3131,34873759400,3,3,3,3,3,3,3,2012
3146,7004088894,6,6,6,6,6,6,6,2012
3152,7003518743,4,4,4,4,4,4,4,2012
3163,53164333900,15,31,31,31,36,36,36,2012
3183,50062317300,5,5,5,5,5,5,5,2012
3221,16052685300,4,4,4,4,4,4,4,2012
3230,37057718800,2,2,2,2,2,2,2,2012
3235,55220832800,7,7,7,7,7,7,7,2012
3313,55488929900,4,4,4,4,4,4,4,2012
3330,55430994200,2,2,2,2,2,2,2,2012
3355,6603132415,3,3,3,3,3,3,3,2012
3398,26635246400,3,3,7,7,7,7,7,2012
3399,8664355300,3,3,3,3,3,3,3,2012
3401,55413425100,4,4,5,5,5,5,5,2012
3412,7004602618,4,4,4,6,10,11,11,2012
3419,55268968500,2,2,2,2,2,2,2,2012
3427,55361625500,1,2,2,2,2,2,2,2012
3443,13613683600,2,2,2,2,2,2,2,2012
3451,55533899000,7,7,7,7,7,7,7,2012
3468,55190796100,4,4,4,4,6,6,13,2012
3521,55439961200,8,8,8,8,8,8,8,2012
3528,55575328700,5,11,11,14,14,14,14,2012
3563,57201349927,5,5,5,5,5,5,5,2012
3575,56027778300,4,16,16,21,21,21,21,2012
3592,22957933900,24,24,24,24,24,24,24,2012
3620,6603429832,4,4,4,4,4,4,4,2012
3621,18042484900,4,4,7,9,13,13,15,2012
3623,55542737400,59,59,59,59,59,59,59,2012
3641,56279072100,46,63,63,63,63,63,63,2012
3647,8569127200,30,30,40,40,40,40,40,2012
3656,55886405600,2,2,2,2,2,2,2,2012
3685,7102125229,4,9,9,9,9,9,9,2012
3700,56599131400,2,2,2,2,2,2,2,2012
3706,14017770300,6,6,6,6,6,6,6,2012
3727,55534762500,3,3,3,3,3,3,3,2012
3758,24476273800,19,24,24,24,24,24,24,2012
3767,6601992370,8,8,8,8,8,8,8,2012
3768,7003946927,9,22,22,22,22,22,22,2012
3775,34870896000,2,2,2,2,2,2,2,2012
3826,7403032496,1,9,9,9,9,9,9,2012
3833,7003344927,29,29,29,29,29,29,29,2012
3841,8899520500,47,47,61,61,81,81,101,2012
3878,19638413800,4,4,4,4,4,4,4,2012
3897,24766646600,8,8,8,8,8,8,8,2012
3968,55111049900,7,7,29,34,34,34,34,2012
3977,57196814360,11,11,11,11,11,11,11,2012
3989,36464991300,2,2,2,2,2,2,2,2012
3992,54586143600,19,19,19,19,19,19,19,2012
4017,55263344300,3,3,3,3,3,3,3,2012
4023,56081377700,19,19,19,19,19,19,19,2012
4034,55322349800,2,2,2,2,2,2,2,2012
4071,55364829300,1,1,3,3,3,3,3,2012
4079,19639164500,5,5,5,5,5,5,5,2012
4096,55316975300,2,2,2,2,2,2,2,2012
4175,22933748200,7,7,7,7,7,7,7,2012
4188,55551921100,5,5,5,5,5,5,5,2012
4190,55331331600,2,2,3,3,3,3,3,2012
4207,56084489000,4,4,4,4,4,4,4,2012
4209,16066571500,3,3,3,3,5,9,10,2012
4214,56786467200,2,2,2,2,2,2,2,2012
4230,55248278500,1,1,1,1,1,1,1,2012
4282,57203131591,31,31,31,31,31,31,31,2012
4291,56085168200,3,14,14,14,14,14,14,2012
4300,23501411400,2,4,4,4,4,4,4,2012
4304,55303419200,5,5,5,5,5,5,5,2012
4307,26654148900,16,23,23,23,23,23,23,2012
4316,7003343329,8,8,8,8,8,8,8,2012
4321,25723719000,2,2,2,2,2,2,2,2012
4324,55703770200,4,4,4,8,8,8,8,2012
4353,7005863798,6,6,6,6,6,6,6,2012
4355,35227260700,62,70,82,82,88,88,88,2012
4361,36872230700,4,4,4,4,4,4,4,2012
4365,36165131200,2,5,5,5,8,9,16,2012
4381,55633965000,3,3,3,3,3,3,3,2012
4391,36241067100,4,4,4,4,4,4,4,2012
4395,7005674425,2,4,4,4,4,4,4,2012
4401,55312131100,2,2,2,2,2,2,2,2012
4419,53164715400,5,5,5,5,5,5,5,2012
4431,22033609500,9,9,9,9,9,9,9,2012
4485,7005212046,10,10,10,10,10,10,10,2012
4504,23033204800,28,28,30,30,31,31,31,2012
4582,25825020700,4,4,4,4,4,4,4,2012
4602,7006563068,2,2,2,2,2,2,2,2012
4605,56253769500,7,7,7,7,7,7,7,2012
4623,24802681800,4,4,4,4,4,4,4,2012
4624,7003996564,3,3,4,4,4,4,4,2012
4635,12042505800,2,2,2,2,2,2,2,2012
4641,26425023900,5,5,5,5,5,5,5,2012
4645,8248398400,12,12,14,14,14,14,30,2012
4679,55183460700,2,2,2,2,2,2,2,2012
4684,6505923699,11,11,11,11,11,11,11,2012
4685,55328141200,2,2,2,2,2,2,2,2012
4696,57094878200,6,6,6,6,6,6,6,2012
4705,7003444816,6,6,6,6,6,6,6,2012
4743,57194571217,6,6,7,7,7,7,7,2012
4748,8901243000,15,15,15,15,15,15,15,2012
4788,55428692000,3,3,3,3,3,3,3,2012
4803,56370728300,3,3,5,5,5,5,5,2012
4810,36159311900,12,12,13,13,13,13,13,2012
4812,6701734948,5,5,5,5,6,6,6,2012
4815,23668182400,10,10,10,10,10,10,10,2012
4832,55110452500,13,13,13,13,13,13,13,2012
4833,57101226400,4,4,4,4,4,4,4,2012
4834,57197257164,2,6,6,6,6,6,6,2012
4842,36470166200,4,4,5,9,9,9,12,2012
4864,57198290813,3,3,3,3,3,3,3,2012
4886,55796177200,2,2,3,3,3,3,3,2012
4907,55262961400,2,5,8,8,8,8,8,2012
4934,55448480500,6,6,6,6,6,6,6,2012
4978,56032852100,4,4,4,4,4,4,4,2012
5071,7005444229,2,2,2,2,2,2,2,2012
5085,7101958481,9,9,9,9,9,9,9,2012
5095,23477877600,3,3,3,3,3,3,3,2012
5101,36163895900,8,10,15,17,17,17,17,2012
5105,7004065769,8,8,8,8,13,13,18,2012
5114,56731178100,6,6,6,6,6,6,6,2012
5115,6701496531,5,5,5,5,5,5,5,2012
5133,55372103800,6,6,6,6,6,6,6,2012
5146,6506673194,10,10,10,10,10,10,10,2012
5155,8935567300,4,4,4,4,6,6,19,2012
5172,55336399400,3,3,3,3,3,3,3,2012
5177,7005662649,5,20,29,45,51,55,60,2012
5191,37090425600,2,2,2,2,2,2,2,2012
5193,50861179800,6,6,6,7,7,7,7,2012
5196,57198348288,4,4,4,4,4,4,4,2012
5198,6603426387,10,10,10,10,10,10,10,2012
5247,57198919746,4,4,4,4,4,4,4,2012
5257,7101712588,4,5,5,5,5,5,5,2012
5263,57147735200,4,4,4,4,4,4,4,2012
5269,24435012300,13,13,13,13,13,13,13,2012
5276,6701413027,43,43,43,43,43,43,43,2012
5285,15836352200,2,7,14,14,15,18,20,2012
5300,13610256500,8,8,8,8,8,11,11,2012
5332,7102250485,2,3,3,3,3,3,3,2012
5392,55308181400,3,3,4,4,4,5,8,2012
5410,55616813500,2,2,2,2,2,2,2,2012
5413,51565545800,3,3,3,3,3,3,3,2012
5426,35901346400,6,6,6,6,6,6,6,2012
5439,8338014700,13,13,13,13,13,13,13,2012
5445,8847615900,3,3,3,3,3,3,3,2012
5456,44060901700,7,7,7,7,7,7,7,2012
5457,55491042200,2,2,2,2,2,2,2,2012
5518,55431220900,2,2,8,8,8,8,8,2012
5543,55576323200,6,6,6,6,6,6,6,2012
5546,7007024889,10,10,10,10,10,10,10,2012
5586,55958554700,4,4,4,4,4,4,4,2012
5587,57195202513,8,8,8,8,8,8,8,2012
5595,27867636900,3,4,4,4,4,4,4,2012
5599,6701588408,5,5,5,5,5,5,5,2012
5610,57192676114,13,13,13,13,13,13,13,2012
5636,54684322600,10,10,10,10,10,10,10,2012
5656,49360979100,2,3,4,4,4,14,16,2012
5671,8927832400,6,6,6,6,6,6,6,2012
5673,7402343361,3,3,3,3,3,3,3,2012
5692,54976138000,4,4,4,4,4,4,4,2012
5744,55498146000,6,6,6,6,6,6,6,2012
5751,55307733700,2,2,2,4,4,4,4,2012
5804,7403193548,2,2,2,2,2,2,2,2012
5865,8697753500,7,7,7,7,7,7,7,2012
5892,57198696154,6,6,6,6,6,6,6,2012
5942,55262544600,7,7,7,7,7,7,7,2012
5948,7005949115,16,29,29,29,29,29,29,2012
5997,56021775200,4,4,8,8,8,8,8,2012
6013,55925542100,1,1,1,1,1,1,1,2012
6058,57201782743,1,1,2,2,2,2,2,2012
6071,54999364100,10,10,10,10,10,10,10,2012
6160,7202820454,6,6,6,6,6,6,6,2012
6165,35811580800,1,1,1,1,1,1,2,2012
6169,55524043000,5,5,5,5,5,5,5,2012
6172,7201391894,5,5,5,5,5,5,5,2012
6189,24729414600,6,6,6,6,12,15,15,2012
6193,35725875000,15,31,31,31,31,31,31,2012
6230,30867575800,2,2,2,2,2,2,2,2012
6243,55602095300,2,7,7,7,7,7,7,2012
6246,6603795697,4,6,6,6,6,6,6,2012
6255,37098081900,1,1,3,3,3,3,3,2012
6257,55364391100,4,4,4,4,4,4,4,2012
6269,35300543200,6,6,6,6,6,6,6,2012
6279,6604064698,8,12,12,12,12,12,12,2012
6310,36619521200,53,53,53,53,53,53,53,2012
6320,7801571016,2,13,13,13,13,13,16,2012
6323,36551445700,2,2,2,2,2,7,9,2012
6343,6701413184,5,5,5,9,9,14,14,2012
6362,55433961500,9,9,9,9,9,9,9,2012
6378,6602378446,1,1,1,1,1,2,2,2012
6386,35247753000,4,4,4,4,4,4,4,2012
6395,55355531600,11,11,11,11,11,11,11,2012
6396,55440242200,3,3,5,9,9,9,9,2012
6438,7403279765,22,22,22,22,22,22,22,2012
6492,55445674300,4,4,4,4,4,4,4,2012
6531,56304288800,36,36,36,36,36,36,36,2012
6540,6602300871,58,58,103,103,166,166,238,2012
6555,6504363083,6,6,6,6,6,6,6,2012
6556,6602838706,7,7,11,11,11,11,11,2012
6558,6603709176,3,3,3,3,3,3,3,2012
6568,55497275500,2,2,2,4,4,4,4,2012
6577,55806337900,4,4,4,4,4,4,4,2012
6594,55515773900,2,2,2,2,2,2,2,2012
6604,35207638200,4,4,4,4,4,4,4,2012
6612,22934728500,10,10,10,10,10,10,10,2012
6615,6603793044,1,1,1,1,1,1,1,2012
6624,55560405400,25,25,25,25,25,25,25,2012
6630,36998492600,3,6,6,18,18,18,18,2012
6645,8414751400,5,5,5,6,14,15,22,2012
6692,57201564811,7,7,7,7,7,7,7,2012
6701,36663269300,4,4,4,4,4,4,4,2012
6703,55431018300,5,5,5,5,5,5,5,2012
6709,7004198347,3,3,3,3,3,3,3,2012
6722,55605801200,4,4,4,4,6,6,6,2012
6788,36482400900,2,2,2,6,6,6,9,2012
6794,55768035200,2,2,2,3,3,3,3,2012
6825,55941718600,2,2,5,5,5,5,5,2012
6891,16029861700,11,11,11,11,11,11,11,2012
6902,55336239800,2,2,2,2,2,2,2,2012
6931,55351421700,5,5,5,11,11,14,17,2012
6939,57196405693,8,8,8,8,8,8,8,2012
6989,24336291700,15,15,15,15,15,15,15,2012
7017,55542124900,56,56,60,60,60,60,103,2012
7026,6701850138,44,44,44,44,44,44,44,2012
7027,55305520100,2,2,2,2,6,6,6,2012
7035,6602103688,3,5,5,6,6,6,9,2012
7059,57192154241,2,3,11,13,13,19,22,2012
7064,50460949700,4,4,4,4,4,4,9,2012
7090,55445725000,2,2,2,2,2,2,2,2012
7094,55262962000,4,9,11,11,11,11,11,2012
7123,55010658800,10,10,10,10,10,10,10,2012
7125,55633475000,6,6,6,6,9,9,9,2012
7127,36483679200,52,52,100,100,100,100,100,2012
7255,56530437900,2,2,2,4,4,4,4,2012
7269,16039181800,2,15,18,18,18,18,19,2012
7280,36935807700,1,1,12,13,13,13,13,2012
7301,7403908166,1,1,1,1,1,1,1,2012
7321,6701633126,9,9,9,9,9,9,9,2012
7333,55009931200,4,4,4,5,8,8,8,2012
7337,55906095600,5,5,5,5,5,5,5,2012
7351,55094649000,2,2,2,2,2,2,2,2012
7390,6506017367,4,8,8,8,8,8,8,2012
7415,55922725500,14,14,19,19,22,22,22,2012
7418,55365178000,8,8,8,8,8,8,12,2012
7427,25723429200,2,2,2,2,2,2,2,2012
7473,8984461100,3,5,9,9,9,9,17,2012
7490,55366402700,3,3,3,3,3,3,3,2012
7494,55958501600,2,2,2,2,2,2,2,2012
7528,6701811322,3,3,5,5,5,5,5,2012
7543,35146405200,2,2,2,2,2,2,2,2012
7565,56039313200,4,4,4,4,4,4,4,2012
7574,55429088000,3,3,3,3,3,3,3,2012
7579,55210323400,3,3,3,3,3,3,3,2012
7588,35609513100,4,5,5,5,5,5,5,2012
7600,22836597000,3,3,3,3,11,18,18,2012
7645,6603859280,3,3,3,3,3,3,3,2012
7653,55502487500,2,2,2,2,2,2,2,2012
7712,6603040418,19,19,19,19,19,19,19,2012
7724,54790627700,17,17,17,17,17,17,17,2012
7730,55061084700,3,3,3,4,4,5,16,2012
7732,36343322800,2,2,2,2,2,2,2,2012
7762,6508323679,5,5,5,5,5,5,5,2012
7765,55546184300,3,3,3,3,6,6,6,2012
7796,7004594498,6,6,6,6,6,10,12,2012
7802,37010360200,3,3,3,3,3,3,3,2012
7827,55799857000,1,1,1,1,1,1,1,2012
7839,49663040100,4,4,4,4,4,4,4,2012
7883,57202798617,15,15,15,15,15,15,19,2012
7895,7003395010,62,70,82,82,88,88,88,2012
7898,36025598100,62,70,70,151,151,151,151,2012
7900,23012458800,31,31,31,31,31,53,53,2012
7904,55184994800,4,4,4,4,4,4,4,2012
7911,7202565490,15,28,28,28,28,37,37,2012
7919,6504496310,4,4,4,4,4,4,4,2012
7966,55541455300,34,34,34,34,34,34,34,2012
8006,55664415200,8,8,8,8,8,8,8,2012
8007,36460585800,3,3,3,3,3,3,3,2012
8008,57204486760,4,4,4,4,4,4,4,2012
8016,55613455900,2,2,2,2,2,2,2,2012
8017,55767381400,46,46,46,46,46,46,46,2012
8030,7006114072,8,8,8,8,8,8,8,2012
8033,36700301200,1,1,1,1,1,1,1,2012
8048,57202623992,4,4,4,4,4,4,4,2012
8057,55257116400,2,2,2,2,2,2,2,2012
8112,6507524448,12,12,12,12,12,12,12,2012
8115,7004522318,23,23,23,23,23,23,23,2012
8124,55362598400,2,2,2,2,2,2,2,2012
8144,55576016700,5,5,5,5,5,5,5,2012
8165,21733247100,3,3,3,3,3,3,3,2012
8176,35076968200,4,4,4,4,4,4,4,2012
8208,55549626100,13,13,17,19,19,24,24,2012
8275,55361130600,1,1,1,1,1,1,1,2012
8280,55220759500,3,3,3,3,3,3,3,2012
8306,7004113296,85,85,85,85,105,105,105,2012
8311,8916354600,9,9,9,9,9,9,9,2012
8335,7004385524,2,5,5,5,9,9,9,2012
8348,35325791600,7,7,7,7,7,7,7,2012
8365,36502622800,16,16,16,16,16,16,16,2012
8371,57193964697,3,4,4,4,4,4,4,2012
8423,40462926300,3,8,8,9,9,9,9,2012
8426,36707509300,1,1,1,1,1,1,1,2012
8443,55550904800,6,6,6,6,6,6,6,2012
8448,57200801971,8,8,8,8,8,8,8,2012
8456,55317520400,2,3,3,3,6,7,11,2012
8461,55565983600,3,4,4,5,5,5,5,2012
8462,6602890768,57,57,57,57,83,83,83,2012
8476,6603004307,3,3,3,3,3,3,3,2012
8477,55225775200,3,3,3,3,3,3,3,2012
8485,55320224000,1,1,3,3,3,3,3,2012
8536,23011366900,31,31,31,31,31,31,31,2012
8563,16174147100,2,2,2,2,2,2,2,2012
8585,55360265100,3,3,3,3,3,3,3,2012
8622,23984426200,2,2,2,2,2,2,2,2012
8625,55538928100,4,4,5,5,5,5,5,2012
8634,16192861100,2,2,2,2,2,2,2,2012
8653,16635449000,12,12,32,32,42,42,79,2012
8675,7006973162,3,3,6,9,9,10,10,2012
8724,36241603900,3,3,3,3,3,3,3,2012
8733,6603793994,3,3,3,3,3,3,3,2012
8744,7102741063,39,39,39,39,39,39,39,2012
8774,35769026000,3,4,4,5,5,12,16,2012
8828,24802508800,3,3,6,6,6,6,6,2012
8872,6506838376,24,27,27,27,27,40,40,2012
8882,55126815700,1,1,1,1,1,1,1,2012
8888,7005609991,4,4,4,4,4,4,4,2012
8909,21742903100,9,9,9,9,9,9,9,2012
8912,7004642488,15,15,15,15,15,15,15,2012
8916,55915908500,2,2,2,2,2,2,2,2012
8939,55211344500,3,7,8,8,8,8,8,2012
8971,24722412000,3,3,3,3,3,3,3,2012
8974,55697903000,3,5,6,7,7,7,7,2012
8977,57204504561,4,4,4,4,4,4,4,2012
9016,55662368200,4,4,4,4,4,4,4,2012
9032,24528361100,7,7,9,9,9,9,9,2012
9039,55370968200,1,10,12,14,14,17,17,2012
9043,35723249900,6,6,6,6,6,6,6,2012
