ID,2018
35575819100,12
56985435800,8
57205427735,2
8525292600,6
56079662200,7
57204397298,4
55452991000,6
57203179449,4
56245385900,6
24464505800,1
16070341400,2
57203101107,4
55629547200,2
10044860900,9
57205349755,5
57206490200,4
57203229438,12
56305691900,2
57204440999,6
57193844980,8
57195559331,3
6603096510,9
57190980395,9
57194835427,10
57207468590,9
7103138947,3
6603212866,3
56548968900,6
57190573713,4
6602293547,10
56452559000,29
57202889895,2
57163047100,2
57021574800,5
36240772300,2
57203204624,3
57195940191,6
57206736873,1
55346238800,3
56747980200,6
56257263600,85
7410389613,3
35579517100,4
57194144148,2
57203964565,7
57202308622,2
23501064100,3
57202293265,3
57190001162,7
6506175112,8
57203228472,3
36177268800,4
57205205269,3
6602704112,1
12647414100,9
56135211500,25
37091588100,6
57192113111,4
56086562300,7
37080173500,2
57189464937,2
57194829795,3
35335928400,16
56500665400,10
57189067538,3
35608588800,4
57205276364,4
57193837049,5
35097705100,53
57193573319,34
57202218414,7
55198926300,5
25031812100,4
57190854987,8
56195317700,6
57203753228,3
57204151682,18
6503944394,22
57192708193,5
57204921300,3
57132195300,4
57205197386,2
55227532300,6
56857628600,5
6506173536,17
7004580383,8
57207659369,5
57202452343,20
56841677200,34
57188925334,7
57193717368,3
14834116500,11
13606583600,3
55647164349,9
24171745600,3
57202463996,2
57205865258,9
55547286400,6
57190765982,17
6506963115,4
57201524269,4
55776619300,3
55920231400,46
57203979023,3
57202195982,4
57199121290,4
7006536439,8
16152544600,3
57202019974,3
22835644200,6
55605778823,11
57206328254,5
57200202986,4
56203876600,4
57201895372,31
57203132154,3
55121369800,8
57200935001,2
56071481700,3
57195152562,1
24821887700,2
54987296800,26
56019103400,2
35176582100,28
57193245301,6
57203306678,10
55250026100,5
57202982268,9
6503987935,39
36710846400,46
6507454795,3
56401138700,6
8619685500,7
56295197500,3
57204427716,5
6603574633,3
57194597960,2
7004577586,9
7005834063,35
57196087864,3
57196771510,4
13907492000,14
56942838600,6
57204950817,11
25227844000,2
57196841638,4
57195145501,9
57203857937,1
57203638637,7
57202504727,2
6701350379,4
56110277600,55
7003639284,5
57191526504,15
15042329400,2
9133584500,3
14015091400,2
57203900332,4
55920616100,5
16026010700,20
57200523890,2
7102516469,24
35229514800,12
24476836100,20
6508133198,9
57204778344,2
7202501565,5
57203001993,4
57203762736,5
57207007975,32
55963778000,34
6603630362,3
57205681872,26
57205618140,3
27567609600,3
57203633651,3
7801582963,4
57203316421,7
57204684805,7
36550569400,7
57201435152,48
7007085257,15
52263577700,12
56709162900,16
54895309300,5
7006980383,46
57205913747,7
55265603400,23
7005305539,26
57194384147,8
36906824500,5
55975577300,30
57200728242,7
57201089960,6
6506819766,2
55234658800,17
18435007800,4
57199499801,1
35419102600,32
55743950600,6
57200128045,2
8535537900,10
57197870716,4
7801411001,5
35194398900,7
57199692885,3
55779670600,2
7005795536,7
55562277600,10
35873590400,4
57188675645,14
12244600000,4
13004046000,5
55312299000,7
57191092725,5
57103276900,5
57201359902,7
55903363700,6
57201670471,3
57205736153,2
57199646557,5
36550661200,81
56578650000,5
56846174700,6
57201994046,5
56904207900,13
6507121168,2
57196278889,7
57202894559,4
8510022100,3
13806524400,4
7005040650,4
57193877983,4
56734518600,4
57190175026,6
8244804200,3
57204030645,3
6602598068,12
55776805100,9
57194110891,2
21743722600,3
57200818918,4
26325330300,6
57202398169,2
57200038334,4
55369049500,4
8886204500,5
57203529624,2
57199090913,2
12801694400,8
8447411800,5
56028719700,6
57200860269,3
56647974900,4
56915207000,8
56322035100,5
23969363600,4
57004462700,7
57196593398,7
6601991186,16
55637695500,7
56081035700,9
13907491000,49
57203983449,2
57195675187,8
36015108600,2
24476123000,4
57199479244,3
57060401000,5
57201086762,27
55912531600,3
57203228356,1
26221072000,1
36185753000,44
11338891200,3
57192165328,2
57205642574,4
57204772806,6
57195471207,3
57200694534,3
8715686300,4
7005034358,2
56798939400,6
57207185407,6
35577162900,3
57188678053,5
57203942691,3
57204818510,7
55760424300,7
