Unnamed: 0,ID,2017,2018,start_year
10,56523160100,6,6,2017
50,57193437031,5,5,2017
61,57201405140,15,15,2017
100,57193831201,6,6,2017
105,57190680369,3,3,2017
107,55838510332,5,5,2017
112,54385399300,6,6,2017
124,57196516104,2,2,2017
191,54419904100,4,4,2017
202,57197787536,1,1,2017
204,7006513449,3,3,2017
211,57193088194,4,4,2017
215,7003321707,3,3,2017
226,8974048100,17,17,2017
229,57203379822,4,4,2017
265,57193448950,3,3,2017
267,55259071200,8,8,2017
268,8517464000,27,27,2017
274,6506345528,3,3,2017
296,56223055000,20,20,2017
298,26025571400,5,5,2017
325,57196216997,6,6,2017
362,6603480856,2,2,2017
364,57196247566,3,3,2017
370,57200071649,17,17,2017
371,35430042600,6,6,2017
407,56083293900,14,14,2017
408,6602553055,2,2,2017
440,24170805000,4,4,2017
444,35848858900,38,38,2017
457,57195685840,28,40,2017
460,36172704800,21,21,2017
478,57194278954,5,5,2017
484,19337532100,29,29,2017
500,56411920100,13,13,2017
559,57198820650,4,4,2017
571,57193652514,5,5,2017
580,35424413500,9,26,2017
600,57196194669,4,4,2017
617,57195504582,6,6,2017
645,6504010163,7,13,2017
676,55937054700,34,34,2017
678,57201120477,3,3,2017
688,57200165239,4,6,2017
697,7401653270,8,8,2017
706,57199212073,10,10,2017
766,6602549287,8,8,2017
769,22835500500,17,17,2017
810,55613312700,6,6,2017
814,54792767800,7,7,2017
825,57193666554,3,3,2017
833,57197837651,3,5,2017
854,35937644700,7,7,2017
857,22134311400,5,5,2017
866,54881975600,2,2,2017
869,57200257905,2,4,2017
884,57195549010,2,2,2017
894,57195245709,4,4,2017
918,56489810900,2,5,2017
936,57202013381,5,5,2017
957,57194656359,23,23,2017
973,57195532898,2,4,2017
995,56717764600,4,4,2017
1012,35772298600,7,7,2017
1027,6701652404,2,2,2017
1052,57201905011,2,2,2017
1073,57191382777,2,2,2017
1076,26656011800,4,4,2017
1082,54785299800,2,2,2017
1101,56845738100,10,10,2017
1105,57193706236,4,4,2017
1119,57195641275,3,3,2017
1139,57195148240,5,5,2017
1205,36020849500,9,13,2017
1236,57193668892,3,3,2017
1264,55642871600,2,2,2017
1265,55195600600,3,3,2017
1272,57120007000,3,3,2017
1286,16307679400,27,27,2017
1296,56429699600,1,1,2017
1336,57200504901,6,6,2017
1341,56389226300,5,5,2017
1347,57196190739,3,8,2017
1382,55431373200,4,6,2017
1389,57197293765,9,9,2017
1391,57200553572,2,2,2017
1394,57189729895,39,43,2017
1406,26532134800,2,2,2017
1410,57190215418,5,5,2017
1413,57194207869,5,5,2017
1423,55255344600,2,2,2017
1426,6504825500,5,5,2017
1441,36069960100,8,8,2017
1452,57191870597,6,6,2017
1482,57197787406,12,12,2017
1490,57201300541,3,3,2017
1502,7403506666,13,13,2017
1512,8988880800,2,2,2017
1525,57000424800,2,2,2017
1528,56912295400,10,10,2017
1557,57194784857,4,4,2017
1562,57204225272,4,4,2017
1563,57200319939,7,7,2017
1606,57194633273,10,10,2017
1624,57193801918,5,5,2017
1641,56528299800,2,2,2017
1642,7801541269,7,7,2017
1647,12762570700,6,6,2017
1654,24824052300,27,27,2017
1665,6701478237,8,8,2017
1684,16204149800,13,13,2017
1696,7004683246,6,6,2017
1703,18633549200,21,21,2017
1707,57200598235,6,6,2017
1738,35206654500,3,3,2017
1740,56373438900,1,1,2017
1759,57196327637,2,2,2017
1771,36697283500,4,4,2017
1783,57193153428,3,3,2017
1784,55950359000,6,6,2017
1788,6601955173,8,8,2017
1792,56702274900,7,7,2017
1806,57194083886,3,3,2017
1855,56815132900,3,3,2017
1859,55818826500,3,3,2017
1881,23976822200,12,12,2017
1906,23096778100,7,9,2017
1915,57204357968,3,3,2017
1917,56414525200,15,15,2017
1931,56909330500,1,1,2017
1965,16303888200,2,2,2017
1989,56444380200,3,3,2017
2001,57193751943,3,5,2017
2019,57191914461,17,17,2017
2027,6603068537,4,4,2017
2062,35107064300,2,2,2017
2069,6602237420,5,5,2017
2077,56888182800,3,3,2017
2093,6507093489,5,5,2017
2096,57188666556,3,3,2017
2109,7801420369,12,12,2017
2116,50262996800,11,11,2017
2138,57193774207,5,5,2017
2143,24069736100,8,18,2017
2153,55845831600,25,25,2017
2173,56413029300,9,9,2017
2183,8944018200,3,3,2017
2189,36941060000,8,8,2017
2231,57195265252,6,6,2017
2244,13606225400,5,5,2017
2248,36847107700,9,14,2017
2257,35078364000,3,3,2017
2259,56779888200,3,3,2017
2263,23490356200,5,5,2017
2269,7005986573,4,4,2017
2281,8518669600,4,4,2017
2292,55734981200,5,5,2017
2295,36701835800,4,4,2017
2300,16238894800,6,6,2017
2307,6504148828,3,3,2017
2310,57196475352,3,3,2017
2319,7102945187,4,31,2017
2349,7201452882,2,2,2017
2351,57194202669,3,5,2017
2381,56407070700,6,8,2017
2392,57202536982,4,11,2017
2417,55137410200,11,11,2017
2428,23090829200,3,4,2017
2432,9433671800,1,1,2017
2457,56401819300,5,5,2017
2463,57194651320,5,5,2017
2483,56868557800,2,3,2017
2488,57199057238,5,5,2017
2494,57190808093,14,30,2017
2504,55328694600,23,23,2017
2524,24825489700,5,5,2017
2525,7201394107,5,5,2017
2548,57195324089,3,3,2017
2560,57200306287,1,1,2017
2593,23993348100,6,9,2017
2596,57200511600,3,3,2017
2601,6507385075,4,4,2017
2647,57195492127,4,4,2017
2650,56495431000,4,4,2017
2663,57193713313,16,16,2017
2683,57191278839,3,3,2017
2698,56765215700,17,17,2017
2705,7006655065,25,25,2017
2717,6506894858,5,5,2017
2724,57193859122,4,4,2017
2731,7102048580,14,14,2017
2733,57194033547,1,1,2017
2750,35847863800,14,14,2017
2754,7801515783,8,8,2017
2757,55386682400,4,6,2017
2760,55808378700,3,3,2017
2768,57160027800,4,4,2017
2774,57194587156,5,5,2017
2789,39261426700,6,6,2017
2790,54894497100,6,6,2017
2793,55545861200,3,3,2017
2805,57200220523,7,7,2017
2807,57194975259,8,8,2017
2812,6602674641,10,11,2017
2845,55243168600,6,6,2017
2849,56784600600,6,6,2017
2892,7004194786,12,12,2017
2913,8510851800,3,3,2017
2930,56604799100,3,4,2017
2952,57072410100,4,4,2017
2996,57191843424,5,5,2017
3000,57195264190,3,22,2017
3007,57196403059,4,9,2017
3045,6602886684,1,1,2017
3071,24503028500,36,36,2017
3085,56192834500,4,5,2017
3088,55672129800,30,30,2017
3097,57188724280,3,3,2017
3109,57193508280,5,5,2017
3114,55961894100,12,12,2017
3154,13406373500,5,12,2017
3162,15833551000,2,2,2017
3168,7102506029,2,2,2017
3186,57202693317,4,5,2017
3194,56888430400,5,5,2017
3225,57191341690,2,2,2017
3250,57194634092,3,3,2017
3251,57197732433,9,9,2017
3257,35723402500,5,5,2017
3265,55903750100,16,16,2017
3284,57190050182,2,2,2017
3327,57200274200,9,9,2017
3346,56829994700,1,1,2017
3352,6603619556,13,13,2017
3376,23994545300,16,16,2017
3399,7006811629,4,4,2017
3414,55889370900,23,23,2017
3425,57190444573,4,4,2017
3430,57191276563,3,4,2017
3433,56582295800,3,3,2017
3453,50561062400,4,4,2017
3456,7007012346,4,4,2017
3458,57199388373,3,3,2017
3459,55321570300,4,4,2017
3509,37461890200,3,3,2017
3510,57194500988,4,5,2017
3519,35317963900,3,3,2017
3542,57195305007,5,5,2017
3551,56274451800,7,7,2017
3554,7003297659,8,11,2017
3555,17435027800,61,61,2017
3566,35104887500,3,3,2017
3575,57200701276,4,4,2017
3602,6602612176,4,4,2017
3609,6701862415,2,2,2017
3610,7102139396,2,2,2017
3612,6603858484,3,3,2017
3625,55777215000,7,8,2017
3627,57021488500,4,4,2017
3633,7801624566,5,5,2017
3645,57200083174,61,61,2017
3666,7005185674,9,9,2017
3682,7003966366,27,56,2017
3691,57195469032,5,7,2017
3708,57201417558,6,6,2017
3717,55326383600,4,4,2017
3743,6506444874,2,2,2017
3754,57200692995,5,5,2017
3761,57195227476,4,6,2017
3775,57192923953,5,5,2017
3788,8560831300,9,9,2017
3819,57196019189,5,5,2017
