Unnamed: 0,ID,2015,2016,2017,2018,start_year
3,8642393600,7,7,7,7,2015
4,55873955900,8,8,8,8,2015
5,49862174900,14,14,14,14,2015
15,55376931500,73,73,73,73,2015
20,6506195434,6,6,6,6,2015
21,55719005700,7,7,7,7,2015
22,35444766700,11,11,11,11,2015
34,56781292200,1,1,1,1,2015
42,34870540900,7,7,7,7,2015
51,56411842000,2,2,2,2,2015
52,23397604200,8,8,8,8,2015
92,56002303200,7,7,7,7,2015
138,56513476200,9,9,9,9,2015
154,56939340300,2,3,3,3,2015
155,57192293609,3,3,3,3,2015
159,56114762600,10,10,10,10,2015
163,16309784700,11,11,11,11,2015
170,22236154700,5,5,5,5,2015
171,7003350807,16,16,16,16,2015
177,35318720900,3,3,3,3,2015
193,15070429600,2,2,2,2,2015
233,7004271887,19,19,19,19,2015
266,55961141700,12,12,12,12,2015
302,36003624100,16,22,22,22,2015
312,36805685400,4,4,4,4,2015
344,27867811000,14,14,14,14,2015
345,55974660200,10,10,10,10,2015
372,16679222000,10,10,12,23,2015
381,57203094083,83,83,83,83,2015
430,57188748169,5,9,9,9,2015
437,57189090439,3,3,3,3,2015
441,26531594700,3,3,3,3,2015
446,56968037900,1,1,1,1,2015
466,57188725838,13,13,13,13,2015
472,6701774097,3,3,3,3,2015
473,56190106200,4,4,4,4,2015
481,7402136006,4,4,4,4,2015
482,56517715300,4,5,7,19,2015
505,56594481000,3,3,3,3,2015
513,55803668500,1,1,1,1,2015
518,9245337700,19,19,19,19,2015
531,35965781000,9,9,9,9,2015
534,12784775300,1,1,3,4,2015
583,55440311600,3,3,3,3,2015
594,56639282800,28,28,28,28,2015
604,55949428900,6,6,6,6,2015
621,55973076900,3,5,5,5,2015
631,56735634200,1,1,1,1,2015
667,56203572900,9,9,9,9,2015
693,56822668900,6,6,6,6,2015
708,57188966321,7,7,7,7,2015
712,34870116100,59,70,70,70,2015
725,57192808992,4,4,4,4,2015
733,57196873890,28,28,37,37,2015
736,56156269900,7,7,7,7,2015
770,6602911751,7,7,7,7,2015
784,57035243200,2,2,2,2,2015
832,56682052900,2,2,2,2,2015
853,55143899600,1,1,1,1,2015
858,57023907900,6,6,6,6,2015
891,55323058900,3,3,3,17,2015
901,57190068018,8,8,8,8,2015
911,24528388600,2,2,2,2,2015
912,7202257193,4,4,4,4,2015
926,56986641200,5,5,5,5,2015
929,8704767900,7,7,7,7,2015
977,54790605200,13,18,18,19,2015
985,56960580700,5,5,5,5,2015
997,26424457400,56,56,63,67,2015
1002,56100634400,16,16,16,16,2015
1015,56463349600,25,25,25,25,2015
1024,56769182700,7,7,7,7,2015
1036,56779730100,3,4,4,4,2015
1039,6603095657,3,3,3,3,2015
1064,35607238200,4,4,4,4,2015
1066,57016833800,82,82,82,82,2015
1083,15765290300,2,2,2,2,2015
1100,55977742700,56,56,56,56,2015
1102,14027991800,7,7,7,7,2015
1118,56879182000,2,2,4,4,2015
1133,56393857000,9,11,12,15,2015
1160,57188962583,4,4,4,4,2015
1172,34168027600,5,5,9,9,2015
1176,23501049900,4,4,4,4,2015
1183,16229169400,10,10,10,10,2015
1197,56890365100,3,3,4,4,2015
1241,7004832773,11,17,17,17,2015
1244,6602838973,1,1,1,1,2015
1260,56529715900,2,2,2,2,2015
1282,7003289125,5,5,5,5,2015
1311,56879056100,6,11,11,11,2015
1312,55944810600,2,2,2,2,2015
1323,27567563000,7,7,7,7,2015
1333,56709343000,13,13,25,25,2015
