Unnamed: 0,ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
11,6506145608,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2002
25,6504202250,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
86,6701717022,2,2,2,2,2,4,4,4,7,9,11,11,11,11,11,11,11,2002
146,55883275100,1,5,6,6,6,8,9,9,10,10,13,13,13,14,14,14,14,2002
172,6506232454,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
183,7402139139,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2002
220,55389033000,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
261,36238070700,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
311,7402790968,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2002
384,12545635900,4,4,4,14,17,21,21,21,21,21,21,21,25,25,25,25,25,2002
399,56067237100,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
415,57197890326,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
417,24766142600,1,1,1,1,2,2,4,4,4,4,4,4,4,4,4,4,4,2002
435,14628445300,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
469,57189257897,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
494,6603539998,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2002
510,15042854400,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
512,6603646692,2,2,8,8,8,8,8,8,8,10,12,15,15,25,25,25,25,2002
515,56031467700,3,3,3,3,3,3,8,13,13,13,18,18,18,28,28,28,28,2002
556,57188829558,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2002
568,6602567419,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
625,55436580800,4,4,4,4,6,6,7,9,9,9,9,12,12,12,14,14,16,2002
635,8620148200,16,16,19,26,34,34,42,42,76,76,78,78,106,106,180,180,227,2002
664,35446002900,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
674,55813908400,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2002
772,57197970533,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,2002
838,56097122900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
841,7201608204,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
868,7004543110,5,5,5,6,6,6,6,6,8,10,10,10,11,38,38,38,38,2002
914,7003652882,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2002
949,14056666500,15,15,15,15,18,18,18,18,18,26,27,27,32,32,40,40,40,2002
956,23670246400,5,5,11,11,11,20,22,47,52,52,52,52,52,52,52,53,53,2002
1028,7003691378,38,38,44,44,46,46,46,46,77,77,77,77,77,77,77,96,96,2002
1031,6505485968,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2002
1060,6507353514,5,5,5,5,7,18,18,18,18,18,18,18,18,18,18,18,18,2002
1072,6604061280,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1091,7801552910,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
1142,6507246762,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
1203,56992881400,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2002
1271,56619910100,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
