Unnamed: 0,ID,2013,2014,2015,2016,2017,2018,start_year
26,54793525200,4,4,4,4,4,4,2013
32,36059257800,11,11,11,11,11,11,2013
46,8729407200,3,3,3,3,3,3,2013
69,52264444300,3,3,3,5,5,6,2013
104,55920057000,3,3,3,4,4,5,2013
130,7006779373,3,3,3,3,3,3,2013
157,26648420600,10,10,14,14,14,14,2013
173,55270360400,2,2,2,2,2,2,2013
178,55957287600,4,4,4,4,4,4,2013
239,35797185000,5,5,5,15,23,28,2013
253,55371043400,3,3,3,3,3,3,2013
254,6602806420,11,11,11,11,11,23,2013
264,6603322853,2,2,2,2,2,2,2013
316,26435260800,3,3,3,3,3,3,2013
357,25926681900,3,3,3,3,3,3,2013
363,56257600100,5,5,5,5,5,5,2013
377,55858603300,3,3,3,3,3,3,2013
405,55604303000,10,11,11,11,11,11,2013
423,13609644600,1,1,1,1,1,1,2013
434,55838084400,7,8,8,9,9,9,2013
439,56102203000,5,5,5,5,5,5,2013
477,55904512100,4,5,5,5,5,5,2013
479,56541162300,7,7,7,7,7,7,2013
489,8604666200,9,67,67,84,86,86,2013
502,56109985500,2,2,2,2,2,2,2013
517,36473088400,3,3,3,5,5,5,2013
524,56389400700,1,4,4,4,4,4,2013
527,55438117400,2,4,4,13,16,20,2013
550,55903287600,4,4,4,4,4,4,2013
567,7102700826,28,28,28,28,28,28,2013
574,55900690200,3,3,3,4,4,4,2013
587,35253987700,11,11,11,11,11,11,2013
612,8837828900,3,3,3,3,3,7,2013
630,55831215500,4,4,4,4,4,4,2013
636,55761197000,4,4,4,4,4,4,2013
644,56369577300,19,21,21,21,21,21,2013
659,37015515400,6,6,6,6,6,6,2013
671,54781272800,2,3,3,3,3,4,2013
685,36150748300,14,14,14,14,14,14,2013
698,55929318800,2,2,2,2,5,5,2013
738,25927422700,4,9,13,20,20,20,2013
741,56005372600,5,5,7,7,7,7,2013
822,35550570600,13,13,13,13,23,34,2013
828,55750042900,8,8,8,8,8,8,2013
830,15128362900,56,56,56,56,56,56,2013
849,36781119700,5,5,5,5,5,5,2013
870,7202287838,7,8,8,8,8,8,2013
898,35280782200,16,16,16,85,85,106,2013
915,20734416800,17,17,17,17,17,17,2013
928,56286839800,14,14,14,14,14,14,2013
974,55807665000,2,3,3,3,3,3,2013
1008,55683066300,2,2,2,2,2,2,2013
1010,56217035300,11,11,11,11,11,11,2013
1017,45561600000,5,5,5,5,5,5,2013
1033,57164080900,2,2,2,2,2,2,2013
1035,36646743000,6,6,6,6,6,6,2013
1045,55970755000,4,4,4,4,4,4,2013
1059,57197244479,5,5,5,5,5,5,2013
1062,25928517500,5,5,5,5,5,5,2013
1113,55858739400,2,2,2,4,6,6,2013
1141,55709131800,7,7,7,7,15,15,2013
1230,39262374300,26,26,26,26,26,26,2013
1251,9735045400,7,7,7,7,7,7,2013
1283,55931016700,3,7,7,7,7,7,2013
1293,55777480900,1,1,1,1,1,1,2013
1295,55841369000,8,8,8,8,8,8,2013
1340,7007079554,6,6,6,6,6,6,2013
1357,55670793800,1,1,1,1,1,1,2013
1359,57196879231,4,4,4,4,4,4,2013
1361,55931466000,7,7,7,7,7,7,2013
1365,56345862400,1,1,1,1,1,1,2013
1384,55428884500,2,2,2,2,2,2,2013
1387,54909671300,13,13,13,13,13,13,2013
1405,36190041200,2,2,2,2,2,2,2013
1439,55808070264,4,4,4,4,4,4,2013
1446,57193393436,4,4,4,4,4,4,2013
1450,49863868100,6,6,7,7,7,24,2013
1473,8965072400,4,4,4,4,4,4,2013
1489,25928513900,2,2,2,2,2,2,2013
1517,8399247300,21,21,21,21,21,21,2013
1571,6602787035,9,9,9,9,9,9,2013
1602,6602939936,2,2,2,2,2,2,2013
1618,36976154200,2,2,2,2,2,2,2013
1623,7006174947,5,5,14,14,14,14,2013
1653,6602872701,4,4,4,4,4,4,2013
1662,36239838900,6,6,6,6,6,6,2013
1668,7102584852,28,28,28,28,28,28,2013
1682,7102983481,30,30,30,30,30,30,2013
1712,55795114700,1,1,1,1,1,1,2013
1727,7202055375,5,5,5,5,5,5,2013
1736,25930261100,1,1,1,1,1,1,2013
1743,35208956000,6,6,6,6,6,6,2013
1744,7003732129,3,3,3,3,3,3,2013
1787,36118515400,6,6,9,13,13,13,2013
1834,36995324000,11,11,11,11,11,11,2013
1844,57195223531,3,3,3,3,3,3,2013
1846,55832007200,4,6,6,6,6,6,2013
1858,10641460400,2,2,2,2,2,2,2013
1886,6603830599,4,4,4,4,4,4,2013
1894,56111299400,1,1,1,1,1,8,2013
1898,7202617752,10,10,10,10,10,10,2013
1927,35366753200,4,4,4,4,4,4,2013
1959,37049364000,6,6,6,6,6,6,2013
1983,24377070700,5,5,5,5,5,5,2013
2014,56029229600,3,3,3,3,3,3,2013
2025,55674134300,6,6,6,6,10,10,2013
2034,24832842100,4,4,4,4,4,4,2013
2035,57202728026,10,10,10,10,10,10,2013
2038,55923917000,3,3,3,3,3,3,2013
2040,54956611300,16,16,16,16,16,16,2013
2050,55320816500,3,3,3,3,3,3,2013
2122,8727472200,7,7,7,7,7,11,2013
2132,15078106100,5,5,6,6,6,6,2013
2192,55987946100,3,3,3,3,3,3,2013
2216,7003374609,5,5,5,5,5,5,2013
2238,55640254200,3,6,6,6,6,6,2013
2243,34568899900,2,3,3,3,3,3,2013
2293,23009446000,1,1,1,1,1,1,2013
2308,15074252500,2,5,7,18,21,25,2013
2318,55837664100,11,13,13,13,13,13,2013
2321,55903521500,3,3,3,3,3,3,2013
2325,6701477696,5,5,5,5,8,8,2013
2355,55955445300,2,3,3,3,3,3,2013
2360,55021679700,5,5,5,5,5,5,2013
2380,14422458400,1,1,1,1,1,1,2013
