Unnamed: 0,ID,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
7,7404174478,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
24,55476383300,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
88,6602272867,2,2,2,2,4,4,6,6,6,6,6,6,10,10,10,10,10,10,2001
143,7003798424,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2001
247,6603077690,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
260,6602380582,3,6,6,8,18,20,20,25,30,37,46,50,53,55,59,61,63,69,2001
294,6505482594,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,2001
315,7005882304,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2001
342,12790140600,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2001
416,6506341918,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
426,57192914153,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
433,6507249399,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2001
461,57197554426,2,3,3,3,3,4,6,6,6,6,9,9,12,12,12,13,13,13,2001
476,7006119715,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2001
596,6505874048,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2001
618,6701414652,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2001
700,6602627252,11,11,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2001
743,54790545900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
777,15763598000,1,2,2,2,3,5,5,9,9,11,11,13,13,19,25,27,27,27,2001
779,6504297195,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2001
801,54790583500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2001
813,56255642600,3,3,4,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2001
819,57198040373,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
871,7101633022,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2001
885,7004407126,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
909,57197568984,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2001
938,6503943201,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2001
978,6503845773,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
1051,7005555610,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
1202,7006715301,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
1206,6506505246,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2001
1232,7006070446,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
1240,6603842901,7,7,7,7,21,21,21,21,30,30,30,33,33,33,33,33,33,33,2001
1277,7005115733,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2001
1300,6603620757,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
