Unnamed: 0,ID,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
2,7004267341,10,10,10,10,16,16,16,16,16,16,16,2008
16,24386037000,1,1,1,1,1,1,1,3,3,6,6,2008
30,56937882200,5,5,5,5,5,5,5,5,5,5,5,2008
39,25628233000,3,3,3,3,7,7,7,7,7,7,7,2008
47,25222870300,1,1,1,1,1,1,1,1,1,1,1,2008
89,36164894300,2,2,2,2,2,2,2,2,5,13,13,2008
126,26664481000,1,3,3,3,5,25,40,44,48,56,58,2008
136,25032012500,3,3,3,3,3,3,3,3,3,3,3,2008
139,25630274200,5,5,5,5,9,9,9,9,9,9,9,2008
144,6602531058,5,5,5,5,5,5,5,5,5,5,5,2008
158,6603477323,9,9,9,9,9,9,9,9,9,9,9,2008
186,24821884600,5,5,7,7,7,7,7,7,7,7,7,2008
194,36634726700,2,2,2,2,2,2,2,2,2,2,2,2008
210,25925271900,1,1,2,2,2,2,2,2,2,2,2,2008
241,26429280500,2,4,4,4,6,6,6,6,6,10,10,2008
278,23091570600,4,4,7,7,7,7,7,7,7,7,7,2008
279,15842015600,3,3,3,3,3,7,9,9,9,11,11,2008
287,25628571400,5,5,5,5,5,5,5,5,5,5,5,2008
293,25825575400,3,3,10,10,10,10,10,11,11,11,11,2008
301,55311855200,5,5,5,5,5,5,5,5,5,5,5,2008
314,23974111700,3,3,5,8,12,12,13,13,18,19,19,2008
333,24821358600,4,4,4,4,4,4,4,4,4,4,4,2008
365,55460736000,15,15,15,15,15,15,15,15,15,15,15,2008
367,36978855700,18,18,18,18,18,18,18,18,18,18,18,2008
373,35593811100,1,1,1,1,1,1,1,1,1,1,1,2008
397,6701690859,1,5,6,8,8,11,11,11,14,14,14,2008
403,52863956700,2,2,2,2,2,2,2,2,2,2,2,2008
414,6507601911,9,12,14,14,14,14,14,14,14,14,14,2008
465,26657137800,1,1,1,1,1,1,3,3,3,3,4,2008
480,26435136200,3,3,4,5,5,9,12,14,14,14,14,2008
532,25655229400,5,5,5,5,5,5,5,11,11,11,11,2008
557,23990008400,3,3,3,3,3,3,3,7,7,9,9,2008
585,14018246700,11,11,11,11,11,11,11,11,11,11,11,2008
721,56888636300,3,4,12,18,19,26,26,26,35,68,72,2008
726,15061717900,3,3,3,3,3,3,3,3,3,3,3,2008
753,26657654200,5,6,6,6,6,6,6,6,6,6,6,2008
757,7202855332,5,5,5,5,5,5,5,5,5,5,5,2008
787,6602919670,5,5,5,5,5,5,5,5,5,5,5,2008
799,25638577600,3,3,6,6,7,7,7,7,13,13,13,2008
827,35101716000,6,6,6,6,6,6,6,6,6,6,6,2008
837,26430656900,2,2,2,2,2,2,2,8,8,8,8,2008
843,35548863600,7,15,15,15,15,18,18,18,42,42,42,2008
875,35173644200,24,24,24,24,24,24,24,24,24,24,24,2008
880,7006736906,2,3,3,3,3,3,3,3,3,3,3,2008
931,8926076800,1,1,3,3,3,7,8,8,10,14,14,2008
939,8840968000,6,6,6,6,6,6,6,6,6,6,6,2008
967,7004272853,9,9,9,9,9,9,9,9,9,9,9,2008
972,36663574200,5,5,5,5,5,5,5,5,5,5,5,2008
1063,23979328600,2,2,2,2,2,2,2,2,2,2,2,2008
1070,35726709600,1,1,4,4,4,4,4,4,4,4,4,2008
1126,57196282050,2,2,2,2,2,2,2,2,2,2,2,2008
1129,6507104741,58,58,58,58,117,117,121,121,122,122,204,2008
1136,35239828200,4,4,4,4,4,4,4,4,4,4,4,2008
1149,26430954400,4,6,7,7,7,7,7,7,7,7,7,2008
1152,7004753693,2,2,2,2,2,2,2,2,2,2,2,2008
1159,24831715800,1,2,20,23,24,24,24,24,33,36,39,2008
1173,25027110000,5,6,9,12,14,14,18,18,18,18,18,2008
1190,6701492456,4,4,6,7,7,7,7,7,11,11,11,2008
1191,25960338400,2,4,4,4,5,6,6,8,8,8,8,2008
1193,25929125800,8,10,10,16,20,21,21,21,21,21,21,2008
1237,24823824900,6,7,9,9,9,9,9,9,9,9,9,2008
1254,9739808000,8,8,8,8,8,8,8,8,8,8,8,2008
1257,57188678139,3,3,3,3,3,3,3,3,3,3,3,2008
1268,25937377900,3,3,3,3,3,3,3,3,3,3,3,2008
1269,8220362200,2,2,2,2,2,2,2,2,2,2,5,2008
1281,24483480100,5,5,5,5,5,5,5,5,5,5,5,2008
1317,6603346374,3,3,3,3,3,3,3,3,3,3,3,2008
1345,55321729600,12,12,12,12,12,12,12,12,12,12,12,2008
1380,22940544900,2,2,2,2,2,2,2,2,2,2,2,2008
1395,6602468821,15,15,15,15,15,15,15,15,15,15,15,2008
1397,25031004400,4,4,4,4,4,4,4,4,4,4,4,2008
1414,57203766093,5,5,5,5,5,5,5,5,5,5,5,2008
1424,24341747200,5,5,5,5,5,5,5,5,5,5,5,2008
1437,36944163800,3,3,3,3,3,3,3,3,3,3,3,2008
1451,6603865406,1,1,1,1,1,1,1,1,1,1,1,2008
1454,56538603500,3,3,3,3,3,3,3,3,3,3,3,2008
1493,7103266173,7,7,7,19,19,19,19,19,19,19,19,2008
1506,25630447700,4,4,4,4,4,4,4,4,4,4,4,2008
1519,23470031300,3,3,3,3,3,3,3,3,3,3,3,2008
1527,21934214100,5,5,5,7,7,7,11,11,11,11,11,2008
1589,25640669400,19,19,19,19,19,19,19,19,19,19,19,2008
1594,7201645712,5,5,5,5,5,5,5,5,5,5,5,2008
1609,8970612300,8,8,8,8,8,8,8,8,8,8,8,2008
1625,24512790600,30,31,45,52,55,74,92,117,117,117,117,2008
1637,57002540900,4,4,4,4,4,4,4,4,4,4,4,2008
1661,24833470700,47,47,57,57,57,57,57,57,57,57,57,2008
1663,25640722400,2,4,14,17,17,22,22,22,22,22,22,2008
1686,6506554937,2,2,2,2,2,2,2,2,2,2,2,2008
1709,7003833968,7,9,20,22,22,28,32,35,35,40,43,2008
1724,16644800700,4,4,4,4,4,4,4,4,4,4,4,2008
1733,6603775875,13,13,13,13,13,13,13,13,13,13,13,2008
1786,57193414878,25,25,39,74,91,91,97,97,97,97,97,2008
1795,37087258700,12,13,13,28,30,38,39,39,39,39,39,2008
