ID,2016,2017,2018
57193434644,3,4,4
56786221900,1,1,1
57192105144,6,6,6
57192587510,2,5,5
57189875749,0,2,2
13309863500,5,5,5
56333169400,16,16,21
23100090400,4,4,4
56784408900,5,5,5
57190393812,3,3,3
57189236878,2,2,2
48862109800,4,4,4
55185136000,6,6,6
35108554400,17,17,17
6701341154,14,14,14
49862369900,21,21,21
57192671568,10,10,10
57189683517,0,5,5
57190755060,10,10,10
12645507900,16,16,16
57198066775,81,81,81
56512182100,8,9,10
56800833000,4,4,4
57191918431,3,3,3
13105039600,7,7,7
57191681060,0,2,2
57189578188,6,7,7
57190608236,1,1,1
57190022950,5,5,5
7006694465,4,4,8
55876526000,37,37,37
14831586900,2,2,2
55586120100,13,13,13
56196900400,0,2,2
7005455636,5,5,5
6602335487,0,14,14
55995850300,6,6,6
57190491365,10,10,10
57200097106,4,4,4
57195137694,4,4,4
56429466400,2,2,2
57168725500,0,12,12
57190163141,3,3,3
6602923415,2,2,2
56446962600,3,3,3
57191844078,5,5,5
57000442700,9,9,9
57193309686,4,4,4
57194710749,3,4,4
55902500400,4,4,4
57190971967,2,2,2
55464175000,4,4,4
36710944800,25,25,28
57191615965,5,7,7
57191995186,0,1,1
57189006149,3,3,3
57197545477,0,0,11
57192164171,2,2,2
57193449830,5,5,5
55654236000,0,0,5
8628163300,55,55,55
36998492600,18,18,18
57190129884,3,3,3
56603677600,3,3,3
57189344696,82,82,82
57204495492,3,3,3
57199957975,4,4,4
57192369246,4,6,6
57192379141,4,4,4
55250988500,0,39,43
12778596600,2,2,2
57192168756,6,6,6
57190300119,0,7,7
57192589768,6,6,6
57199345394,4,4,4
57191056471,6,6,6
57189326005,2,4,5
57193391293,0,0,4
56514723700,35,35,35
57189685754,0,5,8
57189700492,0,10,10
57191429348,3,3,5
57192303290,6,6,6
8930791000,32,32,32
57031932100,9,9,9
51161739000,5,5,5
57190982930,16,16,16
57190344568,2,2,2
57191282166,5,5,9
55633909500,0,0,12
54384290000,0,9,14
56225502200,9,9,9
57192915370,7,8,8
15923534300,10,10,10
57197965827,10,10,10
55546555800,10,10,10
57202274286,7,7,7
57190382173,1,1,1
35332819600,0,0,43
6602599801,17,17,17
57194234929,2,2,2
57170712200,9,12,12
57194943768,3,3,3
57189643076,24,24,24
16425472800,6,6,6
20735850600,8,8,8
56077663300,3,4,4
57204344836,74,74,74
57188569193,3,3,3
57190300832,5,5,5
57188570126,2,2,2
57196010350,2,2,2
55831008300,0,4,4
57193017253,3,3,3
57192088361,5,5,5
22836597000,11,18,18
57192170320,1,1,1
57190400501,3,3,3
57192668492,82,82,82
6602491428,11,11,11
57189244512,6,6,6
57022810500,5,5,5
56835301200,3,6,8
57189987280,3,3,3
57191196391,8,14,14
56429577100,2,2,2
57192576568,87,87,140
57188877532,8,8,8
35772352300,6,6,6
36142040100,81,81,81
56529559400,2,15,23
57191259101,5,5,5
57192206661,35,35,35
7005909381,82,82,82
56022619800,15,15,15
9240008000,3,3,3
57188756521,5,5,5
56093512100,10,10,10
7402136130,29,35,35
57191248503,3,3,3
57190861784,1,1,1
25929004100,2,2,4
57188768831,3,3,3
57195599668,1,1,1
7501706525,26,26,26
16024739000,5,5,5
56302937500,2,3,3
55747288900,5,5,5
57190857557,3,9,9
56563124100,5,5,5
57191851960,3,3,3
57188714703,2,2,2
57204332216,0,3,3
35119420200,0,0,24
8631029400,24,24,24
36015101700,4,4,4
57192525126,2,2,2
56347957000,16,16,16
55369168800,12,12,12
56960505100,6,6,6
8889302300,3,6,8
55360265100,3,3,3
57200600534,3,3,3
57191498177,0,3,3
57193121796,4,4,4
57204410455,5,5,5
57190805870,4,7,9
24586737500,3,3,3
56875377100,4,4,4
56893432700,5,5,5
6508316586,16,16,16
56651080400,4,4,4
57190439460,4,4,4
57192714475,2,2,2
57192591006,7,7,7
6603899554,0,0,10
35098675400,6,6,6
6602716168,9,9,9
6508350460,0,5,5
6508375570,1,1,1
56904199800,1,2,3
56275876400,2,6,6
6507548318,2,2,2
57206299234,4,4,4
57194059317,5,5,5
57191968148,2,2,2
55180450900,1,1,1
57190069318,2,2,2
57203571459,1,1,1
15064466200,5,5,5
57192069638,2,2,2
57203737597,2,2,2
57192680962,0,0,4
57186679100,3,3,3
57190075295,81,81,81
24824680900,8,8,8
56817030600,11,11,11
57198660179,5,5,5
57171524000,82,82,82
14022924500,1,1,1
36992162200,45,45,45
7005232048,0,3,3
44260905000,20,20,20
57190071341,2,2,2
53663781300,3,3,3
55967782200,8,10,10
50263767800,2,2,2
57188574559,4,4,4
57191224440,3,3,5
55613351800,5,5,5
44061504500,4,7,7
57126412300,0,2,2
57191567652,45,45,45
56114878300,16,16,18
55638880700,3,3,3
24337024400,12,12,12
56242734600,2,2,2
57203556768,1,1,1
57192369366,2,2,4
56006891400,28,28,33
56291578300,3,3,3
57189352376,3,3,3
56401066300,6,15,16
15060638400,14,14,14
7005382725,6,6,6
8219662100,5,6,6
55953170300,7,7,7
56180688500,7,7,7
7401958611,4,4,4
57194339485,5,5,5
8542158100,7,7,7
57190580569,13,13,16
56080872200,0,0,14
55022698900,4,4,4
57192266369,17,17,17
56522655600,3,3,3
56608995000,5,5,5
57189030668,5,5,10
57192098277,5,5,5
55758478100,13,13,13
57189358906,5,5,6
57193132344,4,4,4
55916543200,7,7,7
56338469200,3,3,3
57190225246,4,4,4
35572966200,0,0,8
55879330900,4,4,4
57189590425,0,8,8
57199101974,17,17,17
57203544791,3,3,3
22942757100,0,0,4
57194744165,6,6,6
57192578051,87,87,87
35179661100,7,7,7
57188700666,7,7,7
12791943100,45,45,54
7006347792,9,9,9
55777145000,2,2,2
57189644174,2,2,2
24478945100,8,8,8
57192153038,3,3,3
57201683078,7,8,12
57190070411,81,81,81
57192072184,2,2,2
57189907141,2,2,2
57193264559,0,0,5
57190164735,1,1,1
14027607600,6,6,6
57192371539,4,4,4
56428019700,3,5,5
16029152300,17,17,17
57191616688,15,15,15
57190564943,6,6,7
57188764838,0,5,5
57188971551,2,2,2
57202392508,5,5,5
57192372791,4,4,4
16312250100,15,15,15
16240074500,3,3,3
7202930876,0,8,8
18436694000,10,10,10
56031312700,4,7,7
57190250802,7,7,7
56902426800,6,6,6
24775054400,0,20,20
57190225581,0,0,1
6507472059,7,7,7
55755712400,0,0,84
7005372717,24,24,24
56340499000,4,4,4
55764915300,4,4,4
57190945563,0,0,3
24512207900,5,5,5
23088056900,0,10,10
57188867460,0,6,6
55639501000,1,1,4
21741780900,3,3,3
55303193200,2,2,2
36550031000,6,7,7
57191032399,17,17,17
57191189255,14,20,20
57155830600,9,9,9
6507230171,55,55,55
57189644445,1,1,1
57191910378,0,0,2
36642645200,11,11,11
7403387815,13,13,13
14010506300,7,7,7
57191915423,0,3,3
35558651700,77,77,94
57191224433,2,2,2
57192107969,2,2,2
57189301958,14,14,14
57198889213,3,3,3
57199854760,4,4,4
24167561400,4,4,4
56622962800,3,3,3
23974364200,28,28,28
57194784349,0,2,2
57193118329,5,5,5
56875871500,0,0,3
57192701593,4,4,4
57188537381,3,3,3
57192375228,4,6,8
24757955700,1,1,1
55912048200,11,11,11
57192236862,8,9,10
57191284960,0,7,7
57079290600,2,3,3
57191567705,45,45,45
57188683397,3,3,3
54420760900,4,4,4
57193672335,4,4,4
57190339681,3,3,3
19639478700,16,16,16
57188682647,0,0,5
57057847700,7,7,7
57190184011,2,2,2
36131082900,3,3,3
57202489784,0,2,7
35174212600,1,1,1
24721210600,9,9,9
57192181007,0,0,11
57199628451,11,11,11
57190382001,18,18,18
57114662200,3,3,3
57191283383,7,7,7
44861637000,2,2,2
57195934070,3,3,3
57073966800,4,4,4
6701389680,6,6,6
7003892711,19,19,19
35188620500,11,11,11
12243239200,15,29,34
7201992753,0,0,15
35183507000,34,34,34
57190347906,4,4,4
56883920200,27,27,27
57204220447,1,1,1
57191615171,4,4,4
57188873182,2,2,2
6507669862,2,2,2
57189985605,0,1,2
57191173077,7,9,9
8983767700,7,9,10
57205728497,3,3,3
57185324100,4,4,4
57197791593,52,52,52
56394327000,5,5,5
57191069526,9,9,9
56249481600,0,20,20
56349002200,40,40,100
57197788093,1,1,2
6701426415,4,4,4
24765079800,0,7,14
57189384119,0,5,5
6506893955,1,1,1
57188880145,6,6,6
57206526833,0,0,5
56269052900,12,12,12
57155710300,4,4,4
57193575301,42,42,42
57189099214,3,3,3
23492136100,3,3,3
57189869304,7,17,17
57140164200,2,2,2
57203000108,0,0,6
6701661529,0,20,20
56230692600,5,5,5
36349445500,2,2,2
24921480100,0,3,6
25630004900,8,8,8
57020262000,3,3,3
57195134163,3,3,3
55614767900,6,6,6
7004918593,1,1,3
54387636900,5,5,5
57190216295,4,4,4
57193757841,5,5,5
57200827801,0,2,3
35113527300,5,5,5
57189051388,42,42,42
7004247351,10,10,10
56199629400,6,6,6
36239085500,82,82,82
55791878100,6,6,6
6602501433,3,3,3
43861415000,17,17,17
57190487028,6,6,6
24474153000,5,6,6
57189215976,0,0,11
18041935700,6,6,6
55162204200,0,0,4
57190388438,3,3,4
54783349600,5,5,5
57192382571,3,3,3
57194197288,2,2,2
56229616200,7,7,7
57191381099,2,2,2
56641769100,5,5,5
56053953100,0,0,4
56492161600,5,5,6
14034185700,9,15,21
55785825400,7,7,7
57053368800,6,7,7
57192382695,3,5,5
57191056867,3,3,3
55616503000,4,4,4
57189639451,7,7,7
26654311900,3,6,6
57189095209,9,9,9
7004419476,10,10,10
6603957391,26,26,26
57103804400,0,10,10
55793453800,3,3,3
56875473000,5,7,7
57207661333,4,4,4
57191475964,5,5,5
57193317412,3,3,10
57191918180,0,3,3
55416439300,4,4,4
57188863119,3,3,3
57203811692,9,9,11
57191620652,3,3,3
57189595516,10,10,10
57192955544,0,5,5
57191668311,2,5,6
57148546500,4,5,6
57190305813,12,12,12
57193016991,0,0,4
56333255300,2,2,2
57030672500,3,3,3
57191865514,2,2,2
57191196051,2,2,2
55837979500,0,0,4
56287823700,11,12,12
46161708800,0,0,3
57192089470,0,8,8
56148777000,4,4,4
57170363600,0,0,12
57190295552,5,5,5
57192077989,16,16,16
55837300300,4,4,4
57189639707,55,55,55
55641926600,0,5,5
57193319719,3,3,3
57188961617,11,11,11
57190814798,32,32,32
56017565600,4,4,4
57190250751,3,3,3
57188693120,9,9,9
57189231156,3,3,3
57191052189,0,3,3
57188819677,0,3,3
6507307183,4,4,4
57188548293,9,9,9
57205778464,4,4,4
37082518200,3,3,3
36088030300,10,10,10
8586021000,82,82,82
16246739600,9,9,9
57189237187,4,4,4
25230172400,0,0,4
36176304400,82,82,82
56271356700,11,11,11
57192206060,65,65,65
57188634259,1,1,1
57190067689,81,81,81
57188959437,4,4,4
57188743556,5,5,5
57188750800,1,1,1
57104940500,4,4,4
55968529600,12,12,16
55574242651,3,3,3
41762778700,2,2,7
57190685186,9,9,9
35618323100,28,32,33
57191491616,0,2,2
57191738306,0,13,13
57191171667,12,12,12
6603783340,2,2,2
56750460200,3,4,4
57190729564,4,4,4
24072482100,15,15,15
56971471800,7,7,7
57192994188,55,55,55
26537665500,10,11,11
8667280600,4,4,4
57188987189,3,3,3
57191160513,3,3,3
56666926900,0,0,11
56038976200,13,15,17
56205475400,11,11,11
55318786100,6,6,6
55999746000,4,4,4
55657432400,4,4,4
57189344711,82,82,82
56768023500,10,10,10
57189597490,0,0,3
57168762700,0,2,2
57188981022,3,3,3
57132342600,4,4,4
55900552200,3,11,16
56997505200,3,3,3
7003671652,6,10,10
57190175331,6,6,6
56494974100,4,4,6
7202230931,9,9,9
57190565408,7,7,7
6602692970,0,0,6
23979056800,4,9,13
13806971700,8,8,8
57053360400,10,15,15
57188745267,1,1,1
57192103289,5,5,5
35084914500,3,3,3
57191330824,2,2,2
57021405400,0,5,5
56406472300,10,13,13
56954991500,10,10,10
55605762759,0,0,3
57191891410,5,5,7
55541919700,19,19,22
57192277642,0,3,3
56737183700,3,3,3
14038844000,13,13,13
57191953647,3,3,3
56924789500,11,11,11
57191855462,3,3,3
57188711970,3,3,3
56763916400,11,11,11
35218301700,9,9,9
57192204621,12,12,12
57199038954,0,8,8
12344678700,5,5,5
57188588116,2,5,5
26428219500,2,2,2
13007116800,5,9,9
57189266038,1,1,1
56790067600,0,0,4
57191375342,23,40,40
13807633700,14,14,14
57189046965,2,2,4
56192447100,81,81,81
57189261908,3,3,3
36696637700,9,9,9
56427960700,3,3,3
57126091800,2,3,3
57156662700,0,3,3
7102506982,4,4,4
55605032300,2,4,4
6701316857,4,4,4
57192067854,3,4,4
56514948500,87,87,87
56487288500,4,5,5
14054423600,4,4,4
57192256649,14,14,14
57190298770,0,4,4
57192013312,3,3,5
57190277923,6,6,6
57193613029,8,8,8
24068847700,14,14,14
57188480700,0,0,3
57193332956,4,4,4
57080151700,3,3,3
26325387800,6,6,6
57186045000,13,13,13
57191958322,1,1,1
57192061576,4,7,8
57193615683,2,3,3
57188806683,7,9,10
36904194600,10,10,14
57190759574,0,3,3
57202563424,53,53,53
7103030382,88,88,88
54975101800,2,2,2
57189040035,7,7,7
57198326445,4,4,4
56982625400,2,2,2
57193601771,8,8,8
24491918300,2,2,4
55393830800,3,3,3
57102528300,6,6,6
56407145700,4,4,4
57160302100,3,3,3
36163538300,0,0,5
25032071700,4,4,4
57027244300,4,4,4
57191073807,0,0,3
24482379800,5,5,5
57190287673,2,2,2
56951088200,5,5,6
57199114702,25,25,42
14055073400,5,5,5
8433580200,0,0,8
57193138841,10,10,10
7103156947,3,3,3
57191037662,3,3,3
57190977155,0,0,4
57191188006,20,20,20
57190573756,1,1,1
55837209500,8,8,8
56543589100,2,2,8
8323955700,7,7,7
57192587359,5,5,5
6701611494,81,81,118
7004222304,5,5,5
57190495021,2,2,2
23389484400,72,82,82
56403091600,42,42,118
26633642900,0,9,9
57192254572,6,6,41
57190342697,2,2,2
57190067509,81,81,81
57206651600,5,5,5
57203105264,3,3,3
57190805425,13,13,13
55684215000,2,4,4
56141740900,6,6,6
57202966592,82,82,82
57188994039,0,0,10
56250656000,36,36,36
6507928058,8,9,9
56909680800,1,1,1
26321802100,4,4,4
37079083600,28,28,28
57189849914,0,5,5
57189456124,0,2,2
7202158579,5,5,5
6701639177,7,7,7
54416461000,2,2,2
57188745845,1,1,1
57192428978,0,2,6
56676356500,3,10,10
57192661990,16,16,16
57189684104,6,6,6
57193890693,8,8,8
57191745844,2,2,2
57189643946,9,9,9
57190582222,4,10,14
57193061877,9,9,9
56728842500,6,9,14
35213640200,16,16,16
57193309459,3,3,18
56766020000,7,7,7
57188590451,7,7,7
12752888000,6,6,6
57073940100,2,2,2
57191431501,3,4,4
57189600638,3,3,3
57203520496,1,1,1
57188994087,2,2,2
23092497000,0,0,5
56278156800,2,2,2
55687820500,3,22,22
57193770887,0,0,5
56348949800,0,0,3
57190185577,3,3,3
57192177986,3,3,3
57199567836,2,2,2
57190300415,8,8,8
7003839871,9,12,12
57199220111,3,3,3
15064023000,5,9,9
55311607600,3,3,3
57188553499,4,4,4
45662076600,81,81,81
35092974800,4,4,4
56269437800,13,13,13
55171822000,0,3,3
23101409000,6,6,6
57192424889,8,8,10
57190746504,2,2,2
24512335700,6,8,8
7601314508,4,4,9
57202394642,5,5,5
57192642516,0,3,5
57095008200,4,4,4
57191925639,5,5,5
57191612466,6,6,6
57192171591,4,4,4
24437890400,4,4,4
56640106400,15,15,15
6603041010,4,4,4
57191339956,4,4,4
57192191433,3,3,3
57189377670,8,8,8
57191187491,2,2,2
56272692600,24,24,24
56464205800,4,4,4
57189332775,6,6,6
57193065879,4,4,4
55566242800,0,0,77
57168711600,5,5,5
57191872990,1,2,2
55669169800,0,0,3
57188867562,2,2,3
57197539519,2,5,8
57191420254,4,4,4
55612161200,19,69,69
57207237069,22,22,22
57189304114,3,3,3
56521216000,5,5,5
57190277868,4,4,4
36473154900,3,3,3
55622521500,5,9,29
57026543300,9,9,9
56027744800,0,0,3
57191866663,2,2,2
55986075300,8,8,8
6701387796,9,9,12
57191346659,3,3,3
57063338400,9,9,9
57190190042,0,2,2
57190300704,12,12,12
56129180600,2,2,2
57191854321,3,3,3
57194942992,4,4,4
6602223380,16,16,19
57189900245,26,26,26
57190297607,12,12,12
57061925300,3,3,3
56835801900,5,5,5
35511410700,2,2,2
55256154700,3,3,3
57191191845,20,20,20
6602801387,2,2,2
57190216352,0,0,4
56835407700,5,5,5
57189268612,3,3,3
57190370333,3,3,3
23993934500,24,24,24
8920585400,32,32,32
16239781300,3,3,3
57188751198,4,4,4
57189846633,1,1,1
57188866280,6,6,6
7007046137,82,82,82
57193017737,0,0,3
7004091680,1,1,1
57189090620,9,9,9
55970365100,17,17,17
56401224700,11,11,11
57192556681,0,0,15
23392561900,28,28,28
7101784476,7,7,7
57192644817,0,3,3
57192238016,36,36,36
57191819387,7,7,7
56423639600,4,4,6
57189263079,4,4,4
57189042063,6,6,6
57163069600,3,3,3
56488065500,28,28,28
57189589014,0,2,8
56653381700,7,9,10
55698555100,3,4,23
57191190269,0,0,2
55632437000,2,2,2
56515248700,43,43,43
57193496759,1,1,2
57192980515,0,6,7
57206318480,3,3,3
57193072423,0,6,6
57192095368,17,23,23
57190375029,3,3,3
55295855400,5,5,5
57192064403,4,4,5
57191480981,15,15,15
55774691700,3,6,6
57191567653,38,38,38
57192370180,6,6,6
56997481100,3,3,3
57191979562,82,82,82
57190282452,6,6,6
56442619100,6,6,6
55547131227,6,6,6
57198292484,21,21,21
56045968900,3,3,3
26321717100,0,5,5
34880708000,45,45,45
57191668702,4,4,4
57069829900,2,2,2
39764432500,0,0,3
8898091200,5,5,5
55480307200,3,3,3
57190837881,2,2,2
57190378696,0,7,7
7102287794,11,11,11
57190287860,2,2,2
56967755300,3,3,3
57192067827,9,9,9
57189763800,3,3,3
56924489500,0,0,3
36720694500,3,3,4
55490130900,8,8,8
57191058471,0,2,2
57191633504,3,3,3
57189509986,3,6,6
57192592685,8,8,8
52164309100,4,7,7
35932747200,0,6,6
56266692400,3,6,6
55848371800,0,5,5
57190582632,0,0,1
56242031200,13,13,13
57191057630,6,6,6
6504600728,1,1,1
56200580000,3,3,3
57140705000,4,4,4
57193135290,4,4,4
57192378668,3,3,4
14037882800,10,15,15
57193029591,3,3,3
57190489743,0,6,6
57190668940,4,4,4
57202571383,12,12,12
56539690500,5,5,6
56940617600,3,3,3
57027932500,16,16,16
57188868964,1,1,1
57189309923,14,14,14
35079246200,16,16,16
55558906500,4,4,4
57192974619,0,9,9
57188585225,6,6,6
55141859600,9,9,9
57190032907,4,4,4
55991397100,6,9,9
57050343800,7,9,24
55561724400,9,9,9
52263831000,7,7,7
56585421000,14,14,14
57198646912,5,5,5
24476929300,3,3,3
55946522900,26,26,26
57190031796,4,4,13
57203458273,1,1,1
57201180088,0,3,3
55988342200,32,32,32
55931917600,15,15,15
57191530650,16,16,16
57191501540,0,0,5
57189347506,6,6,6
57188984372,5,9,9
56038763200,3,3,3
56308325700,3,3,3
55621384900,0,0,9
55475191200,4,4,4
56440145500,2,2,2
36439971500,11,20,20
13105223100,4,4,4
57190169923,3,3,3
57190668139,13,16,24
56491119800,2,2,2
57192156843,4,4,4
57193693198,3,3,3
6602495632,0,0,3
57203602218,11,11,14
57194396193,0,8,8
57190127963,3,8,8
21733284300,4,4,4
18038662000,12,12,12
35566406900,10,10,10
57196882104,6,6,6
57192378947,4,4,4
57189245471,5,5,5
57016298200,5,5,5
36601294900,3,3,3
57190982505,5,5,5
23396745000,7,8,8
55386528800,3,3,3
57189498718,4,4,4
57191959346,3,3,3
57008553000,3,3,3
57188658168,4,4,4
57188979985,6,6,6
55443861100,6,6,6
57198214806,5,5,5
14822752900,6,6,6
57191259225,3,3,3
57202557401,0,0,16
25923387300,3,3,3
57190256548,6,6,6
57190032827,5,5,5
56160718100,0,10,10
57193009040,0,0,3
57193136198,5,5,5
54785110900,4,4,4
57191956781,3,3,3
57188582860,6,6,6
57188587014,15,15,15
57188570052,6,8,8
26631537700,4,4,4
55576921100,8,16,16
55279300500,8,8,17
24726205900,12,12,12
57189387932,3,3,3
7004184055,5,8,11
55532197600,5,5,5
56153297500,12,15,17
57192364850,2,2,2
57188819739,2,2,2
56198758200,28,28,38
47061070500,3,3,3
15769076600,10,10,10
37097335600,19,23,29
7007083981,30,30,30
55073663700,4,4,4
57193604173,9,9,9
57193497056,3,3,3
55580702900,1,1,1
57193155684,3,3,3
12783832200,17,17,17
7404603003,0,42,42
57105692600,3,4,4
57192665730,82,82,82
57190226567,0,26,26
56462881100,16,16,20
57206300321,9,9,9
55953573500,8,8,8
57188928055,1,1,1
57193309339,3,3,3
57205328296,2,2,2
57193432092,0,7,7
52563884100,8,8,8
57192662320,2,3,3
57191336586,2,3,4
56650247500,16,16,21
9638587900,7,7,7
57191885434,1,2,2
57190075379,81,81,81
57192977831,7,7,7
57021616300,11,11,11
56974467000,5,6,6
57091184500,3,3,3
56149309900,0,0,15
57200801672,2,2,2
56347921200,17,17,17
6508257385,3,3,3
35092729200,3,3,3
55365252700,4,4,4
7401550764,3,3,3
26428325100,6,6,6
57043696100,5,6,6
56895727700,5,5,5
56925649300,3,3,3
56318810400,7,7,7
57189214167,3,3,3
57203953832,42,42,42
57188745225,4,4,7
56677599800,5,5,5
48861857300,7,7,8
6602833850,4,4,4
26422933000,16,16,16
57197476919,4,4,4
57072236000,2,7,7
25825464000,2,2,2
57192165027,5,5,5
54973627600,6,6,6
42062386100,6,6,6
56717058500,3,15,15
42261065700,1,1,1
55155492900,36,36,111
57192164270,4,4,4
57194055720,3,3,3
56928119200,0,9,9
55658464500,21,21,21
26435617000,4,4,4
57191572125,3,3,4
57192674939,24,24,24
56911405600,2,3,3
56998706100,0,3,3
57193424653,4,7,9
24473547900,4,4,4
55283803300,6,6,6
56971375000,6,9,9
57191404199,6,7,7
55647261400,6,6,6
16033412700,4,4,4
56376732100,3,3,3
36872624700,3,3,3
35847657400,6,6,6
