Unnamed: 0,ID,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
19,14619163500,2,2,2,2,2,2,2,2,2,2010
23,11738782000,2,2,2,2,2,2,2,2,2,2010
43,36082756400,3,3,3,3,3,3,3,3,3,2010
59,36816324700,3,3,3,3,8,9,12,12,12,2010
88,7004354274,2,2,2,2,2,2,2,2,3,2010
93,36453712700,5,5,5,5,5,5,5,5,5,2010
99,36190699900,6,6,6,6,6,6,6,6,6,2010
156,55880050400,2,2,2,15,15,15,34,34,34,2010
182,56835894200,3,26,26,28,28,28,28,28,28,2010
189,23567554100,3,5,5,5,5,5,8,8,8,2010
198,36630798700,3,3,3,3,3,3,3,3,3,2010
221,7004173174,2,11,15,15,15,17,17,17,22,2010
225,36713774200,2,2,2,2,2,2,2,3,3,2010
265,54421301400,6,6,6,6,6,6,6,6,6,2010
279,16024795900,4,4,4,4,4,4,4,4,4,2010
283,35773795200,6,6,6,6,6,6,6,6,6,2010
290,36602617400,5,5,5,5,5,5,5,5,5,2010
299,36615299200,4,4,4,4,4,4,4,4,4,2010
316,56417168500,5,5,7,7,8,9,9,9,9,2010
358,8986539700,4,4,4,4,4,4,4,4,4,2010
371,55731374100,5,5,5,5,5,5,5,5,5,2010
386,36664812700,3,3,3,3,3,3,3,3,3,2010
404,55629643800,16,18,18,18,18,18,18,18,18,2010
457,36149156600,14,14,14,14,14,14,14,14,14,2010
463,57196716304,4,4,4,4,4,4,4,4,4,2010
476,36782061800,1,1,1,1,1,1,1,1,1,2010
479,54397760400,3,3,3,3,6,6,6,6,6,2010
501,36060113200,6,6,6,7,7,7,7,7,7,2010
506,6602331414,2,2,2,2,2,2,2,2,2,2010
510,36816589200,3,3,3,3,3,3,3,3,3,2010
524,55617584700,3,3,3,3,3,3,3,3,3,2010
534,36679991000,4,5,5,5,5,5,5,5,5,2010
539,7202920765,33,36,40,40,48,48,102,102,135,2010
562,37061485200,8,12,12,23,23,24,25,25,25,2010
572,6701769322,22,22,22,22,22,22,22,22,22,2010
611,35101799900,1,1,1,3,3,3,3,3,3,2010
631,15760500900,22,22,22,29,40,40,40,56,56,2010
650,6504350389,3,3,3,3,3,3,3,3,3,2010
654,37074222900,4,6,6,6,8,9,9,9,12,2010
667,26041121100,5,5,5,5,5,5,5,5,5,2010
669,57197357863,2,2,2,2,2,2,2,2,2,2010
685,55612084300,3,3,3,3,3,3,3,3,3,2010
709,6602934119,2,5,5,5,5,5,9,9,9,2010
718,36706434100,4,6,6,6,6,6,6,6,6,2010
721,36239540900,9,9,9,9,9,9,9,9,9,2010
732,57205051591,4,10,10,10,10,10,10,10,10,2010
752,35176316700,3,5,7,7,7,7,7,7,7,2010
759,53879643900,2,2,2,2,2,2,2,2,2,2010
766,9040778700,2,3,3,3,3,3,3,3,3,2010
791,8300989400,7,7,7,7,7,7,7,7,7,2010
803,36704068100,6,6,9,9,21,25,25,30,30,2010
838,55256491700,1,3,5,8,8,8,8,10,12,2010
869,37054657100,11,11,11,11,11,11,11,11,11,2010
881,24921132200,9,43,44,58,58,68,83,83,83,2010
916,36184933300,2,2,2,2,2,2,2,2,2,2010
929,9842396400,3,3,3,3,3,3,3,5,5,2010
945,57197793190,7,7,7,7,7,7,7,7,7,2010
995,24331617300,6,6,6,6,6,6,16,16,16,2010
1026,36622910000,5,5,5,5,5,5,5,5,5,2010
1028,57197532858,7,7,7,7,7,7,7,7,7,2010
1029,36336811900,7,7,7,7,7,7,7,7,7,2010
1037,9635978700,4,4,4,4,4,4,4,4,4,2010
1133,6701479988,5,5,5,5,5,5,5,5,5,2010
1152,35222083800,2,2,2,2,2,2,2,2,2,2010
1162,56538506300,7,7,7,7,7,7,7,7,7,2010
1187,36240435100,6,6,6,6,6,6,6,6,6,2010
1190,57190492621,1,2,2,2,2,2,2,2,2,2010
1211,24377090800,3,3,3,8,8,8,8,8,8,2010
1225,6506341607,4,13,28,46,46,52,70,82,82,2010
1242,41662420000,1,1,1,1,1,1,1,1,1,2010
1282,56022706200,3,34,34,34,34,34,34,34,34,2010
1296,56630435200,2,6,6,6,6,7,11,11,14,2010
1356,36544152800,3,3,3,3,3,3,3,3,3,2010
1380,8867213600,75,75,75,75,75,75,75,75,75,2010
1403,36469843500,5,7,7,9,9,9,9,11,11,2010
1409,7003463832,14,14,14,14,14,14,14,14,14,2010
1432,24733735600,27,27,27,27,62,62,62,62,62,2010
1503,6603588897,4,4,4,4,4,4,4,4,4,2010
1536,8079328500,7,7,7,7,7,7,15,15,15,2010
1562,35117526000,12,12,17,17,17,17,20,25,33,2010
1577,15060619700,3,3,3,3,3,3,3,3,3,2010
1590,6603316510,5,5,5,10,14,19,19,20,20,2010
1609,36622219400,2,2,2,2,2,2,6,6,10,2010
1614,6504743854,3,3,3,3,3,3,3,3,3,2010
1656,36457213500,3,4,4,4,9,10,10,10,10,2010
1658,6506078081,9,9,12,12,12,12,12,12,12,2010
1663,57191483890,75,75,75,75,75,75,75,75,75,2010
1682,7004567193,15,15,34,34,36,36,77,77,95,2010
1685,36782173700,6,10,11,11,12,14,14,18,18,2010
1692,36466169300,2,6,10,10,10,10,10,10,10,2010
1700,24758900800,4,4,4,18,38,38,38,72,93,2010
1708,56243911300,2,2,2,2,2,2,2,2,2,2010
1752,25926936600,2,2,2,2,2,2,2,2,2,2010
1754,6505808803,5,5,5,5,5,5,5,5,5,2010
1756,36165916000,4,4,4,4,4,4,4,4,4,2010
