Unnamed: 0,ID,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
0,6508297663,4,4,4,4,4,7,7,8,8,8,8,8,8,8,2005
8,8980426100,2,5,6,8,14,14,22,24,24,29,34,34,51,53,2005
67,14019498900,3,4,4,7,7,12,12,13,13,13,13,15,15,15,2005
234,17134577000,1,1,2,2,2,3,8,8,8,8,8,9,11,12,2005
237,7407378316,7,8,8,8,8,8,8,8,8,8,8,8,8,8,2005
298,7005730125,10,10,10,19,19,19,19,19,19,19,19,19,19,19,2005
333,14831456100,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
418,7005676879,14,14,14,14,14,22,22,22,22,22,22,22,22,22,2005
461,16635523100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
475,7005877653,3,3,3,3,3,7,7,7,7,7,7,7,7,7,2005
489,13104887800,4,4,4,4,4,7,7,7,7,7,7,7,7,7,2005
515,13607175900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
519,6507025980,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
604,7801627219,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
651,8403722600,1,3,3,3,3,3,3,3,3,3,3,3,3,6,2005
652,6505635037,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
687,8706421200,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
715,12141109900,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
730,6701417695,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2005
889,7006797863,5,9,9,9,9,9,9,9,9,9,9,9,9,9,2005
931,10142859300,3,4,7,10,12,17,23,23,25,25,25,25,25,25,2005
947,15923420900,7,13,19,22,25,25,28,32,35,42,47,48,48,49,2005
991,55395549800,10,12,12,12,16,16,19,19,19,19,19,19,19,19,2005
1030,14016658000,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2005
1103,56115733900,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2005
1125,35607176600,2,2,2,2,2,2,6,6,6,6,6,6,6,7,2005
1149,8878656200,23,27,42,42,42,42,42,42,42,42,42,42,42,42,2005
1273,13006340600,6,6,6,7,7,7,7,7,7,7,7,7,7,7,2005
1328,8971699800,3,3,3,3,35,35,35,35,35,35,35,35,35,39,2005
1369,6507306354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
