Unnamed: 0,ID,2012,2013,2014,2015,2016,2017,2018,start_year
9,7401970635,12,12,12,12,12,12,12,2012
16,36634548900,4,9,9,9,9,9,9,2012
33,7003494205,4,4,4,4,4,4,4,2012
44,6602726745,3,3,3,3,3,3,3,2012
47,54581742800,5,5,5,5,5,5,5,2012
51,35226280500,3,3,3,3,3,3,3,2012
70,55639540400,3,3,3,3,5,5,5,2012
113,7007166540,9,9,9,9,9,9,9,2012
115,55146647600,4,4,11,11,13,13,13,2012
116,56340131200,56,62,71,71,71,71,71,2012
139,55684446500,2,2,2,2,2,2,2,2012
163,12902713100,1,1,1,1,1,1,1,2012
170,6701714180,59,69,69,69,69,69,69,2012
175,56016849700,3,3,3,3,3,3,3,2012
187,35501435900,7,7,7,7,7,7,7,2012
206,54407250400,3,4,4,6,6,6,6,2012
211,6603196991,8,8,8,8,8,8,8,2012
217,55390131000,2,2,2,2,2,2,2,2012
218,55782145400,22,22,22,22,22,22,22,2012
232,56396941400,2,2,2,2,2,2,2,2012
236,55352471100,1,1,1,1,1,1,1,2012
245,8915683900,4,4,4,4,4,4,4,2012
256,55811800700,4,4,4,4,4,4,4,2012
267,16027501900,23,23,23,23,23,23,23,2012
273,56937806800,7,7,7,7,7,7,7,2012
314,7004632677,4,4,20,23,24,24,24,2012
338,24335475600,7,10,10,10,10,15,15,2012
362,44061145500,7,7,7,7,7,7,7,2012
383,9436849500,3,3,24,24,29,29,29,2012
399,57199066122,39,39,72,72,72,72,72,2012
413,23005317000,7,7,7,7,7,7,7,2012
416,55995655700,2,2,2,3,3,7,17,2012
429,6603838207,7,16,16,16,16,16,16,2012
465,55336597100,2,2,2,4,4,4,4,2012
494,12242450800,2,3,3,3,7,7,7,2012
500,6604021227,4,4,4,4,4,4,4,2012
502,8937681800,6,6,6,6,7,7,7,2012
511,26644135200,5,5,5,5,5,5,5,2012
514,7004022711,26,32,32,32,32,32,32,2012
527,26031071400,4,4,4,4,4,4,4,2012
533,55053435400,1,1,1,1,2,2,2,2012
555,26430697600,8,8,8,8,8,8,8,2012
582,35226710600,5,5,5,5,5,5,5,2012
587,24329996300,7,7,7,7,7,7,7,2012
616,8972649800,3,3,3,3,3,3,3,2012
619,55485940200,4,4,6,6,6,6,6,2012
666,23476362800,4,4,4,4,4,9,9,2012
690,57201517140,4,4,4,4,4,4,4,2012
700,57199531976,6,6,6,6,6,6,6,2012
741,55371568400,2,2,3,4,4,4,4,2012
744,57196881113,3,3,3,3,3,3,3,2012
825,55547464700,3,4,4,4,4,4,4,2012
826,6602654044,11,11,11,26,33,33,33,2012
835,36190330500,4,4,4,4,4,4,4,2012
868,55552789100,27,27,27,27,27,27,27,2012
876,57147796200,4,4,4,4,4,4,4,2012
878,54396240700,2,2,2,23,23,23,23,2012
886,7004736287,14,17,17,17,43,43,43,2012
940,53877668500,2,2,3,3,3,3,3,2012
943,55387308700,4,4,4,4,4,4,4,2012
948,14044821700,3,3,3,8,11,14,14,2012
952,55553679000,7,7,7,7,7,7,7,2012
962,35423489200,3,3,3,3,3,3,3,2012
974,56603526600,6,6,6,6,6,6,6,2012
983,35750932500,4,4,4,4,4,4,4,2012
990,7004889724,16,16,16,16,64,64,89,2012
993,57203105218,5,5,5,5,5,7,7,2012
1008,57202654476,6,6,7,7,7,7,9,2012
1022,55372565100,4,4,4,4,4,4,4,2012
1064,6602823587,6,6,6,6,6,7,7,2012
1084,35769262000,12,12,12,12,12,12,12,2012
1096,6504271292,2,2,2,2,2,2,2,2012
1113,9740792600,6,6,8,31,34,38,38,2012
1126,55566867200,2,2,2,2,2,2,2,2012
1142,35366144000,4,4,4,4,4,4,4,2012
1143,55628527677,6,6,6,6,6,6,6,2012
1163,24468168900,3,3,3,3,3,3,3,2012
1243,7403530725,42,42,42,42,42,42,42,2012
1271,23019496400,3,3,3,3,3,3,3,2012
1272,7006457163,3,3,4,4,4,4,4,2012
1285,53265204800,2,2,2,2,2,2,2,2012
1308,55545451400,2,2,2,2,2,4,6,2012
1310,6506961099,7,7,7,7,7,7,7,2012
1318,55509195900,3,3,3,5,5,5,11,2012
1333,24335297300,7,7,7,7,7,7,7,2012
1339,55522702200,3,3,3,3,3,3,3,2012
1343,55498650000,4,5,5,5,5,5,5,2012
1386,13406989600,10,10,10,10,10,10,10,2012
1431,55355619500,2,3,4,4,4,5,7,2012
1485,55360370700,4,4,4,4,4,4,4,2012
1493,55279330500,4,4,4,4,4,4,4,2012
1551,7004053328,12,22,31,46,46,46,46,2012
1580,36766802500,6,6,6,7,7,7,7,2012
1591,56226169900,4,4,4,4,4,4,4,2012
1612,55248308500,1,1,3,3,4,4,4,2012
1615,36570451600,2,2,7,7,7,7,7,2012
1627,56177745300,17,17,17,17,17,17,17,2012
1632,6507491363,5,5,5,6,6,10,10,2012
1635,25948283000,2,2,2,2,2,2,2,2012
1680,55332834100,3,3,4,4,4,4,4,2012
1684,22951839000,6,9,9,9,9,9,9,2012
1726,6506196218,8,8,8,8,8,8,8,2012
1727,7004391933,6,6,6,6,6,6,6,2012
1764,56023454200,3,3,3,3,3,3,3,2012
1795,55705504500,6,6,6,6,6,6,6,2012
1798,55001822400,10,10,10,10,10,10,10,2012
1804,7004464530,46,63,63,63,63,63,63,2012
1821,55575856300,23,23,23,23,23,23,23,2012
1827,57192812164,5,5,5,5,5,5,5,2012
1835,55227857800,2,2,2,2,2,2,2,2012
1849,36666791400,26,26,26,29,36,36,36,2012
1855,7005984473,54,54,125,125,125,125,125,2012
1857,24725611200,2,2,5,5,6,6,10,2012
1868,57200513432,3,3,7,7,7,7,7,2012
1910,56731825000,2,2,2,4,4,4,4,2012
1927,36682161100,5,5,5,5,5,5,5,2012
2004,14017585800,11,11,11,11,11,11,11,2012
2007,55440105200,1,1,1,1,1,1,1,2012
2010,35770021700,7,23,23,23,23,23,23,2012
2019,35725963200,8,10,10,10,10,10,10,2012
2030,55154973900,4,4,4,4,4,4,4,2012
2092,55368773500,6,6,6,6,6,6,6,2012
2122,36938648000,14,14,14,14,14,14,14,2012
2139,55806758200,2,5,14,14,14,14,14,2012
2147,55897204500,4,7,7,7,11,14,30,2012
2148,6602845173,12,12,12,12,12,12,12,2012
2162,6506812427,7,7,7,10,12,15,15,2012
2171,6603142946,8,11,16,16,16,16,33,2012
2182,36674219200,30,30,30,30,30,30,30,2012
2224,55460991000,3,3,3,3,3,3,3,2012
2231,55598321100,3,3,3,3,3,3,3,2012
2237,6603360689,4,4,4,4,4,4,4,2012
2299,9232973200,2,2,5,5,17,21,21,2012
2305,54968739700,5,5,6,6,6,6,6,2012
2318,6505812107,2,2,2,2,4,4,4,2012
2326,6701896819,9,10,10,10,10,10,10,2012
2328,36786475300,6,6,6,6,6,6,6,2012
2353,56441548900,6,8,8,8,8,8,8,2012
2388,55937215200,6,6,6,6,6,6,6,2012
2391,56526691400,8,11,11,11,11,11,11,2012
2431,15072104100,5,5,5,5,5,5,5,2012
2437,46161352900,13,13,13,13,13,13,13,2012
2442,55496409100,5,5,5,5,5,5,5,2012
2443,55207330400,2,4,4,4,18,18,18,2012
2450,55960307400,5,5,5,5,5,5,5,2012
2466,8568874300,1,1,1,3,3,3,3,2012
2473,7103118811,5,5,8,8,8,8,8,2012
2475,35303978600,4,4,4,4,4,4,4,2012
2485,55444174100,3,3,3,3,3,3,3,2012
2487,7403240913,31,31,31,31,31,31,31,2012
2526,55365446500,3,3,3,3,3,3,3,2012
2535,6603868770,8,8,8,8,8,8,8,2012
2538,56246174400,5,5,5,7,7,7,7,2012
2565,15076854500,24,29,29,29,29,29,29,2012
2579,8977652000,4,4,4,4,4,4,4,2012
2598,7005125652,17,17,17,17,17,17,17,2012
2601,34873759400,3,3,3,3,3,3,3,2012
2614,7004088894,6,6,6,6,6,6,6,2012
2620,7003518743,4,4,4,4,4,4,4,2012
2630,53164333900,15,31,31,31,36,36,36,2012
2646,50062317300,5,5,5,5,5,5,5,2012
2677,16052685300,4,4,4,4,4,4,4,2012
2686,37057718800,2,2,2,2,2,2,2,2012
2691,55220832800,7,7,7,7,7,7,7,2012
2760,55488929900,4,4,4,4,4,4,4,2012
2776,55430994200,2,2,2,2,2,2,2,2012
2800,6603132415,3,3,3,3,3,3,3,2012
2839,26635246400,3,3,7,7,7,7,7,2012
2840,8664355300,3,3,3,3,3,3,3,2012
2842,55413425100,4,4,5,5,5,5,5,2012
2851,7004602618,4,4,4,6,10,11,11,2012
2856,55268968500,2,2,2,2,2,2,2,2012
2864,55361625500,1,2,2,2,2,2,2,2012
2880,13613683600,2,2,2,2,2,2,2,2012
2887,55533899000,7,7,7,7,7,7,7,2012
2904,55190796100,4,4,4,4,6,6,13,2012
2948,55439961200,8,8,8,8,8,8,8,2012
2952,55575328700,5,11,11,14,14,14,14,2012
2985,57201349927,5,5,5,5,5,5,5,2012
2995,56027778300,4,16,16,21,21,21,21,2012
