ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
6701717022,2,2,2,2,2,4,4,4,7,9,11,11,11,11,11,11,11
55883275100,1,5,6,6,6,8,9,9,10,10,13,13,13,14,14,14,14
36238070700,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
12545635900,4,4,4,14,17,21,21,21,21,21,21,21,25,25,25,25,25
14628445300,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
15042854400,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
56031467700,3,3,3,3,3,3,8,13,13,13,18,18,18,28,28,28,28
6602567419,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
55436580800,4,4,4,4,6,6,7,9,9,9,9,12,12,12,14,14,16
8620148200,16,16,19,26,34,34,42,42,76,76,78,78,106,106,180,180,227
35446002900,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7004543110,5,5,5,6,6,6,6,6,8,10,10,10,11,38,38,38,38
7003652882,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5
14056666500,15,15,15,15,18,18,18,18,18,26,27,27,32,32,40,40,40
23670246400,5,5,11,11,11,20,22,47,52,52,52,52,52,52,52,53,53
7003691378,38,38,44,44,46,46,46,46,77,77,77,77,77,77,77,96,96
6507353514,5,5,5,5,7,18,18,18,18,18,18,18,18,18,18,18,18
6507246762,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
8616022800,3,4,4,4,4,4,4,4,4,4,4,4,4,7,7,11,11
8326623700,3,4,4,4,4,8,8,11,11,13,16,16,16,22,24,24,24
6603060728,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
23098144600,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
23391933400,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4
14632020000,4,4,4,12,12,12,14,28,36,38,42,46,46,54,64,69,70
55174217600,15,15,15,15,15,15,15,34,34,34,83,83,83,83,83,83,83
55439552600,12,12,32,32,51,51,78,78,91,91,91,91,129,129,129,186,186
7003933970,84,100,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103
8869759000,3,3,3,3,3,18,18,18,21,21,21,21,21,28,29,29,29
6602174692,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
