Unnamed: 0,ID,2014,2015,2016,2017,2018,start_year
13,7003729382,2,2,2,2,2,2014
20,56091446600,5,5,5,5,8,2014
26,6603228789,3,3,3,3,3,2014
52,55892354500,3,3,3,3,3,2014
56,56490304600,2,2,2,2,2,2014
62,57199470231,77,77,77,77,77,2014
66,56003475600,6,6,6,6,6,2014
76,56278368100,4,5,5,5,5,2014
77,55905767600,6,17,24,24,24,2014
106,56764415200,1,1,1,1,1,2014
111,55390323200,2,2,4,4,4,2014
145,55531427200,9,9,9,9,9,2014
186,56080718100,7,7,7,7,7,2014
212,54785262900,4,7,9,9,9,2014
231,7201884734,6,6,6,6,6,2014
252,37110778700,2,2,2,2,2,2014
281,8554454800,8,8,8,8,8,2014
301,55961075000,2,2,2,3,8,2014
302,8920845500,57,57,57,57,57,2014
330,7003376187,14,14,14,14,14,2014
373,7005337879,14,14,14,18,18,2014
382,6506921991,13,13,13,13,13,2014
384,25627283300,6,6,6,6,6,2014
411,35238939800,2,2,2,2,2,2014
424,7101782257,5,5,5,5,5,2014
436,26430482000,1,1,3,3,3,2014
446,7101820325,2,4,6,6,6,2014
464,8210164900,5,5,5,5,5,2014
468,55507392400,4,4,4,4,9,2014
488,7003663098,71,71,104,104,104,2014
491,23989107600,19,19,19,19,19,2014
540,57190798269,12,12,12,12,12,2014
547,7102447001,8,9,9,13,13,2014
557,56323460100,2,4,6,6,7,2014
578,56463148700,63,63,63,63,63,2014
593,7102700855,1,1,1,1,1,2014
609,6603551671,6,6,6,6,6,2014
618,6507989604,4,4,4,4,4,2014
623,56056477500,3,5,5,5,5,2014
647,35292611200,5,5,5,5,5,2014
653,55513194100,6,16,16,16,16,2014
662,56515297200,18,18,18,18,18,2014
672,36170379700,3,3,3,3,3,2014
677,57201265019,4,4,4,4,4,2014
720,55210404700,2,5,5,5,5,2014
740,7103381652,57,57,185,185,223,2014
765,56724226600,3,3,3,3,3,2014
771,34978108100,22,22,22,22,22,2014
801,56368652700,3,3,3,3,3,2014
802,7003288074,69,69,69,69,69,2014
821,36665846700,12,12,12,12,12,2014
831,56442094500,1,1,1,1,1,2014
836,6701814469,4,4,4,4,4,2014
861,55800824800,6,6,6,6,6,2014
905,56303734800,4,4,4,4,4,2014
914,53364401900,1,1,2,2,2,2014
932,56600628100,2,2,3,3,3,2014
946,35225209300,1,1,1,1,1,2014
960,55845598600,1,3,4,4,4,2014
963,7102504355,68,68,68,68,68,2014
968,55056139500,2,2,2,2,6,2014
976,14826391900,10,10,20,20,28,2014
979,6602070971,3,3,3,3,3,2014
982,7006055356,5,11,20,23,26,2014
987,35794846500,8,8,8,8,8,2014
1025,56600853100,2,2,2,2,2,2014
1041,7006300324,6,8,8,8,8,2014
1047,8331410200,29,29,29,29,29,2014
1060,26540948400,1,1,1,1,1,2014
1074,56305144400,7,7,7,7,7,2014
1080,6602131692,3,3,3,3,3,2014
1090,55329916500,3,3,48,48,48,2014
1094,57185537000,3,3,3,3,3,2014
1097,23568612400,6,6,6,6,6,2014
1102,56690567000,8,8,8,8,8,2014
1124,6603017352,5,5,5,5,5,2014
1128,15135551700,1,1,1,1,1,2014
1175,56548893100,8,8,8,8,8,2014
1189,55235036700,10,15,15,34,34,2014
1195,56418593600,2,2,2,2,2,2014
1245,26429318000,37,37,40,40,40,2014
1280,35316018200,3,3,4,7,7,2014
1301,7004159827,83,83,83,83,83,2014
1336,55562055200,3,3,3,3,3,2014
1338,56485392200,3,3,3,3,3,2014
1348,6506942098,10,10,10,10,10,2014
