Unnamed: 0,ID,2011,2012,2013,2014,2015,2016,2017,2018,start_year
21,55782381000,4,4,4,4,4,4,4,4,2011
25,26326181300,5,5,5,5,5,5,5,5,2011
30,55703470300,5,5,5,5,5,5,5,5,2011
31,21834460700,2,2,2,2,5,5,5,5,2011
53,23992392000,3,3,3,9,20,23,34,47,2011
54,56130684200,1,1,1,2,2,2,2,2,2011
69,36470798500,2,2,2,2,2,2,2,2,2011
82,6507052437,2,2,2,2,2,2,2,2,2011
95,36968078200,3,3,3,3,3,3,3,3,2011
120,7402390313,6,6,23,23,34,34,34,34,2011
158,7004075579,2,2,2,2,2,2,2,2,2011
196,55697141200,3,3,3,3,3,3,3,3,2011
208,7801501276,2,3,3,3,3,3,3,3,2011
280,54782929300,3,6,8,8,8,8,8,8,2011
288,55365525700,3,4,4,4,4,4,4,4,2011
300,36630293400,5,5,5,8,8,8,11,18,2011
304,25655625500,5,5,5,6,6,6,6,6,2011
322,54418970200,3,4,4,4,4,4,4,4,2011
346,54385715900,2,2,2,2,2,2,2,2,2011
381,35147655600,2,2,2,2,2,2,2,2,2011
415,54581450400,3,3,3,3,3,3,3,3,2011
419,57204251333,2,2,2,2,2,5,5,5,2011
422,8548822000,2,2,2,2,2,21,21,21,2011
425,37098567800,2,2,2,2,2,2,2,2,2011
432,56630223900,6,6,6,6,6,6,6,6,2011
448,52063624000,2,2,2,7,7,7,7,7,2011
470,55879881900,5,5,5,5,5,5,5,5,2011
478,20436676300,10,10,10,10,10,10,10,10,2011
505,57197368654,3,3,3,3,3,3,3,3,2011
521,6701530007,2,2,2,2,2,2,2,2,2011
523,6602777491,5,5,5,5,5,5,5,5,2011
565,55949278200,19,19,19,19,19,19,19,19,2011
590,26664442500,4,4,4,4,7,7,7,7,2011
592,18039116600,3,3,3,3,3,5,5,5,2011
602,36604994100,11,20,20,20,20,20,20,20,2011
620,7007101008,1,1,1,1,1,1,1,1,2011
638,47561820800,1,1,2,2,2,2,2,2,2011
649,6507554768,4,4,4,4,4,4,4,4,2011
656,23394147700,1,1,1,1,1,1,1,1,2011
664,37078850100,2,2,2,2,2,2,2,2,2011
679,35179399600,1,1,1,1,1,1,4,4,2011
705,54787423300,2,2,2,2,2,2,2,2,2011
735,55604995900,83,83,83,83,83,83,83,83,2011
804,55012140900,2,2,2,2,2,2,2,2,2011
847,6601978855,6,6,6,6,6,6,6,6,2011
890,37014450100,2,2,2,2,2,2,2,2,2011
908,55485710100,5,5,5,5,5,5,5,5,2011
909,57194379165,22,22,22,22,22,22,22,22,2011
922,55037267000,5,5,6,6,6,6,6,6,2011
928,55243567700,27,27,43,43,43,43,43,43,2011
942,9842095300,23,23,23,23,23,23,23,23,2011
959,36470629500,4,4,4,4,4,4,4,4,2011
966,51160988500,4,4,4,4,4,4,4,4,2011
1002,7005019635,5,5,5,5,5,5,5,5,2011
1045,7101999997,1,1,1,1,1,1,1,1,2011
1056,57198958092,30,30,30,30,30,30,30,30,2011
1062,7101622901,11,11,11,11,11,11,11,11,2011
1089,6603604335,21,21,21,21,21,21,21,21,2011
1105,56264752700,2,2,2,2,2,2,2,2,2011
1106,15065466400,27,27,27,27,27,27,27,27,2011
1108,36006997600,3,3,3,3,3,3,3,3,2011
1120,15827964300,3,3,4,4,4,4,4,4,2011
1123,57204338494,2,2,9,9,9,9,9,9,2011
1137,53866336800,4,4,4,4,4,4,4,4,2011
1155,35114206300,4,4,4,4,4,4,4,4,2011
1160,7202272125,6,6,6,6,6,6,6,6,2011
1161,8706839200,5,5,5,5,5,5,5,5,2011
1167,6603385975,19,33,33,33,33,33,33,33,2011
1181,57198949453,2,2,2,2,2,2,2,2,2011
1215,9278228200,7,7,7,7,7,7,7,7,2011
1222,6602651468,1,6,6,6,9,9,9,31,2011
1230,37019846000,3,6,6,6,6,6,6,6,2011
1237,49961119100,3,3,3,3,3,3,3,3,2011
1248,22034668700,7,10,10,10,15,15,20,23,2011
1255,6603406483,7,20,24,34,44,44,46,46,2011
1290,55545555900,7,7,7,7,7,7,7,7,2011
1314,8944381100,6,7,7,7,7,10,13,15,2011
1326,54685089900,6,6,6,6,6,6,6,6,2011
1349,36477425800,4,4,4,4,4,4,4,4,2011
1377,24802097000,2,2,2,2,2,2,2,2,2011
1393,56229122400,9,9,9,9,9,9,9,9,2011
1415,55994382800,16,16,16,16,16,16,16,16,2011
1424,54414075600,5,5,5,5,5,5,5,5,2011
1436,56221193200,3,3,3,3,3,3,3,3,2011
1442,57198487436,9,9,9,19,19,19,19,19,2011
1454,55377127000,3,3,3,3,3,3,3,3,2011
