Unnamed: 0,ID,2013,2014,2015,2016,2017,2018,start_year
17,54793525200,4,4,4,4,4,4,2013
22,36059257800,11,11,11,11,11,11,2013
36,8729407200,3,3,3,3,3,3,2013
58,52264444300,3,3,3,5,5,6,2013
89,55920057000,3,3,3,4,4,5,2013
114,7006779373,3,3,3,3,3,3,2013
136,26648420600,10,10,14,14,14,14,2013
150,55270360400,2,2,2,2,2,2,2013
155,55957287600,4,4,4,4,4,4,2013
203,35797185000,5,5,5,15,23,28,2013
215,55371043400,3,3,3,3,3,3,2013
216,6602806420,11,11,11,11,11,23,2013
226,6603322853,2,2,2,2,2,2,2013
271,26435260800,3,3,3,3,3,3,2013
305,25926681900,3,3,3,3,3,3,2013
311,56257600100,5,5,5,5,5,5,2013
325,55858603300,3,3,3,3,3,3,2013
350,55604303000,10,11,11,11,11,11,2013
360,13609644600,1,1,1,1,1,1,2013
369,55838084400,7,8,8,9,9,9,2013
374,56102203000,5,5,5,5,5,5,2013
405,55904512100,4,5,5,5,5,5,2013
407,56541162300,7,7,7,7,7,7,2013
417,8604666200,9,67,67,84,86,86,2013
428,56109985500,2,2,2,2,2,2,2013
439,36473088400,3,3,3,5,5,5,2013
444,56389400700,1,4,4,4,4,4,2013
447,55438117400,2,4,4,13,16,20,2013
467,55903287600,4,4,4,4,4,4,2013
480,7102700826,28,28,28,28,28,28,2013
486,55900690200,3,3,3,4,4,4,2013
499,35253987700,11,11,11,11,11,11,2013
520,8837828900,3,3,3,3,3,7,2013
537,55831215500,4,4,4,4,4,4,2013
542,55761197000,4,4,4,4,4,4,2013
550,56369577300,19,21,21,21,21,21,2013
564,37015515400,6,6,6,6,6,6,2013
575,54781272800,2,3,3,3,3,4,2013
588,36150748300,14,14,14,14,14,14,2013
600,55929318800,2,2,2,2,5,5,2013
632,25927422700,4,9,13,20,20,20,2013
635,56005372600,5,5,7,7,7,7,2013
698,35550570600,13,13,13,13,23,34,2013
704,55750042900,8,8,8,8,8,8,2013
706,15128362900,56,56,56,56,56,56,2013
738,7202287838,7,8,8,8,8,8,2013
761,35280782200,16,16,16,85,85,106,2013
776,20734416800,17,17,17,17,17,17,2013
786,56286839800,14,14,14,14,14,14,2013
829,55807665000,2,3,3,3,3,3,2013
856,55683066300,2,2,2,2,2,2,2013
858,56217035300,11,11,11,11,11,11,2013
864,45561600000,5,5,5,5,5,5,2013
877,57164080900,2,2,2,2,2,2,2013
879,36646743000,6,6,6,6,6,6,2013
888,55970755000,4,4,4,4,4,4,2013
900,57197244479,5,5,5,5,5,5,2013
902,25928517500,5,5,5,5,5,5,2013
944,55858739400,2,2,2,4,6,6,2013
969,55709131800,7,7,7,7,15,15,2013
1044,39262374300,26,26,26,26,26,26,2013
1061,9735045400,7,7,7,7,7,7,2013
1088,55931016700,3,7,7,7,7,7,2013
1098,55777480900,1,1,1,1,1,1,2013
1100,55841369000,8,8,8,8,8,8,2013
1134,7007079554,6,6,6,6,6,6,2013
1150,55670793800,1,1,1,1,1,1,2013
1151,57196879231,4,4,4,4,4,4,2013
1153,55931466000,7,7,7,7,7,7,2013
1157,56345862400,1,1,1,1,1,1,2013
1174,55428884500,2,2,2,2,2,2,2013
1176,54909671300,13,13,13,13,13,13,2013
1191,36190041200,2,2,2,2,2,2,2013
1221,55808070264,4,4,4,4,4,4,2013
1228,57193393436,4,4,4,4,4,4,2013
1232,49863868100,6,6,7,7,7,24,2013
1249,8965072400,4,4,4,4,4,4,2013
1264,25928513900,2,2,2,2,2,2,2013
1287,8399247300,21,21,21,21,21,21,2013
1331,6602787035,9,9,9,9,9,9,2013
1357,6602939936,2,2,2,2,2,2,2013
1367,36976154200,2,2,2,2,2,2,2013
1371,7006174947,5,5,14,14,14,14,2013
1399,6602872701,4,4,4,4,4,4,2013
1406,36239838900,6,6,6,6,6,6,2013
1411,7102584852,28,28,28,28,28,28,2013
1423,7102983481,30,30,30,30,30,30,2013
1449,55795114700,1,1,1,1,1,1,2013
1461,7202055375,5,5,5,5,5,5,2013
1469,25930261100,1,1,1,1,1,1,2013
1474,35208956000,6,6,6,6,6,6,2013
1511,36118515400,6,6,9,13,13,13,2013
1549,36995324000,11,11,11,11,11,11,2013
1557,57195223531,3,3,3,3,3,3,2013
1559,55832007200,4,6,6,6,6,6,2013
1569,10641460400,2,2,2,2,2,2,2013
1592,6603830599,4,4,4,4,4,4,2013
1597,56111299400,1,1,1,1,1,8,2013
1601,7202617752,10,10,10,10,10,10,2013
1628,35366753200,4,4,4,4,4,4,2013
1653,37049364000,6,6,6,6,6,6,2013
1673,24377070700,5,5,5,5,5,5,2013
1702,56029229600,3,3,3,3,3,3,2013
1711,55674134300,6,6,6,6,10,10,2013
1718,24832842100,4,4,4,4,4,4,2013
1719,57202728026,10,10,10,10,10,10,2013
1721,55923917000,3,3,3,3,3,3,2013
1723,54956611300,16,16,16,16,16,16,2013
1729,55320816500,3,3,3,3,3,3,2013
1790,8727472200,7,7,7,7,7,11,2013
1797,15078106100,5,5,6,6,6,6,2013
1846,55987946100,3,3,3,3,3,3,2013
1866,7003374609,5,5,5,5,5,5,2013
1886,55640254200,3,6,6,6,6,6,2013
1889,34568899900,2,3,3,3,3,3,2013
1931,23009446000,1,1,1,1,1,1,2013
1944,15074252500,2,5,7,18,21,25,2013
1954,55837664100,11,13,13,13,13,13,2013
1957,55903521500,3,3,3,3,3,3,2013
1960,6701477696,5,5,5,5,8,8,2013
1984,55955445300,2,3,3,3,3,3,2013
1987,55021679700,5,5,5,5,5,5,2013
2005,14422458400,1,1,1,1,1,1,2013
2017,57198168106,4,4,4,4,4,4,2013
2025,7004171185,8,8,8,8,8,8,2013
2026,10041238300,1,2,2,3,3,3,2013
2066,35615666700,2,2,2,2,2,2,2013
2109,57007439300,3,3,3,3,3,3,2013
2157,6701737326,7,7,7,7,7,7,2013
2158,55871289700,3,3,3,3,3,3,2013
2201,55917877700,2,2,2,2,2,2,2013
2204,23478400900,5,5,5,5,5,5,2013
2209,41961372400,2,2,2,4,4,9,2013
2215,55975998700,8,8,8,8,8,8,2013
2232,7003634626,2,2,2,2,2,2,2013
2280,7003515926,4,4,4,4,4,4,2013
2288,31767646100,2,2,2,2,2,2,2013
2327,55485122200,3,3,3,3,3,3,2013
2339,55571509800,2,2,2,2,2,5,2013
2373,35564861900,3,3,3,3,3,3,2013
2389,55603262100,2,2,3,4,4,4,2013
2395,35181960300,5,9,9,9,9,18,2013
2402,57200721544,3,3,3,3,3,3,2013
2412,8513414100,4,7,10,15,20,20,2013
2440,57198463577,3,3,3,3,3,3,2013
2451,56591443100,2,2,2,2,2,2,2013
2477,16237841500,2,2,2,2,2,2,2013
2478,55869182000,3,3,3,3,3,3,2013
2482,55246289100,2,2,2,2,2,2,2013
2483,8703209000,3,3,3,3,3,3,2013
2515,36161830500,26,26,26,30,30,30,2013
2575,36094694600,5,5,5,5,5,5,2013
2578,36855362600,10,10,10,16,16,16,2013
2581,6505966240,1,1,1,1,1,3,2013
2627,6508002705,9,9,9,9,16,16,2013
2663,6602751489,12,12,12,12,12,12,2013
2675,6701689134,2,2,2,2,2,2,2013
2681,6506901500,10,10,10,10,10,10,2013
2692,43660905100,18,18,18,18,18,18,2013
2706,6602555468,6,6,6,6,6,6,2013
2737,55597090100,1,1,1,1,1,1,2013
2748,55233920300,9,9,9,9,9,9,2013
2749,57203626571,11,18,18,18,18,18,2013
2762,55904511300,6,6,6,6,6,6,2013
2779,36660402800,4,4,4,4,4,4,2013
2787,55489559800,4,4,4,4,4,4,2013
2806,35747438500,14,14,14,14,14,14,2013
2814,57201763346,15,15,15,15,15,15,2013
2855,54683658600,2,2,3,3,3,3,2013
2874,54785844700,7,8,8,8,8,8,2013
2877,23135435500,4,4,4,4,4,4,2013
2892,36161869800,1,1,1,1,1,1,2013
2932,23567665900,2,2,2,2,2,2,2013
2937,56031575900,4,4,4,4,4,4,2013
2971,25822734300,9,9,13,13,13,13,2013
2986,55614124800,7,7,7,7,7,7,2013
2990,57203337551,4,4,4,16,16,16,2013
2991,55409675400,14,19,19,19,19,19,2013
3015,42761053200,7,7,7,8,8,8,2013
3019,56313874800,11,11,11,11,11,11,2013
3035,57202315017,3,3,9,9,9,9,2013
3045,55445284000,2,6,12,13,13,13,2013
