Unnamed: 0,ID,2016,2017,2018,start_year
38,42061855800,4,64,64,2016
39,57190745554,4,4,4,2016
45,56365987700,3,5,5,2016
61,56707356100,2,2,4,2016
79,7006062519,9,9,9,2016
80,57194657295,11,11,11,2016
84,6602350090,72,72,72,2016
97,10639679200,6,6,6,2016
118,6507310196,4,4,4,2016
119,55892431600,5,5,5,2016
140,57189664712,11,11,11,2016
157,55210333600,3,4,4,2016
167,57190943852,7,7,7,2016
180,55505575800,3,9,11,2016
183,8702625800,3,3,3,2016
185,57189213486,3,3,3,2016
192,6505920789,4,4,4,2016
194,56383419500,36,36,100,2016
199,56146573000,2,2,4,2016
202,57188342600,3,3,3,2016
242,56045574200,13,13,13,2016
246,57191039090,3,3,3,2016
247,57192371813,3,3,3,2016
254,55256351900,4,4,4,2016
258,7201365464,3,3,3,2016
264,57189311190,14,14,14,2016
266,57192295130,21,21,21,2016
269,57197672885,3,7,10,2016
275,57189344824,82,82,82,2016
292,57189072926,3,3,3,2016
296,31767729700,9,9,9,2016
297,42261460000,2,2,2,2016
323,56593116100,26,26,26,2016
327,57190300756,5,5,5,2016
340,23995705900,3,3,3,2016
342,6506951919,1,1,1,2016
349,55601764600,10,10,10,2016
356,55825941600,18,18,18,2016
389,57193573205,41,41,41,2016
393,57192384032,3,3,7,2016
400,57160175300,17,17,17,2016
462,57188752250,15,29,34,2016
466,56365321500,22,22,22,2016
474,57188733509,6,6,6,2016
482,52364876700,16,16,16,2016
517,18041833800,4,4,4,2016
518,6701834930,4,6,6,2016
545,54987307300,45,92,92,2016
558,57188671611,4,4,4,2016
563,57192593045,11,11,11,2016
573,37120574600,5,5,5,2016
576,6506564716,27,27,27,2016
598,57200630510,19,33,33,2016
612,16176209200,5,5,5,2016
624,57191052229,3,3,3,2016
626,6603757179,38,38,38,2016
670,57115512200,3,3,3,2016
674,57204698668,82,82,82,2016
688,22333378700,3,3,3,2016
692,7404782905,33,33,33,2016
702,8966521400,27,27,27,2016
711,57193797107,3,3,3,2016
717,57191737813,5,5,5,2016
725,57207661131,5,5,8,2016
733,57188678994,4,5,5,2016
739,35406320300,50,50,83,2016
745,36184972700,8,8,8,2016
749,56786364600,8,8,8,2016
754,7004053293,2,2,2,2016
780,57192701376,4,4,4,2016
814,57192237482,14,14,14,2016
819,57186398400,5,5,5,2016
820,57192834926,15,15,15,2016
837,56078096600,3,3,3,2016
841,55991728800,33,33,33,2016
850,56489833200,81,81,81,2016
854,35477147000,8,8,8,2016
863,57188754440,5,5,5,2016
871,36614634800,3,3,3,2016
891,16418291100,1,1,1,2016
893,7003429854,8,8,8,2016
937,54683397000,4,4,4,2016
951,57191363595,4,4,4,2016
971,51061122800,15,15,15,2016
984,57191475737,6,6,11,2016
994,57190124242,3,3,3,2016
1004,57188590869,8,8,8,2016
1010,36623493800,3,3,16,2016
1036,56568363800,4,7,8,2016
1040,57193699117,4,4,4,2016
1051,56158697000,5,5,5,2016
1059,56074173200,2,2,2,2016
1092,57190948026,2,2,2,2016
1119,56103590300,4,4,8,2016
1146,55967652800,10,10,10,2016
1156,57189220123,32,32,32,2016
1180,57191711457,87,87,120,2016
1203,56419270600,6,6,6,2016
1214,57192682800,2,2,2,2016
1252,57202228246,4,4,8,2016
1277,35590499600,5,5,5,2016
1289,35520065000,5,5,5,2016
1299,57197478894,3,3,3,2016
1309,57191628140,3,3,4,2016
1313,9635513900,7,7,7,2016
1323,57193659335,4,4,8,2016
1327,57184343300,9,9,9,2016
1337,56624557600,4,4,4,2016
1341,55844557900,4,4,4,2016
1365,56736946700,9,9,9,2016
1383,56963453400,7,7,10,2016
1453,57202489667,19,19,19,2016
1484,57190340575,1,2,5,2016
1513,57189355666,3,3,3,2016
1534,55062598600,4,4,5,2016
1539,15846905100,8,8,8,2016
1553,56192356300,18,18,18,2016
1571,8955025700,7,9,9,2016
1613,6506436548,3,3,3,2016
1626,57191380147,3,7,7,2016
1645,8649715100,4,4,4,2016
1651,57194184772,11,11,11,2016
1662,16022100400,8,8,8,2016
1675,57189645750,16,16,16,2016
1676,56495282900,22,22,22,2016
1679,54681636500,3,3,3,2016
1696,55356244300,3,3,3,2016
1709,55349497100,5,14,24,2016
1712,56031368800,9,9,9,2016
1724,57199036373,6,6,6,2016
1736,36816879400,4,4,4,2016
1737,12782079400,49,49,49,2016
1743,56705583200,4,4,4,2016
1746,57190133665,5,5,5,2016
1761,55553489100,5,5,5,2016
1766,25959932700,16,16,16,2016
1770,56928312300,1,1,4,2016
1771,7003644286,53,53,53,2016
1789,56427921400,5,5,5,2016
1793,57188706549,5,5,5,2016
1819,6506118014,15,15,15,2016
1834,57189216489,1,1,1,2016
1862,6603684704,4,4,6,2016
1863,57194113582,55,55,55,2016
1869,57194111411,1,1,1,2016
1885,55935951000,16,16,16,2016
1897,57191708967,4,4,4,2016
1906,57189327719,6,6,6,2016
1907,57189232454,2,2,2,2016
1908,57130587700,2,2,2,2016
1916,56286799400,7,8,8,2016
1919,57188648856,3,3,3,2016
1925,57188584502,81,81,81,2016
1932,57191404306,3,3,3,2016
1950,55586567800,3,3,3,2016
2011,36824260400,9,9,9,2016
2013,49962225000,3,3,3,2016
2015,57206276045,14,14,14,2016
2020,57191579613,3,3,3,2016
2022,57190943172,24,32,33,2016
2028,7003488915,11,32,32,2016
2031,55553743050,2,2,2,2016
2036,7006214520,2,2,2,2016
2037,57192839213,6,12,13,2016
2059,37040970300,8,8,8,2016
2060,6603384576,13,13,13,2016
2074,57185236700,15,15,15,2016
