Unnamed: 0,ID,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
18,14630284000,36,46,46,51,51,51,51,51,51,51,51,51,51,2006
48,55885827600,2,2,2,2,2,2,2,2,2,2,10,10,10,2006
98,24766310500,4,4,5,5,6,11,16,16,16,16,16,19,28,2006
105,14832176000,10,10,10,10,10,10,10,10,10,10,10,10,10,2006
129,55663177200,6,6,6,6,6,6,6,6,6,6,6,6,6,2006
131,14041529400,3,3,3,4,7,7,8,8,10,10,16,16,22,2006
153,7005446642,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
201,7006807059,20,20,20,20,20,20,20,20,20,35,35,35,35,2006
207,23491998900,3,3,6,6,6,6,6,6,6,6,6,6,6,2006
213,6506090140,5,5,5,5,5,5,5,5,5,5,5,5,5,2006
249,7004477118,3,6,12,12,12,12,12,12,12,12,17,17,17,2006
317,9533160300,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
326,7005980187,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
334,15925154000,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
361,24725214300,5,5,5,5,20,20,20,20,20,20,20,20,20,2006
367,14029656200,5,7,9,13,20,20,21,21,21,25,25,25,25,2006
395,7801415985,5,8,8,11,11,11,11,11,11,14,14,14,14,2006
420,6603723384,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
487,14821793100,65,65,65,65,65,65,65,65,65,65,65,76,76,2006
535,13104737800,9,9,14,14,14,14,14,14,14,14,14,14,14,2006
546,14035100800,2,2,2,2,2,2,2,4,11,11,16,19,23,2006
554,56307908100,15,15,15,15,15,15,15,15,15,15,15,15,15,2006
566,16032874200,2,2,2,2,2,2,2,2,2,2,2,4,4,2006
597,22985083500,6,8,8,8,13,16,16,18,18,18,18,20,22,2006
614,55926212600,4,4,4,11,11,40,40,48,48,48,48,48,48,2006
625,6701740560,1,1,1,1,1,1,1,1,1,3,3,6,8,2006
640,15835176100,4,4,4,4,4,4,4,4,6,6,6,47,47,2006
714,14630524700,17,17,17,17,17,17,17,17,17,17,17,17,17,2006
747,12242880500,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
753,16174785200,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
760,7005140378,6,6,6,6,6,7,11,11,11,11,11,11,11,2006
777,35091064100,2,2,2,2,2,2,2,2,3,3,3,3,3,2006
788,14031122700,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
794,56960442100,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
796,7006166884,7,7,7,7,7,7,7,7,7,7,7,7,7,2006
807,55324593200,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
809,15754181000,2,3,4,4,4,7,7,7,7,7,7,7,7,2006
817,55489301500,7,7,7,7,7,7,7,7,7,7,7,7,7,2006
824,23089081700,2,5,8,8,8,8,8,8,8,8,8,8,8,2006
843,35280489500,7,7,7,7,7,7,13,13,13,13,13,20,20,2006
867,35550506900,8,8,8,8,8,8,8,8,8,8,8,8,8,2006
930,8252143000,3,4,6,7,9,10,11,22,34,34,34,34,34,2006
965,14034501600,3,3,3,3,3,7,9,9,9,9,9,9,9,2006
1005,15041968800,1,2,2,2,2,2,2,2,2,2,2,2,2,2006
1032,13906968300,6,6,6,6,9,9,9,12,12,12,15,17,27,2006
1048,6506651931,2,2,5,5,5,5,5,5,5,8,8,8,8,2006
1054,7004674392,3,3,3,3,3,3,3,3,3,3,3,3,3,2006
1068,8886329100,2,2,4,4,6,6,6,6,6,6,6,6,6,2006
1095,14824534600,59,59,59,59,59,59,59,59,59,59,59,59,59,2006
1107,14521406500,6,6,6,6,6,6,6,6,6,6,6,6,6,2006
1132,57203044284,19,19,19,19,19,19,19,19,31,31,31,31,31,2006
1145,6602544484,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
1201,6506397347,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
1212,13205173700,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
1263,15020848200,3,4,6,6,6,6,6,6,6,6,6,6,6,2006
1319,57202899613,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
1346,23767097400,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
1347,36185069000,2,2,2,2,3,3,3,3,3,3,3,3,3,2006
1351,18041110300,8,8,8,8,8,8,8,8,8,8,8,8,8,2006
1381,7005574339,3,3,3,3,6,6,6,6,6,6,6,6,6,2006
1410,7402283467,6,6,6,6,6,6,6,6,6,14,14,18,38,2006
1438,14629987400,1,1,1,1,1,1,1,1,1,1,1,1,1,2006
1460,17434126700,2,2,2,2,2,2,2,2,2,2,2,2,2,2006
1489,57197056895,4,4,4,4,4,4,4,4,4,4,4,4,4,2006
1494,16177341700,2,2,2,2,2,2,2,2,2,5,8,9,10,2006
