Unnamed: 0,ID,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
79,6701334024,2,3,7,7,7,10,11,13,13,18,21,22,22,25,25,27,32,33,33,36,36,36,36,38,38,41,1993
239,7004674188,4,4,5,7,7,7,7,7,9,9,10,10,10,11,11,12,12,13,14,14,15,17,18,19,21,22,1993
286,7003680929,1,2,2,3,3,3,3,3,5,6,6,6,6,6,8,8,10,10,20,20,20,27,27,27,29,29,1993
447,6602553044,1,1,1,2,4,8,8,11,11,13,13,13,15,15,19,21,28,29,33,33,37,37,43,44,44,46,1993
469,7003443578,1,1,1,3,3,5,5,5,5,5,5,8,8,8,8,8,8,12,14,15,15,15,15,15,15,15,1993
592,6601995666,2,2,2,2,2,13,13,14,14,19,24,24,26,26,33,37,38,40,42,48,48,49,49,49,49,49,1993
598,7004687440,1,4,5,5,5,7,7,7,7,9,9,11,21,25,28,34,44,44,46,46,46,47,47,49,49,49,1993
1010,55587723600,4,4,5,5,8,9,11,11,14,14,18,18,20,23,27,29,30,35,37,41,46,51,56,62,64,66,1993
2161,57194440530,3,6,9,12,12,13,14,14,15,16,16,20,27,32,32,32,32,32,32,37,37,37,37,37,46,46,1993
2222,6603078958,3,3,3,4,4,4,4,8,8,10,16,17,17,17,22,23,25,25,27,32,33,38,59,59,62,74,1993
2416,11839190100,1,1,1,1,1,1,1,1,3,3,3,7,10,14,17,21,25,29,31,34,35,37,40,41,42,42,1993
2663,55905910200,1,1,1,1,1,1,3,3,5,5,7,7,8,8,11,12,15,18,21,21,21,33,33,33,35,55,1993
2800,7402648649,2,2,4,4,6,7,8,8,11,14,17,18,18,22,22,25,25,25,39,39,42,45,46,46,46,50,1993
3005,6701756353,2,2,2,2,2,2,3,3,3,7,7,7,7,7,7,9,12,14,14,17,17,17,17,17,17,18,1993
3139,7004683292,3,3,3,3,3,3,6,6,6,9,9,9,9,9,9,9,10,10,12,12,14,14,20,20,22,25,1993
3418,7101659682,2,2,2,2,12,22,24,32,42,49,57,74,74,76,95,105,115,117,117,117,118,119,119,120,123,123,1993
3533,7102355083,3,3,3,5,5,5,5,6,6,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1993
3770,7004652929,7,7,7,8,8,8,8,8,8,9,9,9,14,16,18,20,26,38,39,40,44,44,52,61,64,64,1993
3778,7007017942,2,2,2,2,5,5,5,10,22,26,26,45,45,66,70,78,86,117,118,120,132,155,157,163,164,169,1993
4086,26030478500,4,4,4,6,7,7,8,8,10,10,10,10,10,10,24,27,30,34,38,40,40,41,41,41,43,51,1993
4607,7005925616,8,10,12,13,16,18,22,23,27,29,36,36,36,39,45,45,47,49,52,58,58,59,67,70,73,76,1993
5082,6602903452,6,9,9,9,13,13,19,23,23,23,23,23,23,28,32,36,36,36,41,47,47,47,47,50,51,54,1993
5330,7006874566,5,9,13,13,31,36,46,48,49,87,87,97,119,121,121,136,138,145,148,148,182,190,194,198,198,198,1993
5700,6701752024,4,4,4,7,7,7,10,10,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1993
5843,56052135900,2,2,2,2,4,5,5,5,5,8,8,10,12,13,15,15,21,44,46,56,67,69,69,69,69,69,1993
6365,6602149110,2,2,5,6,7,7,7,7,7,7,7,12,15,18,18,28,30,31,39,40,46,46,49,49,53,53,1993
6670,6603944896,2,3,3,3,5,5,8,8,12,12,12,12,12,12,12,18,19,19,19,19,19,19,19,19,19,22,1993
7187,56269302700,1,1,1,1,1,1,3,6,7,8,15,19,22,24,33,33,39,39,44,50,51,61,67,74,84,86,1993
7384,6701576008,1,1,1,3,3,4,5,5,6,6,7,10,10,11,12,12,12,12,15,15,18,18,18,20,21,21,1993
7405,6603013844,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,6,11,11,11,11,11,11,11,1993
7436,6602510084,1,1,1,4,4,4,5,8,10,10,13,13,14,15,15,22,38,42,44,44,50,56,59,60,72,72,1993
7789,7003303579,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1993
7808,7003329194,2,3,3,3,3,3,3,4,7,7,9,10,11,11,14,14,14,14,18,18,20,20,20,23,23,26,1993
8020,6701743866,3,3,3,3,4,4,4,6,6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,1993
8369,56186723400,2,5,8,8,15,15,17,17,17,17,19,19,19,19,27,27,31,31,35,39,41,41,46,46,46,50,1993
8670,7004565238,4,4,4,4,4,4,4,4,4,4,4,8,8,8,8,8,8,8,10,10,10,10,10,10,10,13,1993
9386,7003657231,6,6,7,7,7,7,10,10,10,14,14,16,18,22,22,23,27,27,28,29,30,30,30,31,31,31,1993
9732,6701498271,2,2,2,2,3,3,3,5,5,6,7,7,9,9,11,11,12,14,17,17,18,24,24,24,24,27,1993
9828,7102588845,2,2,2,2,2,4,5,7,7,7,7,9,9,9,9,9,16,26,26,31,31,31,31,32,37,37,1993
10241,7004117162,1,1,3,6,8,11,13,16,18,21,25,30,35,44,52,64,67,70,78,81,83,86,96,104,113,116,1993
10483,7006640073,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,14,16,16,16,17,17,20,1993
10841,6602556733,1,1,1,1,4,4,4,5,5,7,8,8,8,13,16,18,18,21,23,23,24,24,27,30,34,34,1993
10856,55909482900,1,1,1,1,1,1,3,5,5,6,7,8,10,19,21,30,30,30,30,30,30,32,32,32,32,32,1993
10873,6602212683,1,1,1,4,5,5,6,6,6,11,12,14,16,17,22,27,28,32,34,38,41,51,58,59,60,63,1993
11195,6603925388,5,5,6,6,9,9,9,9,16,19,20,34,34,34,39,45,50,57,66,67,76,76,82,92,92,92,1993
11306,6701709808,1,3,3,5,7,7,7,12,14,16,16,18,20,20,20,20,20,20,20,26,26,27,28,28,28,28,1993
11358,7005806756,2,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1993
11483,6603674438,2,3,3,3,5,5,5,6,6,8,9,11,14,22,23,27,29,33,36,37,38,38,40,40,42,42,1993
11727,7004426989,8,8,8,8,13,13,13,13,13,13,13,21,21,35,37,46,46,61,78,118,161,168,193,228,234,252,1993
12004,55831988100,2,2,5,7,9,16,19,19,21,22,22,22,28,42,48,49,54,58,68,73,82,87,93,95,96,97,1993
12043,6603681535,1,9,10,10,11,13,16,21,26,32,32,32,41,43,46,50,55,57,62,66,66,67,70,70,70,73,1993
12687,6701410206,1,1,1,1,1,1,2,2,2,6,7,8,9,9,13,27,33,34,45,50,53,53,58,62,69,77,1993
12749,56151180200,6,6,6,6,6,6,6,6,15,15,15,15,15,15,15,15,15,26,26,28,28,48,54,54,54,54,1993
12786,7005781423,2,2,2,2,2,2,2,2,2,10,10,17,17,17,17,17,17,20,21,21,26,26,26,26,28,29,1993
13303,6603435642,7,7,7,7,15,17,17,17,22,22,22,22,28,29,29,29,29,29,34,34,34,34,34,34,34,34,1993
13752,55228858500,1,1,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1993
14177,7004430595,2,2,2,2,2,7,8,12,12,15,16,16,16,18,20,20,20,26,26,28,29,29,31,31,35,35,1993
15541,55944147400,3,3,3,3,5,5,6,6,6,6,6,6,7,7,7,9,9,11,18,20,20,24,24,27,27,29,1993
15879,7005074834,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1993
15930,7003289061,11,11,11,12,12,12,12,12,19,20,30,30,30,33,38,51,56,62,69,74,77,81,82,83,83,83,1993
15931,6603426803,4,4,8,17,18,23,24,27,31,40,46,59,61,69,75,91,129,132,138,166,172,180,184,185,187,189,1993
17492,7003653774,1,1,1,1,1,1,1,3,3,3,3,3,4,4,4,4,8,8,8,8,8,8,14,15,15,15,1993
17791,7004227561,4,4,4,4,4,4,4,4,4,6,7,7,7,11,12,13,13,14,16,19,19,20,20,23,23,23,1993
17847,7004102874,2,2,2,2,2,2,2,2,2,2,4,4,12,17,17,17,17,17,17,19,19,19,22,28,69,79,1993
17867,6603650789,1,1,1,1,1,1,4,4,4,5,5,5,5,5,7,7,9,12,12,12,12,12,15,15,20,29,1993
18181,6701381975,2,2,2,2,7,7,8,8,8,8,8,8,11,11,14,15,20,22,22,22,26,26,26,26,26,33,1993
18204,7003451507,2,4,4,12,17,22,23,23,24,26,33,36,44,47,49,56,59,62,68,70,74,79,84,88,91,96,1993
18326,6603022874,2,3,3,4,4,4,4,4,4,4,5,6,6,6,7,7,7,9,9,12,13,19,23,23,26,31,1993
18470,35303516100,2,2,3,3,6,9,9,9,13,16,19,21,23,24,27,28,28,29,29,29,35,36,37,41,41,42,1993
18606,6603394867,2,3,3,3,3,3,4,5,5,7,7,8,8,8,8,10,11,11,13,13,14,15,15,15,15,15,1993
18884,6601988436,3,9,9,9,10,10,13,16,16,16,16,16,16,21,27,32,33,33,41,44,44,44,47,52,53,53,1993
19129,56206302300,2,2,4,6,6,6,7,9,11,12,12,14,22,26,26,28,28,28,28,28,28,28,28,32,33,37,1993
19364,56439621300,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1993
19721,7003427784,1,1,4,5,10,10,17,19,20,20,24,25,27,38,38,40,40,43,53,55,55,58,123,130,130,138,1993
20010,7003485805,2,5,7,7,7,7,7,13,18,18,23,23,29,29,49,49,58,64,64,78,78,78,90,92,92,92,1993
20018,7003889648,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1993
20043,7005793976,2,3,3,4,4,4,4,4,4,5,10,10,11,14,14,15,15,15,15,15,15,15,18,23,25,25,1993
20359,55937533100,1,1,1,4,4,5,5,8,8,8,10,11,11,11,12,12,14,15,15,16,16,21,22,22,23,24,1993
20939,7003775651,2,2,2,3,3,6,8,8,28,28,39,44,53,54,61,78,80,88,91,94,99,103,108,132,137,142,1993
21438,9734288300,3,4,4,4,4,15,20,21,21,26,26,26,28,30,30,37,40,41,45,48,58,61,61,63,65,65,1993
21701,7102335314,4,4,4,4,4,4,4,4,4,10,10,10,10,17,24,27,27,27,27,27,27,27,27,27,27,27,1993
21961,7003918260,3,3,3,3,3,3,3,7,7,10,10,14,14,17,19,22,22,22,22,24,27,31,31,35,38,48,1993
22114,15820250300,1,1,2,3,3,5,7,11,11,12,16,16,21,25,27,30,31,34,39,43,45,47,49,52,56,56,1993
22650,7003915889,2,2,2,3,3,4,9,19,20,30,48,48,48,48,56,56,63,63,63,81,81,81,81,81,81,81,1993
22777,6701451583,2,2,21,23,23,32,32,40,42,42,43,46,49,59,65,69,69,69,69,72,77,80,93,111,115,128,1993
23818,7004593813,1,3,5,5,5,5,7,9,10,13,13,13,13,13,15,15,18,19,19,24,27,31,35,35,42,46,1993
24145,56274170600,2,2,4,4,7,8,13,14,32,36,36,38,39,40,42,47,49,51,53,54,56,56,56,62,63,65,1993
24294,6701767418,2,2,2,2,2,2,2,3,3,5,6,6,6,12,12,13,13,13,13,16,16,17,18,18,19,19,1993
24616,7003517181,3,4,4,7,14,17,20,26,30,32,32,48,48,57,59,62,64,73,75,83,99,101,113,115,121,121,1993
24721,7404871486,6,8,10,11,13,15,15,23,29,29,30,37,41,41,42,44,48,54,57,61,64,67,67,73,78,83,1993
25214,6603016055,1,1,2,2,2,2,2,2,2,4,4,5,6,7,8,8,8,11,12,17,21,22,29,30,32,32,1993
25374,6602727468,1,6,7,7,7,10,10,10,10,10,14,14,16,17,19,23,28,37,49,49,53,68,72,77,90,105,1993
25641,7102614599,2,2,2,3,10,10,13,15,18,19,19,21,21,22,26,26,34,35,35,35,35,38,39,39,47,51,1993
26143,6701766502,3,6,6,6,6,10,10,13,13,15,15,17,24,28,28,30,38,44,48,52,53,57,73,79,92,98,1993
26601,6602147065,4,5,7,7,7,11,11,11,11,12,12,12,12,14,20,23,23,23,23,23,28,28,31,32,37,40,1993
26771,7003629718,3,8,8,8,8,8,8,8,17,17,17,21,30,30,30,30,30,30,30,30,30,30,30,30,30,30,1993
26786,7003723658,2,2,2,3,3,3,3,3,3,6,9,11,28,28,28,48,58,61,64,65,67,76,81,84,91,99,1993
26912,6602197441,1,3,3,3,3,4,6,6,6,6,6,6,6,6,6,10,10,10,11,11,12,15,16,17,17,17,1993
27165,7004030025,8,8,8,10,10,12,14,15,16,16,16,16,16,16,16,16,16,16,16,16,19,23,23,23,29,32,1993
27251,6701453314,3,3,3,3,3,3,3,3,3,3,3,3,3,4,10,14,18,19,21,22,23,23,25,26,27,29,1993
27331,7003407881,4,4,7,7,7,7,7,7,7,11,12,15,24,27,27,30,30,30,30,30,30,30,30,41,41,41,1993
27423,55605009400,3,3,3,3,5,9,10,10,10,12,12,14,16,20,20,24,26,30,35,35,35,36,42,42,49,54,1993
27666,8262649000,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1993
28216,6603584844,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,1993
28696,6603901712,3,3,5,5,8,8,8,8,8,8,8,8,8,8,10,10,10,11,11,11,11,11,16,16,16,18,1993
29147,55401596900,2,2,2,2,3,3,4,6,6,6,6,6,7,9,9,9,13,14,14,14,17,17,19,19,19,19,1993
