Unnamed: 0,ID,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
0,6508297663,4,4,4,4,4,7,7,8,8,8,8,8,8,8,2005
39,14019498900,3,4,4,7,7,12,12,13,13,13,13,15,15,15,2005
357,6505635037,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
406,6701417695,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2005
514,10142859300,3,4,7,10,12,17,23,23,25,25,25,25,25,25,2005
526,15923420900,7,13,19,22,25,25,28,32,35,42,47,48,48,49,2005
549,55395549800,10,12,12,12,16,16,19,19,19,19,19,19,19,19,2005
620,35607176600,2,2,2,2,2,2,6,6,6,6,6,6,6,7,2005
771,12789909000,1,1,1,1,3,3,3,3,3,4,7,13,21,21,2005
796,7003302108,8,8,8,8,8,8,8,40,40,40,40,62,93,93,2005
813,6507313856,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
854,23397678200,2,2,3,5,8,8,9,9,11,12,12,14,20,29,2005
1000,6603856765,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2005
1183,56262780800,3,6,6,6,6,6,11,12,12,13,14,14,14,14,2005
1200,9739850400,4,8,13,17,24,24,32,33,35,45,46,49,56,56,2005
1223,23092429500,2,3,3,3,3,7,7,8,9,11,13,15,15,15,2005
1252,6507744783,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2005
1369,8959846000,2,4,4,6,6,10,10,11,12,13,13,15,16,17,2005
1376,16550617900,4,4,4,4,4,4,6,9,9,9,76,76,76,76,2005
1491,7005333814,6,7,7,7,7,7,12,12,12,12,12,12,12,12,2005
1537,55604019400,5,5,6,13,16,16,18,22,36,45,49,60,65,65,2005
1667,12546190900,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
1700,55580318300,4,4,4,4,4,4,4,4,4,4,4,13,13,13,2005
1713,6602921174,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
1890,6508258022,2,2,2,6,6,6,14,19,21,22,22,22,30,30,2005
1917,6603772150,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
1923,25627710700,6,6,6,10,10,10,10,10,13,13,17,17,17,17,2005
1967,6602845370,5,5,5,5,10,10,10,10,10,14,14,14,14,14,2005
2049,7005028551,49,49,49,59,59,59,61,61,63,63,63,63,72,74,2005
2420,6701777779,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
2424,6602792566,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2427,35181827800,2,2,2,2,4,5,5,5,38,40,41,41,41,44,2005
2624,15020195900,4,4,4,4,8,8,8,8,8,12,12,12,12,12,2005
2750,57204294449,5,5,5,5,5,5,5,12,12,12,12,12,12,12,2005
2843,7406673377,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2970,25723618700,4,4,4,4,4,4,4,8,8,8,8,8,8,9,2005
3033,57204374015,3,3,3,3,6,7,8,8,12,12,12,12,12,12,2005
3086,13608679000,4,4,4,4,4,5,9,9,13,14,18,20,22,25,2005
3162,7005396019,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
3210,6603962601,14,14,14,14,14,14,14,29,29,29,29,29,29,29,2005
