Unnamed: 0,ID,2014,2015,2016,2017,2018,start_year
8,7003729382,2,2,2,2,2,2014
12,56091446600,5,5,5,5,8,2014
15,6603228789,3,3,3,3,3,2014
27,55892354500,3,3,3,3,3,2014
30,56490304600,2,2,2,2,2,2014
36,57199470231,77,77,77,77,77,2014
38,56003475600,6,6,6,6,6,2014
43,56278368100,4,5,5,5,5,2014
44,55905767600,6,17,24,24,24,2014
58,56764415200,1,1,1,1,1,2014
63,55390323200,2,2,4,4,4,2014
86,55531427200,9,9,9,9,9,2014
110,56080718100,7,7,7,7,7,2014
123,54785262900,4,7,9,9,9,2014
132,7201884734,6,6,6,6,6,2014
157,8554454800,8,8,8,8,8,2014
167,55961075000,2,2,2,3,8,2014
168,8920845500,57,57,57,57,57,2014
182,7003376187,14,14,14,14,14,2014
207,25627283300,6,6,6,6,6,2014
224,35238939800,2,2,2,2,2,2014
230,7101782257,5,5,5,5,5,2014
253,8210164900,5,5,5,5,5,2014
254,55507392400,4,4,4,4,9,2014
265,7003663098,71,71,104,104,104,2014
266,23989107600,19,19,19,19,19,2014
289,57190798269,12,12,12,12,12,2014
295,7102447001,8,9,9,13,13,2014
300,56323460100,2,4,6,6,7,2014
313,56463148700,63,63,63,63,63,2014
321,7102700855,1,1,1,1,1,2014
335,6507989604,4,4,4,4,4,2014
339,56056477500,3,5,5,5,5,2014
355,35292611200,5,5,5,5,5,2014
358,55513194100,6,16,16,16,16,2014
365,56515297200,18,18,18,18,18,2014
371,36170379700,3,3,3,3,3,2014
398,55210404700,2,5,5,5,5,2014
426,56724226600,3,3,3,3,3,2014
431,34978108100,22,22,22,22,22,2014
448,56368652700,3,3,3,3,3,2014
463,56442094500,1,1,1,1,1,2014
465,6701814469,4,4,4,4,4,2014
502,56303734800,4,4,4,4,4,2014
507,53364401900,1,1,2,2,2,2014
515,56600628100,2,2,3,3,3,2014
532,55845598600,1,3,4,4,4,2014
535,55056139500,2,2,2,2,6,2014
539,14826391900,10,10,20,20,28,2014
541,7006055356,5,11,20,23,26,2014
546,35794846500,8,8,8,8,8,2014
568,56600853100,2,2,2,2,2,2014
577,7006300324,6,8,8,8,8,2014
587,26540948400,1,1,1,1,1,2014
595,56305144400,7,7,7,7,7,2014
602,55329916500,3,3,48,48,48,2014
605,57185537000,3,3,3,3,3,2014
606,23568612400,6,6,6,6,6,2014
609,56690567000,8,8,8,8,8,2014
619,6603017352,5,5,5,5,5,2014
647,56548893100,8,8,8,8,8,2014
657,55235036700,10,15,15,34,34,2014
661,56418593600,2,2,2,2,2,2014
687,26429318000,37,37,40,40,40,2014
711,35316018200,3,3,4,7,7,2014
722,7004159827,83,83,83,83,83,2014
742,56485392200,3,3,3,3,3,2014
