Unnamed: 0,ID,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
1,7004267341,10,10,10,10,16,16,16,16,16,16,16,2008
16,25628233000,3,3,3,3,7,7,7,7,7,7,7,2008
42,36164894300,2,2,2,2,2,2,2,2,5,13,13,2008
62,26664481000,1,3,3,3,5,25,40,44,48,56,58,2008
73,6602531058,5,5,5,5,5,5,5,5,5,5,5,2008
81,6603477323,9,9,9,9,9,9,9,9,9,9,9,2008
134,15842015600,3,3,3,3,3,7,9,9,9,11,11,2008
143,25825575400,3,3,10,10,10,10,10,11,11,11,11,2008
154,23974111700,3,3,5,8,12,12,13,13,18,19,19,2008
187,6701690859,1,5,6,8,8,11,11,11,14,14,14,2008
193,6507601911,9,12,14,14,14,14,14,14,14,14,14,2008
222,26435136200,3,3,4,5,5,9,12,14,14,14,14,2008
245,25655229400,5,5,5,5,5,5,5,11,11,11,11,2008
256,23990008400,3,3,3,3,3,3,3,7,7,9,9,2008
334,56888636300,3,4,12,18,19,26,26,26,35,68,72,2008
356,7202855332,5,5,5,5,5,5,5,5,5,5,5,2008
395,35548863600,7,15,15,15,15,18,18,18,42,42,42,2008
414,7006736906,2,3,3,3,3,3,3,3,3,3,3,2008
442,8926076800,1,1,3,3,3,7,8,8,10,14,14,2008
544,24831715800,1,2,20,23,24,24,24,24,33,36,39,2008
560,25960338400,2,4,4,4,5,6,6,8,8,8,8,2008
702,7103266173,7,7,7,19,19,19,19,19,19,19,19,2008
718,21934214100,5,5,5,7,7,7,11,11,11,11,11,2008
751,8970612300,8,8,8,8,8,8,8,8,8,8,8,2008
805,7003833968,7,9,20,22,22,28,32,35,35,40,43,2008
849,37087258700,12,13,13,28,30,38,39,39,39,39,39,2008
937,7003785403,10,10,10,12,12,12,12,12,12,12,12,2008
1021,23004849100,2,2,2,2,5,5,5,5,5,5,5,2008
1072,6603385761,5,5,5,5,5,5,16,20,20,20,20,2008
1121,25927774800,3,3,4,4,5,5,10,10,15,16,17,2008
1139,55998831700,6,6,6,6,9,12,12,14,16,18,18,2008
1155,7006156483,15,15,15,15,15,15,15,19,19,19,19,2008
1232,24778639600,2,3,3,3,3,3,3,3,3,3,3,2008
1256,8219591600,6,6,6,17,17,17,17,24,24,24,24,2008
1259,6508220332,1,1,1,1,1,1,2,2,6,6,6,2008
1311,6603563139,5,5,5,5,5,5,5,5,5,5,5,2008
1360,35581770400,3,3,3,3,3,5,5,5,5,5,5,2008
1367,7005139298,10,10,16,17,17,17,24,24,24,24,24,2008
1441,57194691438,4,4,4,4,13,13,13,13,13,13,13,2008
1513,36124790200,3,3,5,11,15,16,16,19,21,24,26,2008
1602,7006345844,5,13,13,13,15,15,20,20,20,24,24,2008
1659,25822460800,5,5,5,5,5,5,5,15,15,15,15,2008
1691,26767962900,3,4,4,4,4,5,6,6,9,9,9,2008
1721,24777894300,2,3,3,3,8,8,12,13,15,19,21,2008
1758,7006764938,4,4,4,4,4,4,4,4,4,4,4,2008
1794,56235309600,3,3,3,4,6,7,7,8,9,9,9,2008
1880,24070111000,4,4,4,4,4,4,4,4,4,4,4,2008
1932,24175917000,3,4,4,4,5,5,5,14,18,18,18,2008
1957,36562504600,3,3,3,11,26,34,41,48,50,52,52,2008
2102,7201641848,3,3,3,3,3,3,3,3,3,3,3,2008
2116,24764621500,2,5,5,5,5,5,5,6,7,7,7,2008
2151,26323538600,6,6,6,6,7,7,7,7,7,7,7,2008
2196,24176537100,1,1,1,1,1,8,12,12,12,12,12,2008
2208,22951743400,3,3,3,3,3,3,3,3,3,3,7,2008
2241,57195529441,1,1,1,1,1,3,6,6,6,8,8,2008
2254,23466606800,3,4,4,4,4,4,4,4,4,4,4,2008
2319,24821056800,3,3,3,3,7,10,14,14,14,15,15,2008
2358,23491959900,3,4,5,6,9,10,10,10,10,12,12,2008
2373,35090098700,2,3,6,6,8,10,11,11,15,15,22,2008
2390,7006674531,4,4,4,4,4,4,4,4,4,11,11,2008
2468,23979609400,3,5,6,7,8,9,9,13,13,13,13,2008
2510,24463464200,4,10,10,10,10,10,10,15,29,29,29,2008
2548,7006475047,6,6,6,6,6,6,6,12,12,12,12,2008
