Unnamed: 0,ID,2012,2013,2014,2015,2016,2017,2018,start_year
11,36634548900,4,9,9,9,9,9,9,2012
26,35226280500,3,3,3,3,3,3,3,2012
65,55146647600,4,4,11,11,13,13,13,2012
83,55684446500,2,2,2,2,2,2,2,2012
100,6701714180,59,69,69,69,69,69,69,2012
126,55390131000,2,2,2,2,2,2,2,2012
139,8915683900,4,4,4,4,4,4,4,2012
151,16027501900,23,23,23,23,23,23,23,2012
184,24335475600,7,10,10,10,10,15,15,2012
206,9436849500,3,3,24,24,29,29,29,2012
226,23005317000,7,7,7,7,7,7,7,2012
228,55995655700,2,2,2,3,3,7,17,2012
268,12242450800,2,3,3,3,7,7,7,2012
271,8937681800,6,6,6,6,7,7,7,2012
277,7004022711,26,32,32,32,32,32,32,2012
336,55485940200,4,4,6,6,6,6,6,2012
368,23476362800,4,4,4,4,4,9,9,2012
411,55371568400,2,2,3,4,4,4,4,2012
459,6602654044,11,11,11,26,33,33,33,2012
489,54396240700,2,2,2,23,23,23,23,2012
494,7004736287,14,17,17,17,43,43,43,2012
522,53877668500,2,2,3,3,3,3,3,2012
524,55387308700,4,4,4,4,4,4,4,2012
527,14044821700,3,3,3,8,11,14,14,2012
538,56603526600,6,6,6,6,6,6,6,2012
542,35750932500,4,4,4,4,4,4,4,2012
548,7004889724,16,16,16,16,64,64,89,2012
588,6602823587,6,6,6,6,6,7,7,2012
631,35366144000,4,4,4,4,4,4,4,2012
706,23019496400,3,3,3,3,3,3,3,2012
726,55545451400,2,2,2,2,2,4,6,2012
728,6506961099,7,7,7,7,7,7,7,2012
733,55509195900,3,3,3,5,5,5,11,2012
765,13406989600,10,10,10,10,10,10,10,2012
797,55355619500,2,3,4,4,4,5,7,2012
869,7004053328,12,22,31,46,46,46,46,2012
888,56226169900,4,4,4,4,4,4,4,2012
898,55248308500,1,1,3,3,4,4,4,2012
899,36570451600,2,2,7,7,7,7,7,2012
909,6507491363,5,5,5,6,6,10,10,2012
931,55332834100,3,3,4,4,4,4,4,2012
934,22951839000,6,9,9,9,9,9,9,2012
988,56023454200,3,3,3,3,3,3,3,2012
1013,7004464530,46,63,63,63,63,63,63,2012
1025,57192812164,5,5,5,5,5,5,5,2012
1036,36666791400,26,26,26,29,36,36,36,2012
1037,24725611200,2,2,5,5,6,6,10,2012
1045,57200513432,3,3,7,7,7,7,7,2012
1070,56731825000,2,2,2,4,4,4,4,2012
1124,14017585800,11,11,11,11,11,11,11,2012
1131,35725963200,8,10,10,10,10,10,10,2012
1184,36938648000,14,14,14,14,14,14,14,2012
1195,55806758200,2,5,14,14,14,14,14,2012
1198,55897204500,4,7,7,7,11,14,30,2012
