Unnamed: 0,ID,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
74,55883275100,1,5,6,6,6,8,9,9,10,10,13,13,13,14,14,14,14,2002
290,8620148200,16,16,19,26,34,34,42,42,76,76,78,78,106,106,180,180,227,2002
306,35446002900,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2002
450,14056666500,15,15,15,15,18,18,18,18,18,26,27,27,32,32,40,40,40,2002
451,23670246400,5,5,11,11,11,20,22,47,52,52,52,52,52,52,52,53,53,2002
643,8326623700,3,4,4,4,4,8,8,11,11,13,16,16,16,22,24,24,24,2002
811,55174217600,15,15,15,15,15,15,15,34,34,34,83,83,83,83,83,83,83,2002
858,55439552600,12,12,32,32,51,51,78,78,91,91,91,91,129,129,129,186,186,2002
911,6603438406,2,10,10,10,16,25,26,38,38,44,53,80,86,97,100,114,131,2002
955,16067854600,2,2,2,2,2,8,16,17,52,52,54,83,85,85,85,133,133,2002
1113,55952572800,5,5,5,5,8,15,28,32,35,37,40,44,44,51,52,55,57,2002
1417,7404071092,1,1,1,3,5,5,5,5,5,8,8,8,12,12,12,12,12,2002
1473,8705778800,5,8,8,9,10,15,22,31,42,50,64,74,81,92,94,95,96,2002
1478,6507136296,4,4,4,4,9,9,9,9,9,9,9,9,9,9,38,38,38,2002
1527,6603102301,3,3,3,3,3,3,3,4,6,6,9,9,9,10,11,12,20,2002
1814,12645434100,4,4,4,4,7,7,22,26,26,37,43,48,48,48,55,55,73,2002
1889,23008795500,8,8,8,8,8,8,8,8,8,8,8,8,63,63,63,63,63,2002
1892,7005234925,1,1,3,3,3,3,3,5,5,5,6,9,9,9,9,9,9,2002
2009,22233692500,1,1,1,1,1,5,8,9,11,13,16,17,20,20,20,23,23,2002
2117,7003299143,6,10,10,15,15,15,15,15,15,15,19,23,23,23,23,23,23,2002
2154,6603498275,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2002
2182,7003781230,1,1,1,1,4,6,6,6,6,6,6,6,6,6,6,6,6,2002
2242,23024104800,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,12,12,2002
2269,6602076340,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
2315,55943071200,3,3,4,4,4,4,4,4,4,4,4,10,17,17,17,19,19,2002
2446,6508336428,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
2467,7007123513,17,17,17,17,17,17,17,17,37,37,37,37,37,37,37,37,37,2002
2547,7006680367,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2002
2586,56250233400,3,3,3,7,8,8,8,9,9,9,9,9,9,9,11,11,11,2002
2676,57196349744,7,7,7,13,13,13,13,13,13,13,13,13,13,13,13,13,18,2002
3022,6603575928,6,15,15,15,15,19,19,19,41,50,50,50,50,60,60,60,60,2002
3024,7102508647,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,8,8,2002
3027,55990666200,4,4,5,5,5,5,6,6,11,12,14,15,19,19,24,25,25,2002
3143,7003819403,4,5,6,6,8,8,10,10,10,11,12,13,13,14,16,16,16,2002
3315,57203052268,3,5,5,5,5,8,8,12,12,12,12,12,12,12,14,14,14,2002
3348,6506734202,2,2,2,2,2,2,2,2,2,2,6,6,7,7,7,7,7,2002
3397,14833408400,12,12,20,20,111,111,116,116,129,129,129,129,190,190,190,190,203,2002
3440,35579634600,25,25,31,31,31,31,31,31,31,31,31,31,43,43,43,43,43,2002
3583,7003957850,7,7,7,7,7,7,7,11,15,15,18,18,18,20,21,21,30,2002
3680,35371932100,25,25,47,55,89,89,89,89,89,89,89,89,89,89,89,89,89,2002
3781,7006609289,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2002
3853,14054004400,7,7,7,7,7,7,7,7,7,7,7,21,21,21,21,21,21,2002
3897,24284980100,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2002
