Unnamed: 0,ID,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
37,7005152559,2,2,2,4,4,4,4,4,4,4,2009
72,7101647136,8,8,8,8,8,8,8,8,8,8,2009
172,7102555799,6,6,65,65,65,65,66,66,66,66,2009
194,15835646600,3,3,3,3,3,3,3,3,5,5,2009
299,24484862400,6,6,6,6,6,6,6,6,6,6,2009
303,7005810184,2,2,2,2,2,5,5,5,5,5,2009
310,35168696400,4,6,6,6,6,6,6,6,6,6,2009
362,36715149800,3,3,3,9,9,13,14,22,22,22,2009
377,6507056350,2,2,2,6,10,10,10,10,10,10,2009
412,7003479767,3,3,3,3,9,9,9,9,9,34,2009
424,26435119700,3,3,3,6,6,6,9,9,9,9,2009
500,7003713793,3,3,3,3,3,3,3,3,3,3,2009
589,23474799500,6,6,10,10,10,22,22,22,22,22,2009
599,27667472500,4,5,8,15,15,15,18,18,18,18,2009
622,16029040600,4,4,7,7,12,14,14,31,31,31,2009
640,6603321277,3,3,8,8,8,8,13,13,13,13,2009
717,35302494500,2,2,2,2,5,5,14,17,17,19,2009
720,7404506656,15,15,15,15,15,15,15,21,21,21,2009
730,6601968404,6,8,10,11,11,12,19,28,42,42,2009
838,16319079100,12,12,12,12,12,25,44,44,44,44,2009
1020,23484315300,4,4,4,4,8,8,9,9,9,11,2009
1042,15020183900,1,2,4,6,7,8,8,9,9,13,2009
1053,6603704033,21,21,21,21,21,21,21,21,21,21,2009
1054,24342928100,1,1,3,3,3,3,4,4,4,4,2009
1080,35174796800,2,3,3,8,8,8,11,11,16,16,2009
1097,26039654200,2,3,3,3,3,3,3,3,3,3,2009
1120,23986944000,3,3,3,8,8,8,8,8,8,15,2009
1130,54584253000,28,28,33,33,43,46,46,48,48,48,2009
1174,18036679500,1,5,5,6,6,7,7,12,12,12,2009
1237,16308985300,3,3,3,3,3,3,3,3,3,3,2009
1240,36161267400,4,5,5,5,5,5,5,5,5,5,2009
1283,16241808600,7,7,37,37,37,37,37,37,37,37,2009
1327,55919930400,17,27,35,50,58,94,110,118,127,140,2009
1409,26968131700,3,4,7,12,15,15,20,21,21,30,2009
1411,7005636102,4,4,4,4,4,4,4,4,4,5,2009
1422,7003589075,1,4,8,11,13,13,13,13,15,15,2009
1426,35810377900,3,3,6,6,6,6,6,6,6,8,2009
1427,25031238600,4,4,4,4,9,11,11,11,12,12,2009
1580,35253294700,4,5,5,5,12,12,12,12,12,12,2009
1594,55842468000,20,20,108,143,146,146,154,154,169,169,2009
1616,23036062700,6,6,6,6,11,11,11,16,16,16,2009
1617,7006437864,5,18,18,24,28,31,31,31,49,55,2009
1668,35179791100,3,3,3,5,5,12,14,17,19,19,2009
1706,26428029800,2,2,2,2,6,11,12,13,13,13,2009
1753,35321401400,4,4,10,12,16,26,29,39,44,59,2009
1808,28767570400,1,1,1,1,1,1,1,1,1,1,2009
1829,26535124100,6,6,6,15,20,23,23,23,23,23,2009
1908,56275791600,3,3,3,8,10,10,12,12,12,12,2009
1911,7005464348,9,9,9,9,9,9,9,9,9,11,2009
1918,16647629300,2,2,5,9,9,9,12,18,18,18,2009
1921,35182485100,17,18,24,24,24,24,40,40,40,40,2009
1928,24470943700,4,4,4,4,4,4,7,7,7,13,2009
1940,16549448700,5,5,17,17,17,17,21,26,26,26,2009
1952,26322177400,4,4,4,4,4,4,4,4,4,4,2009
2004,34979238400,4,4,4,4,4,10,10,10,33,33,2009
2010,49961164400,4,4,4,4,4,4,4,4,4,4,2009
2123,6602880437,11,11,11,11,26,44,44,44,55,61,2009
2147,6603851388,4,4,4,4,4,4,4,4,4,4,2009
2176,56257200500,10,10,10,10,10,10,10,10,10,10,2009
2190,9940667600,6,14,14,14,18,18,23,26,26,26,2009
2231,56597543700,2,2,2,2,2,2,2,2,2,2,2009
2237,35868023100,6,6,6,6,6,6,6,6,6,6,2009
2267,7004123744,3,3,4,4,4,8,8,8,8,8,2009
2294,6602183514,3,3,3,3,3,3,3,3,3,3,2009
2312,7003792530,7,7,7,7,7,7,7,7,7,7,2009
2337,6602312160,4,4,6,6,6,6,6,6,6,6,2009
2365,6602924956,5,5,6,6,6,10,10,10,10,10,2009
2530,50162526500,3,5,5,8,8,8,17,17,18,18,2009
2569,35145708800,6,6,6,6,6,6,6,6,6,6,2009
2574,8092430100,4,4,6,6,7,8,8,8,9,9,2009
2585,27867818600,3,3,3,3,3,3,3,3,3,3,2009
2599,24168886900,10,10,10,10,10,10,10,14,14,14,2009
2602,36241672900,2,2,8,16,17,20,23,26,28,37,2009
2620,35226484600,13,13,13,13,13,13,13,13,13,13,2009
2684,14831857200,3,4,15,21,27,31,42,48,53,65,2009
2691,8701117500,14,14,18,18,22,22,25,25,25,25,2009
2727,35204372400,2,3,3,6,6,9,11,17,41,43,2009
2806,6602074839,10,10,10,10,10,10,10,10,10,10,2009
2861,57196686620,5,5,5,6,6,6,6,6,6,6,2009
2865,7202042160,6,6,6,6,6,6,6,6,6,6,2009
2890,8710599700,1,1,1,1,1,5,5,8,10,13,2009
2909,55819251700,8,12,17,17,17,23,26,26,34,35,2009
2930,19638440700,4,4,5,5,5,5,5,5,9,9,2009
2933,25628094900,3,3,3,5,5,5,5,5,5,5,2009
2945,36022692400,4,4,12,15,15,17,18,19,19,19,2009
3013,35173299500,4,4,5,5,5,10,18,18,19,23,2009
3031,26435991700,3,3,3,3,3,3,4,4,4,4,2009
3076,7004669898,3,3,3,3,3,3,3,3,3,3,2009
3118,9734730000,4,4,6,6,7,8,9,9,9,9,2009
3140,26768454800,2,2,5,5,5,5,5,5,10,10,2009
3157,27867805500,5,11,11,11,14,16,16,61,61,61,2009
3198,34771280000,1,1,1,1,1,6,7,7,7,7,2009
3246,8357289200,11,39,39,110,110,121,121,121,121,121,2009
3262,8503782900,5,5,5,14,14,14,21,21,21,21,2009
3268,8356260500,12,13,18,18,24,35,38,42,42,44,2009
3282,23476581200,3,3,3,3,3,5,7,7,7,7,2009
3557,9734164200,2,2,2,2,2,2,2,2,2,2,2009
3605,34969831000,2,2,4,5,5,11,12,15,15,15,2009
3607,35226223800,2,2,2,2,4,4,4,4,4,6,2009
3621,7003282073,6,6,6,6,6,6,6,10,10,10,2009
3628,23979264200,6,6,6,12,13,13,13,13,13,13,2009
3673,23482427200,5,6,7,8,8,8,11,12,12,12,2009
3678,24481221300,7,7,7,7,16,16,16,16,16,16,2009
3705,6508292183,2,2,2,2,7,8,11,13,13,13,2009
3759,57204288793,17,17,17,23,23,23,23,26,30,30,2009
3761,35333643900,5,13,15,15,15,19,19,19,19,19,2009
3797,35361712600,2,2,3,6,7,7,12,21,22,24,2009
3875,7403201511,11,17,21,21,26,26,27,34,34,35,2009
3884,6508129302,5,5,5,5,5,5,5,5,5,5,2009
3967,7007024506,2,2,2,2,2,2,2,2,2,2,2009
4020,6507657942,6,6,6,6,9,9,12,14,17,25,2009
4056,36105629400,2,2,3,4,5,8,9,12,13,15,2009
4075,26428945700,4,4,4,4,8,8,8,8,8,8,2009
4098,7006625059,3,3,3,3,3,3,3,3,3,3,2009
4227,6603707763,5,5,5,5,5,5,5,5,5,5,2009
4238,35812218200,8,8,9,9,9,9,16,20,28,28,2009
4304,35178719500,4,4,4,4,7,10,10,10,10,10,2009
4316,16647320500,2,2,2,2,3,3,3,4,5,5,2009
4329,38663419600,6,6,19,19,21,21,21,21,21,21,2009
4335,26431908600,16,16,16,16,16,16,16,16,16,16,2009
4346,7006177587,4,4,4,7,7,9,9,9,9,9,2009
4446,57196974608,2,8,21,22,22,22,22,23,23,23,2009
4455,25650338100,12,12,12,12,14,14,14,14,14,14,2009
4543,14523639900,3,3,3,3,3,6,6,6,6,6,2009
4573,6602208166,19,19,19,19,19,26,26,26,26,30,2009
4612,25224446100,7,7,7,7,7,7,7,7,7,7,2009
4616,6602761586,2,6,6,6,6,6,6,6,6,6,2009
4625,24605021000,7,16,16,17,17,17,17,17,17,17,2009
4693,57196223196,3,5,5,5,5,5,5,5,5,5,2009
4746,35198071500,2,6,9,12,16,26,43,53,69,85,2009
4769,9735472300,5,5,5,17,17,17,19,19,19,19,2009
4781,6602493159,9,9,9,9,9,9,9,9,9,9,2009
4808,6701432885,1,1,1,1,1,1,2,2,2,2,2009
4812,8403649600,2,2,4,4,5,9,9,9,9,9,2009
4856,7006926415,7,7,7,7,7,7,7,7,7,7,2009
4881,7005250309,9,9,9,9,9,9,9,9,9,9,2009
4883,7003448733,1,1,1,1,1,1,1,1,1,1,2009
4962,7501607913,4,7,7,7,7,7,8,8,8,8,2009
4985,35847370300,4,7,11,17,17,17,17,17,17,17,2009
4991,8590888100,3,7,7,7,7,7,7,7,17,17,2009
5033,56442558700,4,4,4,5,5,7,7,7,7,7,2009
5059,7004324018,2,7,8,8,16,16,18,20,21,21,2009
5155,35078236000,7,7,7,7,9,9,9,9,9,9,2009
5160,35180917900,4,4,4,8,8,8,8,8,10,10,2009
5228,28567754700,1,1,1,1,3,3,3,3,3,3,2009
5241,6602824687,2,2,2,2,2,2,2,2,2,2,2009
5310,15924889800,72,72,72,72,72,72,72,72,72,72,2009
5320,16318942400,5,5,5,5,5,11,11,11,11,11,2009
5327,35204207700,11,11,20,20,20,20,22,22,25,25,2009
5355,35147909600,2,2,2,2,2,2,2,2,2,2,2009
5364,26031736100,2,2,4,4,5,6,6,6,6,9,2009
5440,35087983500,1,2,11,13,14,23,24,24,24,26,2009
5459,13411035300,1,1,1,1,2,2,5,5,5,5,2009
5475,6603232307,2,2,2,2,2,2,2,2,2,2,2009
5543,35312224000,8,20,20,20,20,20,20,20,32,32,2009
5559,7003434202,1,2,2,2,2,2,2,2,2,2,2009
5590,26040513700,3,3,3,3,3,3,3,3,3,3,2009
5604,6603366433,4,4,4,4,4,4,4,4,4,4,2009
5639,6602491422,3,3,3,3,3,3,3,3,3,3,2009
5676,23490756200,18,19,23,36,50,57,62,75,83,101,2009
5687,35317631400,20,20,32,32,32,32,32,32,32,32,2009
5701,15761037000,5,5,6,6,11,19,22,23,23,27,2009
5777,26534030100,6,6,7,7,7,7,7,7,7,7,2009
5805,55102996300,3,3,3,3,3,3,3,3,3,3,2009
5894,57202611852,3,3,5,5,5,5,7,7,7,7,2009
5900,36806745400,3,3,3,7,7,19,19,20,22,22,2009
5983,14422385100,4,4,4,4,11,11,11,11,11,11,2009
6056,7006737124,13,13,13,13,13,13,13,13,13,13,2009
6102,12763907100,2,2,4,4,4,4,4,4,4,4,2009
6105,26428472800,4,4,4,14,17,20,20,33,37,38,2009
6126,25925368500,8,8,11,11,20,20,20,20,20,20,2009
6146,36722858400,4,21,21,23,24,24,24,27,33,34,2009
6151,8978041800,2,5,6,6,6,8,8,10,10,10,2009
6246,7801351597,20,20,20,20,20,20,20,21,22,22,2009
6271,6603848211,5,5,5,6,6,6,7,7,7,7,2009
6313,26427771900,6,6,6,6,6,14,14,14,14,14,2009
6368,9335815300,12,18,21,21,35,35,35,35,45,45,2009
6420,36906735100,2,3,3,5,5,6,10,10,10,10,2009
6421,55360417300,2,2,2,2,2,2,2,2,2,2,2009
6438,6603951855,5,5,5,5,5,5,5,5,5,5,2009
6470,36242336100,3,3,6,6,6,6,6,6,9,9,2009
6495,26424843800,5,5,6,6,7,7,7,7,7,7,2009
6552,35302811300,2,2,7,9,15,15,15,15,15,16,2009
6671,6506893342,5,6,12,12,12,12,12,12,12,12,2009
6673,6506607050,2,7,27,36,49,64,73,75,82,92,2009
6712,15724546500,5,19,21,21,21,21,29,29,29,29,2009
6757,26967774400,3,3,4,4,4,4,5,6,6,6,2009
6778,56500820000,4,4,4,4,4,4,4,4,4,4,2009
6802,7004300086,21,21,21,21,21,21,21,21,21,21,2009
6821,6505921559,7,7,7,7,7,7,7,7,7,7,2009
6854,56011200900,9,10,14,14,21,21,21,21,21,21,2009
6885,35092391600,2,3,5,8,8,12,16,19,22,22,2009
6886,24329321000,3,3,3,3,3,5,5,5,11,11,2009
6897,36888902800,4,4,4,4,10,12,12,12,16,16,2009
7009,57197937341,4,5,5,8,8,8,8,8,8,8,2009
7028,23489999800,2,3,3,3,8,11,11,17,17,18,2009
7047,7003879103,2,2,2,2,2,2,2,2,2,2,2009
7065,6508035064,5,5,5,5,5,5,5,5,5,5,2009
7070,20433556100,2,2,2,2,9,18,18,18,18,24,2009
7077,55667756000,2,2,5,6,6,9,9,9,9,9,2009
7086,23098165900,13,13,13,13,13,13,13,13,13,13,2009
7131,25634124700,2,2,2,2,2,2,2,2,2,2,2009
7169,8719314400,15,32,32,32,32,32,32,32,32,32,2009
7179,8878783400,27,59,59,71,74,74,74,74,74,74,2009
7192,26531797800,3,3,3,3,3,3,3,3,3,3,2009
7220,7003503150,8,8,8,8,14,14,14,14,14,14,2009
7233,35218994500,2,2,2,10,18,20,24,25,28,38,2009
7382,7003865400,2,3,3,3,7,7,7,7,7,7,2009
7417,57197395666,4,4,23,23,25,25,25,25,25,25,2009
7434,6701570802,8,8,8,22,22,35,35,35,35,35,2009
7442,55887998300,3,3,3,3,3,3,3,3,3,3,2009
7449,7402155969,4,4,7,7,13,15,15,17,17,23,2009
7474,8856583300,2,2,2,2,2,2,2,2,2,2,2009
7508,51863290800,1,1,1,1,1,1,7,7,7,7,2009
7538,23100915500,2,2,2,2,2,3,3,3,3,3,2009
7540,26656366200,5,5,5,6,7,7,7,7,7,7,2009
7608,7004208961,11,11,11,11,11,11,11,11,11,11,2009
7660,35436121000,2,2,2,2,2,2,2,2,2,2,2009
7678,55715782900,2,2,2,2,2,2,2,2,2,2,2009
7695,36099970100,3,3,5,7,7,11,13,13,16,18,2009
7706,25947718600,5,5,5,8,8,8,8,8,8,8,2009
7785,6602453974,4,4,4,4,4,4,4,4,4,4,2009
7876,6603515780,3,3,3,3,3,3,7,7,15,15,2009
7880,28567537600,5,14,15,15,26,26,42,56,64,70,2009
7906,35172601800,1,1,1,1,1,1,1,1,1,1,2009
8002,6602852480,10,10,10,10,10,10,10,10,10,10,2009
8015,7004332361,4,4,4,4,4,4,4,4,4,4,2009
8040,7101685546,7,7,7,7,7,7,7,7,7,7,2009
8043,35745564100,1,2,9,22,24,33,34,38,42,44,2009
8104,35766755300,2,2,2,4,4,8,9,9,10,10,2009
8141,16505999200,4,4,4,4,7,8,8,8,8,8,2009
8191,35248827000,3,7,11,13,16,16,20,20,20,20,2009
8203,36819601300,4,4,4,4,9,9,9,9,9,9,2009
8228,7102160800,4,4,4,13,13,13,13,13,13,13,2009
8241,35178951000,6,6,11,14,17,19,23,23,24,25,2009
8365,6603271679,2,2,2,6,6,13,14,14,14,14,2009
8376,35270335300,1,3,3,3,5,7,10,10,10,10,2009
8397,8733465500,9,9,9,9,9,9,9,9,9,9,2009
