Unnamed: 0,ID,2018,start_year
7,56985435800,8,2018
24,57205427735,2,2018
31,8525292600,6,2018
40,56079662200,7,2018
41,57204397298,4,2018
56,55452991000,6,2018
61,57203179449,4,2018
66,56245385900,6,2018
75,24464505800,1,2018
90,57203101107,4,2018
95,55629547200,2,2018
103,10044860900,9,2018
108,57205349755,5,2018
111,57206490200,4,2018
121,57203229438,12,2018
122,56305691900,2,2018
124,57204440999,6,2018
135,57193844980,8,2018
137,57195559331,3,2018
142,6603096510,9,2018
148,57190980395,9,2018
159,57194835427,10,2018
160,57207468590,9,2018
171,7103138947,3,2018
183,6603212866,3,2018
186,56548968900,6,2018
188,57190573713,4,2018
208,56452559000,29,2018
209,57202889895,2,2018
212,57163047100,2,2018
217,57021574800,5,2018
227,36240772300,2,2018
229,57203204624,3,2018
243,57195940191,6,2018
248,57206736873,1,2018
249,55346238800,3,2018
270,56747980200,6,2018
275,56257263600,85,2018
278,7410389613,3,2018
283,35579517100,4,2018
285,57194144148,2,2018
296,57203964565,7,2018
315,57202308622,2,2018
317,57202293265,3,2018
322,57190001162,7,2018
329,6506175112,8,2018
343,57203228472,3,2018
348,36177268800,4,2018
352,57205205269,3,2018
353,6602704112,1,2018
364,56135211500,25,2018
367,37091588100,6,2018
376,57192113111,4,2018
380,56086562300,7,2018
386,37080173500,2,2018
392,57189464937,2,2018
394,57194829795,3,2018
397,35335928400,16,2018
400,56500665400,10,2018
418,57189067538,3,2018
420,35608588800,4,2018
428,57205276364,4,2018
429,57193837049,5,2018
437,35097705100,53,2018
440,57193573319,34,2018
443,57202218414,7,2018
445,55198926300,5,2018
458,25031812100,4,2018
472,57190854987,8,2018
477,56195317700,6,2018
484,57203753228,3,2018
492,57204151682,18,2018
496,6503944394,22,2018
499,57192708193,5,2018
510,57204921300,3,2018
511,57132195300,4,2018
512,57205197386,2,2018
523,55227532300,6,2018
540,56857628600,5,2018
547,6506173536,17,2018
554,7004580383,8,2018
561,57207659369,5,2018
562,57202452343,20,2018
563,56841677200,34,2018
564,57188925334,7,2018
566,57193717368,3,2018
569,14834116500,11,2018
572,55647164349,9,2018
591,24171745600,3,2018
597,57202463996,2,2018
611,57205865258,9,2018
612,55547286400,6,2018
613,57190765982,17,2018
626,57201524269,4,2018
629,55776619300,3,2018
638,55920231400,46,2018
641,57203979023,3,2018
649,57202195982,4,2018
663,57199121290,4,2018
678,57202019974,3,2018
685,22835644200,6,2018
688,55605778823,11,2018
691,57206328254,5,2018
697,57200202986,4,2018
699,56203876600,4,2018
701,57201895372,31,2018
705,57203132154,3,2018
713,55121369800,8,2018
723,57200935001,2,2018
724,57195152562,1,2018
732,24821887700,2,2018
743,54987296800,26,2018
753,56019103400,2,2018
759,35176582100,28,2018
760,57193245301,6,2018
762,57203306678,10,2018
773,55250026100,5,2018
776,57202982268,9,2018
794,6503987935,39,2018
807,6507454795,3,2018
817,56401138700,6,2018
820,8619685500,7,2018
822,56295197500,3,2018
823,57204427716,5,2018
825,6603574633,3,2018
827,57194597960,2,2018
829,7004577586,9,2018
832,7005834063,35,2018
