Unnamed: 0,ID,2016,2017,2018,start_year
42,42061855800,4,64,64,2016
43,57190745554,4,4,4,2016
49,56365987700,3,5,5,2016
66,56707356100,2,2,4,2016
86,7006062519,9,9,9,2016
87,57194657295,11,11,11,2016
91,6602350090,72,72,72,2016
105,10639679200,6,6,6,2016
126,6507310196,4,4,4,2016
127,55892431600,5,5,5,2016
149,57189664712,11,11,11,2016
166,55210333600,3,4,4,2016
178,57190943852,7,7,7,2016
193,55505575800,3,9,11,2016
196,8702625800,3,3,3,2016
199,57189213486,3,3,3,2016
206,6505920789,4,4,4,2016
208,56383419500,36,36,100,2016
213,56146573000,2,2,4,2016
216,57188342600,3,3,3,2016
257,56045574200,13,13,13,2016
261,57191039090,3,3,3,2016
262,57192371813,3,3,3,2016
269,55256351900,4,4,4,2016
273,7201365464,3,3,3,2016
279,57189311190,14,14,14,2016
281,57192295130,21,21,21,2016
284,57197672885,3,7,10,2016
290,57189344824,82,82,82,2016
308,57189072926,3,3,3,2016
312,31767729700,9,9,9,2016
313,42261460000,2,2,2,2016
339,56593116100,26,26,26,2016
343,57190300756,5,5,5,2016
357,23995705900,3,3,3,2016
359,6506951919,1,1,1,2016
366,55601764600,10,10,10,2016
373,55825941600,18,18,18,2016
412,57193573205,41,41,41,2016
416,57192384032,3,3,7,2016
423,57160175300,17,17,17,2016
492,57188752250,15,29,34,2016
496,56365321500,22,22,22,2016
504,57188733509,6,6,6,2016
512,52364876700,16,16,16,2016
548,18041833800,4,4,4,2016
549,6701834930,4,6,6,2016
576,54987307300,45,92,92,2016
589,57188671611,4,4,4,2016
594,57192593045,11,11,11,2016
605,37120574600,5,5,5,2016
608,6506564716,27,27,27,2016
632,57200630510,19,33,33,2016
647,16176209200,5,5,5,2016
659,57191052229,3,3,3,2016
661,6603757179,38,38,38,2016
708,57115512200,3,3,3,2016
712,57204698668,82,82,82,2016
726,22333378700,3,3,3,2016
730,7404782905,33,33,33,2016
740,8966521400,27,27,27,2016
749,57193797107,3,3,3,2016
755,57191737813,5,5,5,2016
766,57207661131,5,5,8,2016
774,57188678994,4,5,5,2016
781,35406320300,50,50,83,2016
787,36184972700,8,8,8,2016
792,56786364600,8,8,8,2016
797,7004053293,2,2,2,2016
824,57192701376,4,4,4,2016
859,57192237482,14,14,14,2016
864,57186398400,5,5,5,2016
865,57192834926,15,15,15,2016
882,56078096600,3,3,3,2016
887,55991728800,33,33,33,2016
897,56489833200,81,81,81,2016
901,35477147000,8,8,8,2016
911,57188754440,5,5,5,2016
919,36614634800,3,3,3,2016
940,16418291100,1,1,1,2016
942,7003429854,8,8,8,2016
988,54683397000,4,4,4,2016
1002,57191363595,4,4,4,2016
1023,51061122800,15,15,15,2016
1038,57191475737,6,6,11,2016
1049,57190124242,3,3,3,2016
1059,57188590869,8,8,8,2016
1066,36623493800,3,3,16,2016
1093,56568363800,4,7,8,2016
1097,57193699117,4,4,4,2016
1108,56158697000,5,5,5,2016
1116,56074173200,2,2,2,2016
1149,57190948026,2,2,2,2016
1178,56103590300,4,4,8,2016
1207,55967652800,10,10,10,2016
1218,57189220123,32,32,32,2016
1243,57191711457,87,87,120,2016
1266,56419270600,6,6,6,2016
1278,57192682800,2,2,2,2016
1318,57202228246,4,4,8,2016
1344,35590499600,5,5,5,2016
1358,35520065000,5,5,5,2016
1368,57197478894,3,3,3,2016
1378,57191628140,3,3,4,2016
1383,9635513900,7,7,7,2016
1393,57193659335,4,4,8,2016
1397,57184343300,9,9,9,2016
1410,56624557600,4,4,4,2016
1414,55844557900,4,4,4,2016
1439,56736946700,9,9,9,2016
1458,56963453400,7,7,10,2016
1530,57202489667,19,19,19,2016
1565,57190340575,1,2,5,2016
1596,57189355666,3,3,3,2016
1617,55062598600,4,4,5,2016
1623,15846905100,8,8,8,2016
1638,56192356300,18,18,18,2016
1656,8955025700,7,9,9,2016
1700,6506436548,3,3,3,2016
1713,57191380147,3,7,7,2016
1736,8649715100,4,4,4,2016
1742,57194184772,11,11,11,2016
1753,16022100400,8,8,8,2016
1766,57189645750,16,16,16,2016
1767,56495282900,22,22,22,2016
1770,54681636500,3,3,3,2016
1787,55356244300,3,3,3,2016
1801,55349497100,5,14,24,2016
1804,56031368800,9,9,9,2016
1816,57199036373,6,6,6,2016
1819,7202599202,5,5,5,2016
1831,36816879400,4,4,4,2016
1832,12782079400,49,49,49,2016
1838,56705583200,4,4,4,2016
1841,57190133665,5,5,5,2016
1858,55553489100,5,5,5,2016
1864,25959932700,16,16,16,2016
1868,56928312300,1,1,4,2016
1869,7003644286,53,53,53,2016
1888,56427921400,5,5,5,2016
1893,57188706549,5,5,5,2016
1922,6506118014,15,15,15,2016
1939,57189216489,1,1,1,2016
1968,6603684704,4,4,6,2016
1969,57194113582,55,55,55,2016
1975,57194111411,1,1,1,2016
1991,55935951000,16,16,16,2016
2004,57191708967,4,4,4,2016
2013,57189327719,6,6,6,2016
2014,57189232454,2,2,2,2016
2015,57130587700,2,2,2,2016
2024,56286799400,7,8,8,2016
2027,57188648856,3,3,3,2016
2033,57188584502,81,81,81,2016
2041,57191404306,3,3,3,2016
2059,55586567800,3,3,3,2016
2124,36824260400,9,9,9,2016
2126,49962225000,3,3,3,2016
2128,57206276045,14,14,14,2016
2133,57191579613,3,3,3,2016
2137,57190943172,24,32,33,2016
2143,7003488915,11,32,32,2016
2146,55553743050,2,2,2,2016
2151,7006214520,2,2,2,2016
2152,57192839213,6,12,13,2016
2174,37040970300,8,8,8,2016
2175,6603384576,13,13,13,2016
2189,57185236700,15,15,15,2016
2192,36466653700,19,24,24,2016
2202,35605451500,13,13,13,2016
2220,56550089500,47,47,47,2016
2222,57193577118,10,10,10,2016
2232,57192593777,41,41,41,2016
2243,57191674868,4,4,4,2016
2245,36157308700,15,15,15,2016
2251,56478454400,16,16,16,2016
2253,55154876600,24,24,24,2016
2262,37051131500,11,11,11,2016
2299,57192194863,4,4,4,2016
2305,57193154148,6,6,6,2016
2313,19534690700,6,6,6,2016
2333,56024182100,14,14,14,2016
2334,56759943700,7,8,8,2016
2357,55342531400,81,81,81,2016
2358,6603408374,14,14,14,2016
2368,57192711155,5,5,5,2016
2377,57191223206,1,1,1,2016
2415,36622157100,6,6,6,2016
2419,36239654800,1,1,1,2016
2461,7404145008,23,25,30,2016
2473,57190124762,4,4,4,2016
2486,57193702221,4,4,4,2016
2502,55842835600,47,47,47,2016
2503,57192427511,3,3,3,2016
2528,56609057500,9,9,9,2016
2543,57188810109,5,5,5,2016
2581,6508064170,3,3,3,2016
2596,56102177900,1,1,1,2016
2633,56992750600,7,7,7,2016
2642,6601993392,4,4,4,2016
2654,26025850300,6,6,6,2016
2677,36638991100,10,10,10,2016
2681,7102861407,7,7,7,2016
2693,55822742700,1,1,1,2016
2695,57091813100,4,4,4,2016
