Unnamed: 0,ID,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
0,6508297663,4,4,4,4,4,7,7,8,8,8,8,8,8,8,2005
7,8852651700,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2005
9,8980426100,2,5,6,8,14,14,22,24,24,29,34,34,51,53,2005
65,57203533737,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
73,14019498900,3,4,4,7,7,12,12,13,13,13,13,15,15,15,2005
140,56399300100,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
248,8894614600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
249,17134577000,1,1,2,2,2,3,8,8,8,8,8,9,11,12,2005
252,7407378316,7,8,8,8,8,8,8,8,8,8,8,8,8,8,2005
306,26643312600,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2005
314,7005730125,10,10,10,19,19,19,19,19,19,19,19,19,19,19,2005
349,14831456100,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
380,6603780207,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
404,8357416500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
442,7005676879,14,14,14,14,14,22,22,22,22,22,22,22,22,22,2005
457,57200783233,38,38,38,38,38,38,38,38,38,38,38,38,38,38,2005
472,8286910100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
491,16635523100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
505,7005877653,3,3,3,3,3,7,7,7,7,7,7,7,7,7,2005
519,13104887800,4,4,4,4,4,7,7,7,7,7,7,7,7,7,2005
546,13607175900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
550,6507025980,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
639,7801627219,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
688,8403722600,1,3,3,3,3,3,3,3,3,3,3,3,3,6,2005
689,6505635037,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
699,22333263900,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
725,8706421200,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
753,12141109900,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
771,6701417695,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2005
788,57195724819,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
818,11140790500,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
938,7006797863,5,9,9,9,9,9,9,9,9,9,9,9,9,9,2005
971,6603351085,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
982,10142859300,3,4,7,10,12,17,23,23,25,25,25,25,25,25,2005
998,15923420900,7,13,19,22,25,25,28,32,35,42,47,48,48,49,2005
1028,55665644100,2,2,2,4,4,4,4,6,6,6,6,6,6,6,2005
1046,55395549800,10,12,12,12,16,16,19,19,19,19,19,19,19,19,2005
1087,14016658000,4,4,5,5,5,5,5,5,5,5,5,5,5,5,2005
1161,56115733900,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2005
1185,35607176600,2,2,2,2,2,2,6,6,6,6,6,6,6,7,2005
1209,12544780400,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2005
1211,8878656200,23,27,42,42,42,42,42,42,42,42,42,42,42,42,2005
1232,55423994500,48,48,48,48,48,48,48,48,48,48,48,48,48,48,2005
1339,13006340600,6,6,6,7,7,7,7,7,7,7,7,7,7,7,2005
1354,55002836300,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
1398,8971699800,3,3,3,3,35,35,35,35,35,35,35,35,35,39,2005
1438,8539997700,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
1441,8517932600,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
1444,6507306354,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1467,12789909000,1,1,1,1,3,3,3,3,3,4,7,13,21,21,2005
1492,23469845400,3,5,5,7,7,7,7,7,7,7,7,7,7,7,2005
1506,7003302108,8,8,8,8,8,8,8,40,40,40,40,62,93,93,2005
1521,57203367164,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
1529,14518855700,2,3,3,3,3,7,7,11,11,11,19,21,23,23,2005
1541,6507313856,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2005
1581,56668817000,3,3,3,3,3,10,10,10,10,10,10,10,10,10,2005
1610,23397678200,2,2,3,5,8,8,9,9,11,12,12,14,20,29,2005
1643,8334078800,2,6,10,12,14,14,14,14,14,16,18,18,18,18,2005
1652,16743922100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1668,6602978212,5,5,5,5,16,16,16,16,16,16,16,16,16,16,2005
1669,24178846200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
1691,7004075315,6,6,6,6,6,6,6,9,9,9,9,9,9,9,2005
1711,6508250671,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
1802,13007657500,2,2,2,5,5,8,8,15,17,17,19,19,19,19,2005
1836,8693837100,3,7,7,8,8,8,9,9,12,12,15,15,17,19,2005
1873,8596314500,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2005
1884,6603856765,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2005
1916,6603515487,3,3,4,4,4,6,6,6,7,7,9,9,11,21,2005
1963,6505586309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2005
2016,8588520200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2056,16642317200,2,2,4,4,5,5,5,7,11,11,12,12,14,14,2005
2076,8665883200,3,3,3,7,8,11,11,11,11,11,11,11,11,11,2005
2096,25638406800,1,1,1,1,3,3,3,3,3,3,5,5,5,5,2005
2172,6506645501,1,2,7,10,12,21,31,39,43,74,81,89,105,108,2005
2201,14039765600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2213,7003595227,1,1,1,7,7,7,7,7,7,7,7,33,33,33,2005
2227,6602159947,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
2237,56262780800,3,6,6,6,6,6,11,12,12,13,14,14,14,14,2005
2267,9739850400,4,8,13,17,24,24,32,33,35,45,46,49,56,56,2005
2285,56635026400,7,7,7,7,7,7,7,7,7,7,7,7,7,18,2005
2312,23092429500,2,3,3,3,3,7,7,8,9,11,13,15,15,15,2005
2372,13613875100,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2373,6507744783,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2005
2395,6506485127,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2398,35787936200,4,5,5,5,5,5,7,7,7,7,7,7,7,11,2005
2404,13008204000,2,2,2,8,8,8,8,8,8,8,8,8,8,8,2005
2425,6602387655,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2005
2456,14032993800,3,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
2521,16177563000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2525,21739690800,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2005
2552,6602732768,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2005
