Unnamed: 0,ID,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
22,14619163500,2,2,2,2,2,2,2,2,2,2010
27,11738782000,2,2,2,2,2,2,2,2,2,2010
47,36082756400,3,3,3,3,3,3,3,3,3,2010
63,36816324700,3,3,3,3,8,9,12,12,12,2010
95,7004354274,2,2,2,2,2,2,2,2,3,2010
101,36453712700,5,5,5,5,5,5,5,5,5,2010
107,36190699900,6,6,6,6,6,6,6,6,6,2010
165,55880050400,2,2,2,15,15,15,34,34,34,2010
195,56835894200,3,26,26,28,28,28,28,28,28,2010
203,23567554100,3,5,5,5,5,5,8,8,8,2010
212,36630798700,3,3,3,3,3,3,3,3,3,2010
235,7004173174,2,11,15,15,15,17,17,17,22,2010
239,36713774200,2,2,2,2,2,2,2,3,3,2010
280,54421301400,6,6,6,6,6,6,6,6,6,2010
294,16024795900,4,4,4,4,4,4,4,4,4,2010
298,35773795200,6,6,6,6,6,6,6,6,6,2010
305,36602617400,5,5,5,5,5,5,5,5,5,2010
315,36615299200,4,4,4,4,4,4,4,4,4,2010
332,56417168500,5,5,7,7,8,9,9,9,9,2010
376,8986539700,4,4,4,4,4,4,4,4,4,2010
392,55731374100,5,5,5,5,5,5,5,5,5,2010
409,36664812700,3,3,3,3,3,3,3,3,3,2010
428,55629643800,16,18,18,18,18,18,18,18,18,2010
487,36149156600,14,14,14,14,14,14,14,14,14,2010
493,57196716304,4,4,4,4,4,4,4,4,4,2010
506,36782061800,1,1,1,1,1,1,1,1,1,2010
509,54397760400,3,3,3,3,6,6,6,6,6,2010
531,36060113200,6,6,6,7,7,7,7,7,7,2010
537,6602331414,2,2,2,2,2,2,2,2,2,2010
541,36816589200,3,3,3,3,3,3,3,3,3,2010
555,55617584700,3,3,3,3,3,3,3,3,3,2010
565,36679991000,4,5,5,5,5,5,5,5,5,2010
570,7202920765,33,36,40,40,48,48,102,102,135,2010
593,37061485200,8,12,12,23,23,24,25,25,25,2010
604,6701769322,22,22,22,22,22,22,22,22,22,2010
646,35101799900,1,1,1,3,3,3,3,3,3,2010
666,15760500900,22,22,22,29,40,40,40,56,56,2010
687,6504350389,3,3,3,3,3,3,3,3,3,2010
691,37074222900,4,6,6,6,8,9,9,9,12,2010
705,26041121100,5,5,5,5,5,5,5,5,5,2010
707,57197357863,2,2,2,2,2,2,2,2,2,2010
723,55612084300,3,3,3,3,3,3,3,3,3,2010
747,6602934119,2,5,5,5,5,5,9,9,9,2010
756,36706434100,4,6,6,6,6,6,6,6,6,2010
760,36239540900,9,9,9,9,9,9,9,9,9,2010
773,57205051591,4,10,10,10,10,10,10,10,10,2010
795,35176316700,3,5,7,7,7,7,7,7,7,2010
802,53879643900,2,2,2,2,2,2,2,2,2,2010
809,9040778700,2,3,3,3,3,3,3,3,3,2010
836,8300989400,7,7,7,7,7,7,7,7,7,2010
848,36704068100,6,6,9,9,21,25,25,30,30,2010
883,55256491700,1,3,5,8,8,8,8,10,12,2010
917,37054657100,11,11,11,11,11,11,11,11,11,2010
929,24921132200,9,43,44,58,58,68,83,83,83,2010
951,8859966300,1,1,1,1,1,1,1,1,1,2010
966,36184933300,2,2,2,2,2,2,2,2,2,2010
980,9842396400,3,3,3,3,3,3,3,5,5,2010
996,57197793190,7,7,7,7,7,7,7,7,7,2010
1050,24331617300,6,6,6,6,6,6,16,16,16,2010
1083,36622910000,5,5,5,5,5,5,5,5,5,2010
