Unnamed: 0,ID,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
90,7005295515,2,4,4,6,6,10,10,10,10,10,11,11,11,11,13,14,15,15,15,15,17,17,17,18,18,18,19,19,19,1990
590,6701597437,4,4,4,4,4,4,4,7,7,7,7,7,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1990
735,6602743159,3,3,5,5,5,5,5,5,5,5,7,7,7,9,9,16,16,16,16,16,16,16,16,16,16,16,16,16,16,1990
791,7801688542,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,14,14,15,19,1990
1462,7007039379,2,2,3,3,6,7,7,7,16,16,16,21,25,28,28,28,28,33,34,34,36,38,39,41,41,41,41,44,44,1990
1835,6602336332,1,1,1,1,1,1,1,1,9,9,9,13,13,13,17,17,17,17,17,17,17,17,25,25,25,25,25,26,26,1990
1943,7004086855,1,1,1,10,11,18,21,24,31,31,40,42,45,47,47,50,52,53,53,56,56,56,56,56,57,57,57,57,58,1990
2535,6602841964,2,2,2,3,3,7,7,8,8,8,8,8,8,8,10,10,11,12,13,17,19,19,20,20,21,21,22,24,24,1990
2559,7003389028,1,2,6,7,10,10,13,13,14,14,18,20,24,24,24,24,26,30,32,38,39,39,41,43,45,45,45,45,46,1990
3738,6602308193,4,4,4,4,4,4,4,4,7,8,8,8,8,8,12,12,12,14,15,15,15,15,17,17,17,17,17,17,17,1990
4270,6701721644,3,3,3,3,3,3,3,3,8,8,8,8,8,8,8,15,15,16,17,18,20,23,23,23,29,29,29,29,31,1990
4275,56034378200,2,2,2,2,2,2,4,5,5,5,5,6,10,10,51,56,88,109,145,150,178,186,225,229,257,270,281,308,311,1990
4693,55811564100,1,1,1,1,1,1,1,1,1,1,2,2,2,5,8,8,9,9,9,9,18,20,20,24,37,37,40,40,41,1990
4816,7007030575,2,2,2,4,4,4,4,5,5,10,10,13,13,13,14,17,17,21,25,30,30,35,37,40,41,42,47,54,64,1990
4833,24325831000,2,3,4,4,5,7,7,7,7,7,9,12,18,23,24,26,28,30,30,38,39,40,43,43,45,45,46,46,46,1990
4935,56274859100,7,7,7,7,7,7,7,9,9,9,16,27,27,40,40,53,53,70,88,90,90,95,95,95,95,95,95,95,95,1990
5247,7202580103,2,4,9,12,18,18,22,26,30,37,42,45,46,48,48,56,83,87,89,91,92,95,101,102,108,108,109,112,129,1990
5998,6602118820,3,3,3,3,4,5,5,5,5,5,5,6,6,6,7,7,7,7,8,8,10,10,10,12,12,12,12,12,12,1990
6332,7401809457,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1990
6693,7004203605,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1990
7106,7006211939,2,3,3,3,3,6,14,21,22,28,30,30,31,32,33,36,41,51,52,61,62,66,71,71,71,71,71,71,75,1990
7306,7003924858,4,5,5,7,10,11,15,20,20,21,24,30,34,39,44,52,55,55,57,64,65,66,75,85,88,91,108,115,117,1990
7657,35571525300,3,3,3,3,3,3,3,3,4,4,4,4,4,4,6,6,8,30,30,33,36,36,36,36,41,42,45,48,48,1990
7985,7004970514,3,3,3,3,11,14,14,14,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1990
8330,35616191400,2,4,4,4,4,4,4,7,7,9,11,14,19,20,23,23,24,27,29,30,31,31,31,31,31,31,31,31,31,1990
8754,7101921631,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,13,13,13,13,13,1990
9380,7004838968,4,4,4,4,4,4,4,4,4,4,4,4,7,8,8,10,10,14,14,14,14,14,14,14,14,14,14,14,14,1990
9481,7006687753,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1990
9675,7003993073,19,19,21,25,25,29,32,32,39,44,53,60,62,72,74,79,86,93,98,105,117,118,127,127,128,139,139,139,141,1990
9916,7004597928,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1990
10127,7005870330,3,3,3,3,3,3,5,5,5,5,5,5,5,7,7,7,7,7,8,8,8,11,11,11,11,11,11,11,11,1990
10160,55654662200,4,4,8,9,14,16,21,29,33,37,50,56,56,60,60,60,62,62,62,62,64,64,64,64,64,64,64,64,64,1990
10331,6701316794,2,6,7,8,9,9,12,12,16,16,20,23,29,33,34,45,47,47,51,56,60,61,75,76,79,82,84,87,87,1990
11504,7004584979,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1990
11583,6602113920,2,2,2,2,7,7,12,12,13,13,23,24,24,24,24,24,29,32,41,42,42,42,42,42,45,45,45,45,45,1990
11625,7003330495,2,2,2,5,5,10,10,15,15,23,24,30,33,49,61,67,69,69,73,79,85,85,85,87,88,92,94,94,99,1990
11847,56238044700,1,5,5,7,7,7,11,14,14,15,16,16,16,16,16,16,16,16,17,18,18,19,19,19,19,19,19,19,19,1990
11870,7004161017,3,5,5,7,8,8,8,9,9,9,9,9,9,9,10,11,15,15,15,15,16,16,16,16,16,16,16,16,16,1990
12024,7006201366,2,3,4,7,8,9,9,9,11,11,15,15,15,15,15,15,15,20,20,20,20,20,21,21,22,24,24,24,24,1990
12232,7005146506,1,1,4,5,13,17,21,23,32,43,47,48,49,50,58,64,75,77,80,83,86,86,86,89,89,92,96,100,100,1990
12288,57204930616,1,1,1,1,1,1,1,1,2,2,2,2,2,2,4,4,4,5,5,5,5,9,10,11,11,11,11,11,11,1990
12755,7006108580,4,9,9,9,10,13,13,13,13,16,18,18,18,18,18,18,19,19,19,21,21,21,21,24,24,24,24,24,24,1990
13252,56217204700,4,6,12,12,13,15,17,17,17,17,20,21,22,22,23,23,23,23,23,26,28,34,35,35,35,36,36,36,36,1990
14465,7006566699,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,15,25,29,33,33,33,35,35,35,35,35,35,1990
14565,6701711995,1,1,4,8,9,9,10,13,18,18,22,22,26,26,29,30,33,38,41,41,48,49,51,54,58,74,75,76,76,1990
14590,7004160061,1,1,1,1,1,2,2,5,7,8,8,9,12,13,14,17,17,19,19,22,22,22,22,22,22,22,22,22,22,1990
14929,6602915716,2,2,2,3,3,3,4,4,5,7,12,12,12,13,13,14,19,19,20,26,30,32,36,43,45,46,46,46,46,1990
15031,7103024162,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,1990
15162,6701813563,1,5,7,7,7,9,9,11,11,11,16,17,23,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1990
15324,7003952036,5,5,6,7,10,11,20,23,27,27,33,34,39,48,56,61,68,74,78,88,91,93,98,106,132,143,148,161,169,1990
15871,7004297071,3,3,3,5,5,23,23,23,40,42,47,55,55,55,55,55,55,64,66,86,86,87,97,98,108,125,134,138,142,1990
16690,7006968257,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1990
17313,7006544339,2,2,2,2,2,2,2,2,3,3,3,3,3,3,6,6,6,7,7,7,11,11,11,11,14,15,19,19,25,1990
17652,6701693584,5,5,5,5,5,5,6,8,8,8,9,11,11,11,14,14,16,16,16,16,16,16,16,22,22,25,25,25,26,1990
17773,7003879659,2,6,8,10,13,13,23,25,27,27,28,29,29,34,35,36,38,41,42,42,42,42,45,46,46,48,49,49,49,1990
18369,56217266300,3,3,3,3,6,9,9,16,16,21,25,26,26,26,26,29,33,33,35,38,38,38,38,38,44,44,44,46,47,1990
19320,6602989345,3,3,3,3,3,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1990
19735,7003713333,2,2,2,5,5,5,8,9,13,13,15,16,16,16,16,16,16,16,16,17,34,34,34,34,43,51,56,57,61,1990
19882,7402408551,2,2,2,2,3,6,6,6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,13,13,17,1990
19941,7101684209,3,3,3,3,3,3,3,3,3,3,3,3,3,8,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1990
20111,7202187914,7,7,8,8,9,13,13,14,17,19,20,23,24,25,29,34,34,35,40,41,41,53,54,62,67,67,71,71,71,1990
20530,6602092773,3,3,5,5,8,9,11,11,15,15,17,19,19,26,26,28,31,31,31,31,31,32,34,34,34,34,34,34,34,1990
20614,55574349600,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1990
20919,55957506100,7,7,7,8,10,10,10,10,12,13,16,17,19,23,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,1990
21102,6603852061,5,5,5,5,13,13,13,13,47,47,55,55,55,55,55,55,55,55,55,55,91,94,114,114,114,114,114,114,114,1990
21748,7005014340,4,4,4,4,4,4,4,4,4,8,14,14,20,20,20,20,32,32,32,32,41,56,84,84,84,84,91,91,97,1990
22287,7005814193,7,7,10,12,17,17,24,39,48,63,63,80,82,100,107,111,123,138,140,140,142,178,178,178,178,198,198,207,207,1990
22293,35894696800,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1990
22422,23118728100,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1990
22463,6601963489,1,1,3,3,5,6,7,7,7,10,15,17,17,17,21,21,24,26,26,27,28,33,35,38,38,39,41,41,43,1990
22945,6603240566,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1990
23012,7202218434,5,5,7,7,7,11,12,14,16,16,17,17,21,23,24,29,31,48,75,79,84,87,100,110,114,122,125,138,142,1990
23017,7005106453,2,2,2,2,3,6,6,7,8,9,12,21,26,31,33,47,50,53,55,62,64,68,73,82,90,93,100,105,119,1990
23036,7005337720,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1990
23053,56250643200,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,1990
23080,6701849067,2,5,5,6,8,10,11,13,13,17,17,17,17,17,17,17,19,20,20,21,21,23,23,24,25,27,27,27,27,1990
23090,7102720862,7,7,7,7,7,7,11,11,11,11,11,11,15,23,23,23,29,29,30,30,30,30,30,30,30,30,30,30,30,1990
23229,6603976320,1,1,1,1,1,2,2,2,3,5,6,6,6,12,12,13,14,15,15,15,15,15,15,15,15,15,15,15,15,1990
23413,8561545400,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1990
23587,7102786032,1,2,12,12,12,12,12,12,19,19,20,23,23,23,23,29,34,41,43,56,57,62,68,77,94,100,100,108,108,1990
24691,7003681209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1990
24914,6603905460,2,2,2,2,2,2,2,2,6,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1990
25924,23396995900,1,1,2,2,2,2,2,5,9,9,14,14,15,15,15,15,21,24,26,26,30,33,34,35,38,42,43,46,47,1990
26330,6603410572,2,2,2,2,2,2,2,4,4,4,4,4,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,1990
27145,7005456532,1,1,1,1,1,2,2,3,5,5,5,6,6,13,13,13,18,20,20,24,24,24,24,24,31,31,31,31,31,1990
28149,7003817357,2,2,8,10,10,17,19,25,33,38,38,42,45,47,48,53,57,61,68,74,82,92,98,104,109,109,118,125,128,1990
28316,7004136290,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1990
28674,6701551637,3,3,4,4,5,5,5,5,5,5,5,11,11,11,11,12,14,14,14,15,15,15,15,18,20,23,23,23,31,1990
28749,56517572500,1,1,1,1,1,2,2,8,12,12,12,13,13,14,14,20,21,29,33,39,41,61,67,76,83,86,109,112,128,1990
28925,6508212858,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,7,7,7,7,7,1990
29180,7003799620,2,2,2,2,3,3,4,6,9,9,14,18,19,21,24,26,35,36,44,49,55,69,78,81,84,89,91,91,93,1990
29549,25948527200,4,6,6,6,7,7,10,11,14,19,19,21,34,38,38,39,43,49,49,50,52,52,52,52,65,65,89,89,89,1990
29800,7007131545,6,8,8,8,8,8,14,19,33,33,35,36,48,49,62,69,76,77,92,92,98,99,99,107,114,114,132,132,135,1990
30190,6603140195,1,1,1,1,1,1,2,4,4,4,4,8,8,12,17,19,21,24,28,29,29,29,31,33,33,38,40,46,53,1990
30213,7103102263,2,2,2,2,4,5,5,5,6,6,6,6,6,6,6,7,7,10,10,10,10,13,13,13,13,13,13,13,13,1990
30571,6701660968,17,18,18,18,18,18,18,18,18,19,19,19,19,19,33,47,47,49,59,60,60,77,78,78,78,85,85,105,105,1990
30639,7004019009,5,9,9,9,9,9,9,9,9,17,20,28,36,36,36,36,36,36,58,58,58,64,64,64,64,64,64,64,64,1990
30719,22972174500,1,1,8,8,10,12,14,14,14,14,15,15,16,18,19,24,29,30,30,35,37,42,42,43,47,50,51,51,51,1990
31189,7003510881,1,1,1,1,1,2,6,8,13,15,19,19,19,22,22,24,25,25,25,27,27,30,33,33,33,33,33,33,33,1990
